 Date Time CO OZ NO2 CHX NO
 01.01.13 00:00 0.07 0.08 0.13 1.59 ----
 -------- 01:00 0.06 0.09 0.13 1.56 ----
 -------- 02:00 0.07 0.10 0.13 1.54 ----
 -------- 03:00 0.06 0.11 0.11 1.52 ----
 -------- 04:00 0.07 0.07 0.14 1.54 ----
 01.01.13 05:00 0.06 0.11 0.10 1.51 ----
 -------- 06:00 0.06 0.13 0.11 1.48 ----
 -------- 07:00 0.07 0.10 0.13 1.51 ----
 -------- 08:00 0.08 0.04 0.20 1.57 0.01
 -------- 09:00 0.07 0.02 0.21 1.53 0.00
 01.01.13 10:00 0.07 0.03 0.22 1.52 0.01
 -------- 11:00 0.07 0.05 0.22 1.52 0.01
 -------- 12:00 0.06 0.12 0.16 1.49 0.00
 -------- 13:00 0.06 0.16 0.10 1.47 ----
 -------- 14:00 0.06 0.13 0.12 1.48 ----
 01.01.13 15:00 0.06 0.15 0.12 1.48 ----
 -------- 16:00 0.06 0.15 0.12 1.58 ----
 -------- 17:00 0.06 0.13 0.15 1.58 ----
 -------- 18:00 0.06 0.10 0.18 1.57 ----
 -------- 19:00 0.07 0.06 0.22 1.64 ----
 01.01.13 20:00 0.07 0.05 0.22 1.67 ----
 -------- 21:00 0.06 0.09 0.16 1.69 ----
 -------- 22:00 0.06 0.10 0.15 1.68 ----
 -------- 23:00 0.06 0.10 0.15 1.64 ----
 -------- 00:00 0.06 0.10 0.12 1.53 ----
 02.01.13 01:00 0.07 0.08 0.13 1.51 ----
 -------- 02:00 0.06 0.08 0.11 1.51 ----
 -------- 03:00 0.06 0.11 0.09 1.48 ----
 -------- 04:00 0.06 0.14 0.06 1.46 ----
 -------- 05:00 0.06 0.14 0.07 1.46 ----
 02.01.13 06:00 0.06 0.13 0.09 1.46 ----
 -------- 07:00 0.06 0.15 0.09 1.45 ----
 -------- 08:00 0.05 0.15 0.10 1.45 ----
 -------- 09:00 0.06 0.17 0.10 1.46 ----
 -------- 10:00 0.06 0.17 0.11 1.46 ----
 02.01.13 11:00 0.06 0.16 0.13 1.48 ----
 -------- 12:00 0.06 0.16 0.15 1.48 ----
 -------- 13:00 0.06 0.17 0.15 1.49 ----
 -------- 14:00 0.07 0.17 0.17 1.50 0.02
 -------- 15:00 0.07 0.16 0.20 1.53 0.01
 02.01.13 16:00 0.09 0.10 0.27 1.56 0.01
 -------- 17:00 0.08 0.10 0.26 1.53 0.00
 -------- 18:00 0.08 0.09 0.29 1.53 0.01
 -------- 19:00 0.08 0.16 0.20 1.51 ----
 -------- 20:00 0.08 0.18 0.18 1.52 ----
 02.01.13 21:00 0.08 0.16 0.21 1.53 ----
 -------- 22:00 0.08 0.18 0.20 1.53 ----
 -------- 23:00 0.08 0.17 0.20 1.54 ----
