 Date Time CO OZ NO2 CHX NO
 11.02.13 11:00 0.11 0.01 0.11 1.62 0.08
 -------- 12:00 0.12 ---- 0.13 1.63 0.12
 -------- 13:00 0.14 ---- 0.13 1.62 0.12
 -------- 14:00 0.15 ---- 0.13 1.63 0.14
 -------- 15:00 0.17 ---- 0.14 1.68 0.15
 11.02.13 16:00 0.21 ---- 0.15 1.73 0.20
 -------- 17:00 0.13 ---- 0.17 1.65 0.12
 -------- 18:00 0.12 ---- 0.14 1.65 0.12
 -------- 19:00 0.11 ---- 0.12 1.61 0.11
 -------- 20:00 0.11 0.01 0.10 1.62 0.09
 11.02.13 21:00 0.09 ---- 0.10 1.61 0.07
 -------- 22:00 0.09 ---- 0.09 1.59 0.05
 -------- 23:00 0.07 0.01 0.10 1.56 0.04
 -------- 00:00 0.05 0.03 0.11 1.51 0.01
 -------- 01:00 0.04 0.09 0.07 1.49 0.00
 12.02.13 02:00 0.04 0.13 0.03 1.48 ----
 -------- 03:00 0.04 0.17 0.02 1.47 ----
 -------- 04:00 0.05 0.10 0.08 1.54 ----
 -------- 05:00 0.06 0.06 0.11 1.56 0.01
 -------- 06:00 0.06 0.01 0.13 1.62 0.02
 12.02.13 07:00 0.08 0.01 0.11 1.63 0.03
 -------- 08:00 0.09 0.01 0.08 1.69 0.03
 -------- 09:00 0.09 0.01 0.07 1.68 0.04
 -------- 10:00 0.11 0.01 0.09 1.62 0.07
 -------- 11:00 0.10 0.01 0.12 1.57 0.06
 12.02.13 12:00 0.08 0.05 0.11 1.53 0.04
 -------- 13:00 0.08 0.14 0.10 1.49 0.02
 -------- 14:00 0.08 0.10 0.14 1.52 0.02
 -------- 15:00 0.07 0.12 0.13 1.51 0.02
 -------- 16:00 0.07 0.15 0.10 1.48 0.02
 12.02.13 17:00 0.08 0.13 0.12 1.49 0.01
 -------- 18:00 0.07 0.15 0.10 1.48 0.01
 -------- 19:00 0.07 0.09 0.13 1.50 0.01
 -------- 20:00 0.07 0.10 0.12 1.53 0.01
 -------- 21:00 0.07 0.08 0.13 1.56 0.01
 12.02.13 22:00 0.07 0.11 0.10 1.59 0.00
 -------- 23:00 0.07 0.08 0.12 1.55 0.00
 -------- 00:00 0.06 0.10 0.10 1.56 0.01
 -------- 01:00 0.06 0.07 0.12 1.57 ----
 -------- 02:00 0.06 0.07 0.11 1.59 ----
 13.02.13 03:00 0.06 0.06 0.11 1.61 ----
 -------- 04:00 0.06 0.04 0.12 1.63 ----
 -------- 05:00 0.06 0.01 0.14 1.66 0.01
 -------- 06:00 0.06 0.01 0.16 1.60 0.02
 -------- 07:00 0.09 ---- 0.19 1.62 0.08
 13.02.13 08:00 0.12 ---- 0.20 1.72 0.12
 -------- 09:00 0.13 ---- 0.21 1.74 0.19
 -------- 10:00 0.14 ---- 0.22 1.65 0.19
