 Date Time CO OZ NO2 CHX NO
 10.12.12 00:00 0.14 ---- ---- 1.93 ----
 -------- 01:00 0.18 0.01 ---- 2.07 ----
 -------- 02:00 0.22 0.01 ---- 2.28 ----
 -------- 03:00 0.20 0.01 ---- 2.23 ----
 -------- 04:00 0.16 ---- ---- 1.93 ----
 10.12.12 05:00 0.13 ---- ---- 1.90 ----
 -------- 06:00 0.09 ---- ---- 1.88 ----
 -------- 07:00 0.11 ---- ---- 1.92 ----
 -------- 08:00 0.09 ---- ---- 1.66 ----
 -------- 09:00 0.08 ---- ---- 1.59 ----
 10.12.12 10:00 0.09 ---- ---- 1.67 ----
 -------- 11:00 0.10 ---- ---- 1.76 ----
 -------- 12:00 0.11 ---- ---- 1.79 ----
 -------- 13:00 0.11 ---- ---- 1.71 ----
 -------- 14:00 0.11 ---- ---- 1.89 ----
 10.12.12 15:00 0.12 ---- ---- 1.91 ----
 -------- 16:00 0.12 ---- ---- 1.85 ----
 -------- 17:00 0.11 ---- ---- 1.77 ----
 -------- 18:00 0.09 ---- ---- 1.66 ----
 -------- 19:00 0.07 ---- ---- 1.60 ----
 10.12.12 20:00 0.07 ---- ---- 1.61 ----
 -------- 21:00 0.07 0.01 ---- 1.58 ----
 -------- 22:00 0.05 0.06 ---- 1.52 ----
 -------- 23:00 0.05 0.11 ---- 1.51 ----
 -------- 00:00 0.08 0.15 ---- 1.52 ----
 11.12.12 01:00 0.09 0.14 ---- 1.58 ----
 -------- 02:00 0.07 0.17 ---- 1.48 ----
 -------- 03:00 0.07 0.19 ---- 1.46 ----
 -------- 04:00 0.07 0.19 ---- 1.45 ----
 -------- 05:00 0.08 0.23 ---- 1.44 ----
 11.12.12 06:00 0.07 0.19 ---- 1.46 ----
 -------- 07:00 0.05 0.19 ---- 1.46 ----
 -------- 08:00 0.04 0.19 ---- 1.46 ----
 -------- 09:00 0.04 0.21 ---- 1.45 ----
 -------- 10:00 0.04 0.20 ---- 1.46 ----
 11.12.12 11:00 0.04 0.19 ---- 1.46 ----
 -------- 12:00 0.04 0.17 ---- 1.47 ----
 -------- 13:00 0.05 0.14 ---- 1.48 ----
 -------- 14:00 0.06 0.13 ---- 1.49 ----
 -------- 15:00 0.07 0.07 ---- 1.51 ----
 11.12.12 16:00 0.07 0.09 ---- 1.51 ----
 -------- 17:00 0.07 0.03 ---- 1.54 ----
 -------- 18:00 0.06 0.08 ---- 1.50 ----
 -------- 19:00 0.06 0.07 ---- 1.50 ----
 -------- 20:00 0.05 0.07 ---- 1.51 ----
 11.12.12 21:00 0.06 0.02 ---- 1.55 ----
 -------- 22:00 0.06 0.01 ---- 1.57 ----
 -------- 23:00 0.06 ---- ---- 1.60 ----
