 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 17.12.12 12:00 0.07 0.19 0.02 0.52 0.01 0.12 0.00 0.59 ----
 -------- 13:00 0.04 0.19 0.08 0.52 ---- 0.12 0.00 1.37 ----
 -------- 14:00 0.05 0.20 0.05 0.52 0.00 0.18 0.00 0.69 ----
 -------- 15:00 0.05 0.18 0.12 0.54 ---- 0.30 0.00 1.59 0.01
 -------- 16:00 0.04 0.17 0.10 0.49 0.01 0.02 0.00 ---- 0.02
 17.12.12 17:00 0.02 0.13 0.07 0.47 0.01 0.03 0.00 ---- 0.01
 -------- 18:00 0.05 0.16 0.07 0.46 0.01 0.02 0.00 ---- 0.01
 -------- 19:00 0.05 0.13 0.08 0.44 0.01 0.03 0.00 1.00 0.00
 -------- 20:00 0.03 0.14 0.06 0.42 0.01 0.04 0.00 0.70 ----
 -------- 21:00 0.05 0.14 0.07 0.39 ---- 0.08 0.00 1.47 ----
 17.12.12 22:00 0.09 0.15 0.06 0.38 0.02 0.02 0.00 1.44 ----
 -------- 23:00 0.08 0.13 0.08 0.38 0.01 0.02 0.00 1.62 ----
 -------- 00:00 0.07 0.13 0.06 0.36 0.03 0.02 0.00 1.83 ----
 -------- 01:00 0.07 0.15 0.08 0.35 0.02 0.02 0.00 1.65 ----
 -------- 02:00 0.08 0.15 0.09 0.34 0.02 0.02 0.00 1.87 ----
 18.12.12 03:00 0.09 0.15 0.08 0.34 0.02 0.08 0.00 1.77 ----
 -------- 04:00 0.10 0.15 0.09 0.35 0.03 ---- 0.00 2.04 ----
 -------- 05:00 0.10 0.14 0.08 0.35 0.02 0.09 0.00 1.54 ----
 -------- 06:00 0.13 0.16 0.10 0.37 0.04 0.25 0.00 1.99 ----
 -------- 07:00 0.07 0.14 0.08 0.32 0.00 0.03 0.00 1.66 ----
 18.12.12 08:00 0.04 0.14 0.09 0.34 0.00 0.04 0.00 1.84 ----
 -------- 09:00 0.03 0.13 0.08 0.33 0.02 0.02 0.00 1.16 ----
 -------- 10:00 0.05 0.14 0.09 0.33 0.02 0.02 0.00 1.80 ----
 -------- 11:00 0.06 0.15 0.07 0.29 0.02 0.02 0.00 1.65 ----
 -------- 12:00 0.07 0.18 0.08 0.28 0.02 0.02 0.00 1.88 ----
 18.12.12 13:00 0.07 0.18 0.08 0.30 0.02 0.05 0.00 1.67 ----
 -------- 14:00 0.06 0.17 0.08 0.32 0.01 0.07 0.00 1.87 ----
 -------- 15:00 0.05 0.16 0.08 0.32 0.01 0.07 0.00 1.89 ----
 -------- 16:00 0.10 0.18 0.14 0.37 0.01 0.28 0.00 1.84 ----
 -------- 17:00 0.11 0.18 0.12 0.39 0.01 0.27 0.00 1.94 ----
 18.12.12 18:00 0.09 0.15 0.14 0.38 ---- 0.17 0.00 1.81 ----
 -------- 19:00 0.07 0.15 0.05 0.35 0.01 0.08 0.00 1.92 ----
 -------- 20:00 0.05 0.13 0.05 0.32 0.01 0.05 0.00 1.58 ----
 -------- 21:00 0.03 0.15 0.05 0.29 0.01 0.06 0.00 1.85 ----
 -------- 22:00 0.03 0.15 0.03 0.31 0.01 0.06 0.00 1.74 ----
 18.12.12 23:00 0.02 0.14 0.04 0.30 0.01 0.06 0.00 1.98 ----
 -------- 00:00 0.03 0.17 0.03 0.26 0.01 0.05 0.00 1.48 ----
 -------- 01:00 0.03 0.19 0.02 0.23 0.02 0.05 0.00 1.79 ----
 -------- 02:00 0.03 0.19 0.03 0.22 0.02 0.05 0.00 1.31 ----
 -------- 03:00 0.03 0.19 0.02 0.23 0.02 0.04 0.00 1.85 ----
 19.12.12 04:00 0.03 0.16 0.02 0.24 0.02 0.04 0.00 1.61 ----
 -------- 05:00 0.03 0.17 0.04 0.24 0.01 0.04 0.00 1.76 ----
 -------- 06:00 0.05 0.15 0.03 0.28 0.02 0.03 0.00 1.52 ----
 -------- 07:00 0.05 0.16 0.10 0.31 0.01 0.06 0.00 1.95 ----
 -------- 08:00 0.05 0.15 0.07 0.31 0.01 0.03 0.00 1.83 ----
 19.12.12 09:00 0.04 0.13 0.06 0.31 0.01 0.04 0.00 1.76 ----
 -------- 10:00 0.06 0.16 0.09 0.33 0.01 0.03 0.00 1.82 ----
 -------- 11:00 0.07 0.17 0.07 0.31 0.01 0.03 0.00 1.69 ----
