 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 10.12.12 12:00 0.05 0.15 0.03 0.28 0.00 0.25 0.00 1.78 ----
 -------- 13:00 0.04 0.15 0.02 0.26 0.00 0.07 0.00 1.72 ----
 -------- 14:00 0.02 0.14 0.03 0.28 0.01 0.21 0.00 1.85 ----
 -------- 15:00 0.04 0.13 0.01 0.29 0.02 0.16 0.00 1.32 ----
 -------- 16:00 0.03 0.14 ---- 0.29 0.01 0.10 0.00 1.78 ----
 10.12.12 17:00 0.02 0.14 ---- 0.29 ---- 0.09 0.00 1.61 ----
 -------- 18:00 0.02 0.13 ---- 0.27 ---- 0.18 0.00 1.89 ----
 -------- 19:00 0.03 0.12 ---- 0.24 ---- 0.13 0.00 1.40 ----
 -------- 20:00 0.04 0.13 ---- 0.25 0.02 0.12 0.00 1.67 ----
 -------- 21:00 0.01 0.18 ---- 0.23 0.01 0.09 0.00 1.16 ----
 10.12.12 22:00 0.01 0.20 ---- 0.22 0.01 0.14 0.00 1.76 ----
 -------- 23:00 0.01 0.20 ---- 0.23 0.01 0.09 0.00 0.77 ----
 -------- 00:00 0.01 0.21 ---- 0.22 0.01 0.17 0.00 1.41 ----
 -------- 01:00 0.01 0.24 ---- 0.16 0.00 0.17 0.00 1.41 ----
 -------- 02:00 0.01 0.22 ---- 0.22 0.01 0.10 0.00 1.61 ----
 11.12.12 03:00 0.01 0.22 ---- 0.20 0.01 0.21 0.00 1.50 ----
 -------- 04:00 0.01 0.25 ---- 0.18 0.02 0.16 0.00 1.71 ----
 -------- 05:00 0.01 0.25 ---- 0.20 0.01 0.09 0.00 1.74 ----
 -------- 06:00 0.01 0.21 ---- 0.25 0.02 0.17 0.00 1.88 ----
 -------- 07:00 0.01 0.21 ---- 0.24 0.01 0.09 0.00 1.68 ----
 11.12.12 08:00 0.01 0.22 ---- 0.23 0.01 0.17 0.00 1.99 ----
 -------- 09:00 0.01 0.22 ---- 0.28 0.01 0.16 0.00 2.14 ----
 -------- 10:00 0.01 0.20 ---- 0.27 0.01 0.20 0.00 1.96 ----
 -------- 11:00 0.01 0.20 ---- 0.29 0.01 0.13 0.00 2.05 ----
 -------- 12:00 0.01 0.18 ---- 0.30 0.01 0.13 0.00 1.89 ----
 11.12.12 13:00 0.01 0.19 ---- 0.28 0.00 0.18 0.00 2.21 ----
 -------- 14:00 0.01 0.22 ---- 0.22 0.01 0.08 0.00 2.06 ----
 -------- 15:00 0.01 0.20 ---- 0.28 0.01 0.16 0.00 2.09 ----
 -------- 16:00 0.02 0.14 ---- 0.40 0.01 0.09 0.00 1.68 ----
 -------- 17:00 0.02 0.17 ---- 0.34 0.00 0.11 0.00 1.92 ----
 11.12.12 18:00 0.01 0.18 ---- 0.32 0.01 0.09 0.00 1.65 ----
 -------- 19:00 0.01 0.21 ---- 0.26 0.01 0.12 0.00 1.94 ----
 -------- 20:00 0.02 0.19 ---- 0.27 0.01 0.08 0.00 1.81 ----
 -------- 21:00 0.02 0.16 ---- 0.29 0.01 0.09 0.00 2.07 ----
 -------- 22:00 0.03 0.16 ---- 0.31 0.00 0.12 0.00 1.87 ----
