 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 13.03.13 12:00 0.05 0.33 0.15 0.31 ---- 0.21 0.00 ---- ----
 -------- 13:00 0.06 0.36 0.11 0.28 ---- 0.36 0.00 ---- ----
 -------- 14:00 0.05 0.36 0.11 0.26 ---- 0.29 0.00 ---- ----
 -------- 15:00 0.04 0.34 0.11 0.34 ---- 0.24 0.00 ---- ----
 -------- 16:00 0.04 0.31 0.12 0.34 ---- 0.12 0.00 ---- ----
 13.03.13 17:00 0.05 0.28 0.12 0.41 ---- 0.21 0.00 ---- ----
 -------- 18:00 0.05 0.26 0.11 0.41 ---- 0.22 0.00 ---- ----
 -------- 19:00 0.11 0.22 0.16 0.50 ---- 0.33 0.00 ---- ----
 -------- 20:00 0.17 0.19 0.18 0.57 ---- 0.37 0.00 ---- ----
 -------- 21:00 0.09 0.19 0.13 0.51 ---- 0.27 0.00 ---- ----
 13.03.13 22:00 0.04 0.16 0.14 0.52 ---- 0.12 0.00 ---- ----
 -------- 23:00 0.03 0.13 0.17 0.56 ---- 0.08 0.00 ---- ----
 -------- 00:00 0.03 0.11 0.16 0.57 ---- 0.09 0.00 ---- ----
 -------- 01:00 0.03 0.12 0.18 0.57 ---- 0.08 0.00 ---- ----
 -------- 02:00 0.02 0.13 0.24 0.55 ---- 0.14 0.00 ---- ----
 14.03.13 03:00 0.02 0.12 0.18 0.54 ---- 0.07 0.00 ---- ----
 -------- 04:00 0.02 0.12 0.17 0.52 ---- 0.08 0.00 ---- ----
 -------- 05:00 0.03 0.12 0.18 0.52 ---- 0.11 0.00 ---- ----
 -------- 06:00 0.03 0.13 0.17 0.51 ---- 0.07 0.00 ---- ----
 -------- 07:00 0.06 0.14 0.19 0.50 ---- 0.18 0.00 ---- ----
 14.03.13 08:00 0.03 0.19 0.19 0.46 ---- 0.05 0.00 ---- ----
 -------- 09:00 0.04 0.18 0.17 0.49 ---- 0.09 0.00 ---- ----
 -------- 10:00 0.04 0.18 0.19 0.51 ---- 0.13 0.00 ---- ----
 -------- 11:00 0.04 0.19 0.21 0.46 ---- 0.13 0.00 ---- ----
 -------- 12:00 0.04 0.21 0.20 0.45 ---- 0.11 0.00 ---- ----
 14.03.13 13:00 0.04 0.21 0.20 0.48 ---- 0.16 0.00 ---- ----
 -------- 14:00 0.04 0.20 0.21 0.49 ---- 0.13 0.00 ---- ----
 -------- 15:00 0.03 0.17 0.23 0.55 ---- 0.10 0.00 ---- ----
 -------- 16:00 0.03 0.16 0.20 0.59 ---- 0.21 0.00 ---- ----
 -------- 17:00 0.01 0.17 0.09 0.47 ---- 0.09 0.00 ---- ----
 14.03.13 18:00 0.01 0.26 0.07 0.33 ---- 0.15 0.00 ---- ----
 -------- 19:00 0.01 0.33 0.07 0.34 ---- 0.26 0.00 ---- ----
 -------- 20:00 0.01 0.27 0.05 0.28 ---- 0.15 0.00 ---- ----
 -------- 21:00 0.01 0.25 0.03 0.30 ---- 0.12 0.00 ---- ----
 -------- 22:00 0.01 0.26 0.05 0.30 ---- 0.09 0.00 ---- ----
 14.03.13 23:00 0.01 0.26 0.06 0.29 ---- 0.08 0.00 ---- ----
 -------- 00:00 0.01 0.15 0.09 0.43 ---- 0.10 0.00 ---- ----
 -------- 01:00 0.01 0.10 0.09 0.48 ---- 0.09 0.00 ---- ----
 -------- 02:00 0.02 0.13 0.08 0.43 ---- 0.11 0.00 ---- ----
 -------- 03:00 0.02 0.14 0.05 0.40 ---- 0.12 0.00 ---- ----
 15.03.13 04:00 0.02 0.10 0.03 0.40 ---- 0.11 0.00 ---- ----
 -------- 05:00 0.02 0.12 0.08 0.42 ---- 0.08 0.00 ---- ----
 -------- 06:00 0.03 0.12 0.04 0.43 ---- 0.13 0.00 ---- ----
 -------- 07:00 0.03 0.11 0.05 0.45 ---- 0.12 0.00 ---- ----
 -------- 08:00 0.07 0.13 0.05 0.46 ---- 0.15 0.00 ---- ----
 15.03.13 09:00 0.08 0.13 0.14 0.47 ---- 0.25 0.00 ---- ----
 -------- 10:00 0.03 0.13 0.12 0.43 ---- 0.08 0.00 0.78 ----
 -------- 11:00 0.02 0.13 0.13 0.41 ---- 0.16 0.00 ---- ----
