 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 03.12.12 23:00 0.01 0.12 0.00 0.29 0.00 0.11 0.00 2.00 ----
 -------- 00:00 0.01 0.12 ---- 0.28 0.01 0.09 0.00 1.33 ----
 -------- 01:00 0.01 0.17 0.04 0.21 0.01 0.10 0.00 1.75 ----
 -------- 02:00 0.01 0.19 0.09 0.17 ---- 0.08 0.00 ---- ----
 -------- 03:00 0.01 0.19 0.16 0.18 ---- 0.11 0.00 ---- ----
 04.12.12 04:00 0.01 0.15 0.11 0.22 ---- 0.13 0.00 ---- ----
 -------- 05:00 0.01 0.14 0.05 0.24 ---- 0.13 0.00 1.25 ----
 -------- 06:00 0.01 0.13 0.09 0.26 ---- 0.19 0.00 ---- ----
 -------- 07:00 0.01 0.15 0.04 0.21 ---- 0.12 0.00 0.65 ----
 -------- 08:00 0.01 0.14 0.03 0.21 ---- 0.11 0.00 1.68 ----
 04.12.12 09:00 0.01 0.13 0.04 0.23 ---- 0.09 0.00 1.53 ----
 -------- 10:00 0.02 0.13 0.06 0.24 ---- 0.18 0.00 1.62 ----
 -------- 11:00 0.02 0.12 0.02 0.26 0.03 0.21 0.00 0.89 ----
 -------- 12:00 0.05 0.14 0.03 0.27 0.01 0.24 0.00 1.38 ----
 -------- 13:00 0.07 0.14 0.01 0.29 0.02 0.34 0.00 1.33 ----
 04.12.12 14:00 0.02 0.12 ---- 0.29 0.01 0.21 0.00 1.50 ----
 -------- 15:00 0.01 0.11 ---- 0.22 ---- 0.11 0.00 1.38 ----
 -------- 16:00 0.01 0.11 ---- 0.20 ---- 0.12 0.00 1.47 ----
 -------- 17:00 0.00 0.06 0.26 0.18 0.01 0.12 0.00 1.63 ----
 -------- 18:00 0.01 0.03 ---- 0.23 0.00 0.11 0.00 1.69 ----
 04.12.12 19:00 0.00 0.09 0.37 0.18 0.01 0.11 0.00 2.01 ----
 -------- 20:00 0.00 0.11 0.36 0.18 0.01 0.10 0.00 1.85 ----
 -------- 21:00 0.00 0.11 0.10 0.16 0.01 0.14 0.00 2.06 ----
 -------- 22:00 0.00 0.13 ---- 0.15 0.01 0.10 0.00 1.78 ----
 -------- 23:00 0.01 0.14 0.15 0.18 0.00 0.10 0.00 1.87 ----
 05.12.12 00:00 0.01 0.13 ---- 0.18 0.00 0.20 0.00 2.11 ----
 -------- 01:00 0.01 0.15 ---- 0.14 ---- 0.10 0.00 1.51 ----
 -------- 02:00 0.01 0.18 ---- 0.15 0.00 0.11 0.00 2.19 ----
 -------- 03:00 0.01 0.16 ---- 0.16 ---- 0.10 0.00 1.83 ----
 -------- 04:00 0.00 0.16 ---- 0.14 0.00 0.10 0.00 2.05 ----
 05.12.12 05:00 0.00 0.16 ---- 0.16 0.01 0.09 0.00 2.03 ----
 -------- 06:00 0.00 0.14 ---- 0.20 0.00 0.15 0.00 1.84 ----
 -------- 07:00 0.00 0.14 ---- 0.21 0.01 0.10 0.00 2.05 ----
 -------- 08:00 0.00 0.13 ---- 0.25 0.00 0.09 0.00 1.77 ----
 -------- 09:00 0.01 0.14 ---- 0.34 0.01 0.10 0.00 1.97 ----
 05.12.12 10:00 0.01 0.13 ---- 0.33 0.01 0.15 0.00 1.65 ----
 -------- 11:00 0.01 0.16 ---- 0.28 0.01 0.10 0.00 1.77 ----
 -------- 12:00 0.01 0.18 ---- 0.31 0.00 0.16 0.00 2.11 ----
 -------- 13:00 0.01 0.18 ---- 0.27 0.01 0.13 0.00 1.59 ----
 -------- 14:00 0.01 0.18 ---- 0.26 0.01 0.10 0.00 2.17 ----
 05.12.12 15:00 0.01 0.19 ---- 0.31 0.01 0.10 0.00 1.69 ----
 -------- 16:00 0.01 0.18 ---- 0.32 0.01 0.22 0.00 1.92 ----
 -------- 17:00 0.01 0.16 ---- 0.38 0.00 0.15 0.00 1.92 ----
 -------- 18:00 0.01 0.12 ---- 0.41 0.01 0.10 0.00 1.98 ----
 -------- 19:00 0.01 0.12 ---- 0.42 0.01 0.11 0.00 2.08 ----
 05.12.12 20:00 0.01 0.14 ---- 0.41 0.01 0.15 0.00 1.83 ----
 -------- 21:00 0.01 0.16 0.01 0.36 0.00 0.12 0.00 2.18 ----
 -------- 22:00 0.02 0.13 ---- 0.39 0.01 0.13 0.00 1.52 ----
