 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 07.01.13 00:00 0.01 0.18 0.09 0.13 0.01 0.10 0.00 1.92 ----
 -------- 01:00 0.01 0.18 0.07 0.12 0.02 0.09 0.00 1.21 ----
 -------- 02:00 0.01 0.18 0.08 0.13 0.02 0.09 0.00 1.61 ----
 -------- 03:00 0.01 0.20 0.06 0.12 0.02 0.09 0.00 1.30 ----
 -------- 04:00 0.01 0.19 0.07 0.13 0.02 0.09 0.00 1.94 ----
 07.01.13 05:00 0.01 0.19 0.07 0.16 0.01 0.08 0.00 1.58 ----
 -------- 06:00 0.01 0.16 0.09 0.18 0.02 0.09 0.00 1.54 ----
 -------- 07:00 0.01 0.16 0.11 0.19 ---- 0.09 0.00 1.88 ----
 -------- 08:00 0.01 0.15 0.10 0.19 0.02 0.08 0.00 1.52 ----
 -------- 09:00 0.01 0.16 0.10 0.20 0.00 0.09 0.00 1.70 ----
 07.01.13 10:00 0.01 0.14 0.10 0.20 ---- 0.09 0.00 1.38 ----
 -------- 11:00 0.01 0.14 0.12 0.21 0.01 0.10 0.00 2.00 ----
 -------- 12:00 0.01 0.15 0.09 0.19 0.01 0.09 0.00 1.70 ----
 -------- 13:00 0.01 0.17 0.10 0.17 0.01 0.10 0.00 2.02 ----
 -------- 14:00 0.01 0.17 0.06 0.14 0.00 0.09 0.00 1.63 ----
 07.01.13 15:00 0.01 0.17 0.06 0.16 0.02 0.09 0.00 1.95 ----
 -------- 16:00 0.01 0.14 0.09 0.19 0.01 0.09 0.00 1.49 ----
 -------- 17:00 0.01 0.13 0.12 0.21 0.00 0.10 0.00 1.94 ----
 -------- 18:00 0.01 0.15 0.13 0.20 ---- 0.10 0.00 1.78 ----
 -------- 19:00 0.01 0.14 0.09 0.19 0.01 0.10 0.00 1.73 ----
 07.01.13 20:00 0.01 0.13 0.11 0.20 0.01 0.09 0.00 1.66 ----
 -------- 21:00 0.01 0.14 0.10 0.20 0.01 0.09 0.00 1.79 ----
 -------- 22:00 0.01 0.15 0.10 0.17 0.01 0.10 0.00 1.79 ----
 -------- 23:00 0.01 0.17 0.10 0.18 0.01 0.09 0.00 1.80 ----
 -------- 00:00 0.01 0.14 0.11 0.20 0.01 0.08 0.00 1.43 ----
 08.01.13 01:00 0.01 0.14 0.09 0.20 0.01 0.09 0.00 1.61 ----
 -------- 02:00 0.01 0.15 0.11 0.20 0.00 0.09 0.00 1.90 ----
 -------- 03:00 0.01 0.15 0.07 0.19 0.01 0.08 0.00 1.16 ----
 -------- 04:00 0.01 0.14 0.09 0.18 0.01 0.08 0.00 1.56 ----
 -------- 05:00 0.01 0.15 0.11 0.17 0.01 0.08 0.00 1.16 ----
 08.01.13 06:00 0.01 0.13 0.11 0.19 0.00 0.10 0.00 1.85 ----
 -------- 07:00 0.01 0.13 0.12 0.21 0.02 0.10 0.00 1.42 ----
 -------- 08:00 0.01 0.10 0.10 0.23 0.01 0.09 0.00 1.98 ----
 -------- 09:00 0.01 0.10 0.10 0.24 0.01 0.08 0.00 1.87 ----
 -------- 10:00 0.01 0.11 0.12 0.24 0.01 0.09 0.00 1.97 ----
 08.01.13 11:00 0.01 0.12 0.15 0.24 0.01 0.08 0.00 1.50 ----
 -------- 12:00 0.01 0.12 0.11 0.23 0.00 0.09 0.00 1.91 ----
 -------- 13:00 0.01 0.13 0.11 0.23 0.00 0.08 0.00 1.83 ----
 -------- 14:00 0.01 0.13 0.12 0.24 0.00 0.10 0.00 1.76 ----
 -------- 15:00 0.01 0.13 0.13 0.25 ---- 0.09 0.00 1.45 ----
 08.01.13 16:00 0.01 0.11 0.15 0.24 0.00 0.10 0.00 1.62 ----
 -------- 17:00 0.01 0.12 0.14 0.24 ---- 0.09 0.00 1.77 ----
 -------- 18:00 0.01 0.15 0.09 0.19 0.01 0.09 0.00 1.56 ----
 -------- 19:00 0.01 0.14 0.12 0.21 0.01 0.10 0.00 1.79 ----
 -------- 20:00 0.00 0.14 0.09 0.21 0.01 0.08 0.00 1.67 ----
 08.01.13 21:00 0.01 0.14 0.13 0.23 ---- 0.09 0.00 1.95 ----
 -------- 22:00 0.01 0.14 0.13 0.23 0.02 0.09 0.00 1.27 ----
 -------- 23:00 0.01 0.13 0.15 0.24 0.01 0.10 0.00 1.74 ----
