 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 25.11.12 00:00 0.01 0.12 0.01 0.29 0.01 0.10 0.00 1.65 ----
 -------- 01:00 0.01 0.12 0.02 0.28 0.01 0.16 0.00 2.13 ----
 -------- 02:00 0.01 0.12 0.01 0.28 0.00 0.11 0.00 1.82 ----
 -------- 03:00 0.01 0.11 ---- 0.27 0.01 0.10 0.00 1.99 ----
 -------- 04:00 0.00 0.10 ---- 0.26 0.01 0.10 0.00 1.65 ----
 25.11.12 05:00 0.01 0.11 0.00 0.26 0.01 0.11 0.00 1.93 ----
 -------- 06:00 0.01 0.10 ---- 0.25 0.01 0.10 0.00 2.11 ----
 -------- 07:00 0.01 0.10 ---- 0.26 0.01 0.08 0.00 1.63 ----
 -------- 08:00 0.01 0.10 0.01 0.26 0.00 0.10 0.00 2.06 ----
 -------- 09:00 0.01 0.10 0.01 0.27 0.01 0.10 0.00 1.88 ----
 25.11.12 10:00 0.01 0.12 0.02 0.28 0.01 0.10 0.00 2.16 ----
 -------- 11:00 0.01 0.12 0.02 0.27 0.01 0.09 0.00 1.61 ----
 -------- 12:00 0.01 0.13 0.05 0.28 0.01 0.10 0.00 2.06 ----
 -------- 13:00 0.01 0.13 0.03 0.28 0.01 0.09 0.00 1.85 ----
 -------- 14:00 0.02 0.14 0.05 0.27 0.00 0.14 0.00 2.09 ----
 25.11.12 15:00 0.01 0.13 0.04 0.29 0.01 0.09 0.00 1.67 ----
 -------- 16:00 0.01 0.13 0.07 0.28 0.02 0.14 0.00 2.36 ----
 -------- 17:00 0.01 0.12 0.05 0.29 0.01 0.10 0.00 2.12 ----
 -------- 18:00 0.01 0.11 0.05 0.31 ---- 0.10 0.00 1.90 ----
 -------- 19:00 0.02 0.14 0.04 0.30 ---- 0.09 0.00 1.61 ----
 25.11.12 20:00 0.01 0.12 0.02 0.28 0.01 0.09 0.00 1.71 ----
 -------- 21:00 0.01 0.12 0.03 0.28 0.01 0.10 0.00 1.96 ----
 -------- 22:00 0.01 0.11 0.01 0.28 0.01 0.09 0.00 1.37 ----
 -------- 23:00 0.01 0.13 0.02 0.26 0.01 0.11 0.00 1.92 ----
 -------- 00:00 0.01 0.13 0.03 0.23 0.01 0.09 0.00 1.78 ----
 26.11.12 01:00 0.01 0.13 0.01 0.21 0.01 0.09 0.00 2.07 ----
 -------- 02:00 0.01 0.13 ---- 0.21 0.00 0.09 0.00 1.46 ----
 -------- 03:00 0.01 0.14 ---- 0.21 0.01 0.08 0.00 1.78 ----
 -------- 04:00 0.01 0.13 0.09 0.19 0.01 0.08 0.00 1.39 ----
 -------- 05:00 0.01 0.13 ---- 0.19 0.01 0.10 0.00 1.93 ----
 26.11.12 06:00 0.01 0.13 ---- 0.18 0.01 0.09 0.00 1.30 ----
 -------- 07:00 0.01 0.11 ---- 0.21 0.01 0.10 0.00 1.87 ----
 -------- 08:00 0.01 0.11 ---- 0.21 0.01 0.10 0.00 1.73 ----
 -------- 09:00 0.01 0.11 0.01 0.23 0.01 0.11 0.00 1.99 ----
 -------- 10:00 0.01 0.10 ---- 0.23 0.01 0.11 0.00 1.87 ----
 26.11.12 11:00 0.01 0.13 0.02 0.22 0.00 0.28 0.00 1.87 ----
 -------- 12:00 0.01 0.11 0.04 0.22 0.01 0.62 0.00 2.26 ----
 -------- 13:00 0.01 0.10 ---- 0.21 0.00 0.39 0.00 1.72 ----
 -------- 14:00 0.01 0.13 0.06 0.22 0.01 0.48 0.00 2.11 ----
 -------- 15:00 0.01 0.13 0.07 0.22 0.01 0.54 0.00 1.91 ----
 26.11.12 16:00 0.01 0.11 0.01 0.21 0.01 0.13 0.00 1.89 ----
 -------- 17:00 0.01 0.09 ---- 0.21 0.01 0.16 0.00 1.88 ----
 -------- 18:00 0.00 0.08 ---- 0.19 0.01 0.12 0.00 1.74 ----
 -------- 19:00 0.01 0.09 0.01 0.19 0.00 0.12 0.00 1.95 ----
 -------- 20:00 0.00 0.07 ---- 0.16 0.01 0.13 0.00 1.75 ----
 26.11.12 21:00 0.00 0.10 ---- 0.15 ---- 0.13 0.00 2.01 ----
 -------- 22:00 0.00 0.07 ---- 0.15 0.01 0.13 0.00 1.75 ----
 -------- 23:00 0.00 0.08 ---- 0.14 0.01 0.13 0.00 1.99 ----
