 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 09.01.13 12:00 0.01 0.14 0.12 0.25 0.01 0.07 0.00 1.69 ----
 -------- 13:00 0.01 0.15 0.13 0.25 0.00 0.08 0.00 1.42 ----
 -------- 14:00 0.01 0.15 0.15 0.25 0.01 0.08 0.00 1.54 ----
 -------- 15:00 0.01 0.16 0.18 0.24 0.02 0.08 0.00 1.69 ----
 -------- 16:00 0.01 0.17 0.11 0.23 0.02 0.08 0.00 1.99 ----
 09.01.13 17:00 0.01 0.16 0.11 0.27 0.01 0.06 0.00 1.35 ----
 -------- 18:00 0.01 0.14 0.14 0.32 0.01 0.08 0.00 1.93 ----
 -------- 19:00 0.02 0.11 0.16 0.38 0.01 0.08 0.00 1.72 ----
 -------- 20:00 0.01 0.12 0.13 0.38 ---- 0.09 0.00 1.87 ----
 -------- 21:00 0.01 0.10 0.12 0.36 0.00 0.07 0.00 1.34 ----
 09.01.13 22:00 0.01 0.17 0.13 0.27 0.01 0.08 0.00 1.61 ----
 -------- 23:00 0.01 0.23 0.07 0.19 0.02 0.07 0.00 1.39 ----
 -------- 00:00 0.01 0.22 0.10 0.17 0.02 0.07 0.00 1.59 ----
 -------- 01:00 0.01 0.24 0.07 0.13 0.02 0.06 0.00 1.76 ----
 -------- 02:00 0.01 0.22 0.05 0.13 0.03 0.06 0.00 1.17 ----
 10.01.13 03:00 0.01 0.24 0.05 0.11 0.03 0.07 0.00 1.67 ----
 -------- 04:00 0.01 0.20 0.07 0.13 0.02 0.07 0.00 1.66 ----
 -------- 05:00 0.01 0.21 0.06 0.14 0.03 0.07 0.00 1.83 ----
 -------- 06:00 0.01 0.24 0.07 0.13 0.03 0.07 0.00 1.47 ----
 -------- 07:00 0.01 0.20 0.11 0.20 0.01 0.07 0.00 1.74 ----
 10.01.13 08:00 0.01 0.18 0.09 0.25 0.01 0.06 0.00 1.15 ----
 -------- 09:00 0.01 0.17 0.09 0.27 0.01 0.09 0.00 1.52 ----
 -------- 10:00 0.01 0.17 0.12 0.27 0.02 0.08 0.00 1.12 ----
 -------- 11:00 0.01 0.18 0.10 0.25 0.02 0.08 0.00 1.82 ----
 -------- 12:00 0.01 0.21 0.11 0.24 0.01 0.07 0.00 1.43 ----
 10.01.13 13:00 0.01 0.21 0.11 0.21 0.02 0.09 0.00 1.69 ----
 -------- 14:00 0.01 0.20 0.09 0.22 0.01 0.07 0.00 1.20 ----
 -------- 15:00 0.01 0.21 0.09 0.22 0.02 0.09 0.00 1.62 ----
 -------- 16:00 0.01 0.22 0.10 0.22 0.02 0.06 0.00 1.72 ----
 -------- 17:00 0.01 0.21 0.08 0.21 0.02 0.08 0.00 1.49 ----
 10.01.13 18:00 0.01 0.19 0.09 0.28 0.01 0.07 0.00 1.56 ----
 -------- 19:00 0.01 0.20 0.08 0.22 0.03 0.08 0.00 1.44 ----
 -------- 20:00 0.01 0.22 0.09 0.20 0.01 0.08 0.00 1.74 ----
 -------- 21:00 0.01 0.22 0.08 0.19 0.02 0.08 0.00 1.37 ----
 -------- 22:00 0.02 0.20 0.12 0.23 0.02 0.06 0.00 1.75 ----
 10.01.13 23:00 0.02 0.21 0.09 0.21 0.02 0.07 0.00 1.63 ----
 -------- 00:00 0.01 0.21 0.09 0.21 0.02 0.07 0.00 1.78 ----
 -------- 01:00 0.01 0.22 0.07 0.21 0.03 0.06 0.00 0.87 ----
 -------- 02:00 0.02 0.17 0.11 0.27 0.02 0.06 0.00 1.65 ----
 -------- 03:00 0.01 0.20 0.09 0.22 0.02 0.08 0.00 1.28 ----
 11.01.13 04:00 0.01 0.19 0.09 0.24 0.03 0.09 0.00 1.69 ----
 -------- 05:00 0.01 0.14 0.11 0.31 0.01 0.07 0.00 1.11 ----
 -------- 06:00 0.02 0.12 0.12 0.33 ---- 0.07 0.00 1.31 ----
 -------- 07:00 0.04 0.17 0.16 0.32 ---- 0.18 0.00 1.54 ----
 -------- 08:00 0.03 0.15 0.16 0.35 ---- 0.06 0.00 1.69 ----
 11.01.13 09:00 0.02 0.14 0.14 0.37 ---- 0.06 0.00 1.46 ----
 -------- 10:00 0.03 0.14 0.15 0.38 ---- 0.06 0.00 1.65 ----
 -------- 11:00 0.04 0.16 0.16 0.36 0.02 0.07 0.00 1.46 ----
