 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 17.03.13 00:00 0.00 0.23 0.58 0.19 0.03 0.12 0.00 ---- ----
 -------- 01:00 0.00 0.26 0.53 0.18 0.03 0.06 0.00 ---- ----
 -------- 02:00 0.00 0.27 0.48 0.17 0.04 0.05 0.00 ---- ----
 -------- 03:00 0.00 0.29 0.43 0.13 0.04 0.10 0.00 ---- ----
 -------- 04:00 0.00 0.32 0.36 0.14 0.04 0.38 0.00 ---- ----
 17.03.13 05:00 0.01 0.32 0.33 0.13 0.05 0.25 0.00 ---- ----
 -------- 06:00 0.01 0.31 0.29 0.13 0.05 0.17 0.00 ---- ----
 -------- 07:00 0.01 0.29 0.26 0.17 0.04 0.10 0.00 ---- ----
 -------- 08:00 0.01 0.29 0.24 0.18 0.04 0.06 0.00 ---- ----
 -------- 09:00 0.00 0.27 0.26 0.20 0.04 0.14 0.00 ---- ----
 17.03.13 10:00 0.00 0.30 0.25 0.18 0.04 0.23 0.00 ---- ----
 -------- 11:00 0.01 0.30 0.26 0.18 0.04 0.13 0.00 ---- ----
 -------- 12:00 0.01 0.32 0.25 0.16 0.04 0.17 0.00 ---- ----
 -------- 13:00 0.00 0.32 0.26 0.16 0.04 0.29 0.00 ---- ----
 -------- 14:00 0.01 0.32 0.26 0.18 0.04 0.25 0.00 ---- ----
 17.03.13 15:00 0.01 0.32 0.26 0.17 0.04 0.21 0.00 ---- ----
 -------- 16:00 0.01 0.30 0.27 0.19 0.04 0.13 0.00 ---- ----
 -------- 17:00 0.01 0.29 0.24 0.22 0.04 0.15 0.00 ---- ----
 -------- 18:00 0.01 0.25 0.26 0.27 0.03 0.10 0.00 ---- ----
 -------- 19:00 0.01 0.23 0.30 0.31 0.02 0.08 0.00 ---- ----
 17.03.13 20:00 0.01 0.21 0.31 0.32 0.02 0.07 0.00 ---- ----
 -------- 21:00 0.01 0.24 0.27 0.27 0.02 0.08 0.00 ---- ----
 -------- 22:00 0.01 0.20 0.28 0.30 0.02 0.08 0.00 ---- ----
 -------- 23:00 0.01 0.24 0.26 0.25 ---- 0.08 0.00 ---- ----
 -------- 00:00 0.01 0.24 0.26 0.25 ---- 0.07 0.00 ---- ----
 18.03.13 01:00 0.01 0.26 0.24 0.25 ---- 0.07 0.00 ---- ----
 -------- 02:00 0.01 0.18 0.25 0.32 ---- 0.07 0.00 ---- ----
 -------- 03:00 0.01 0.18 0.27 0.31 ---- 0.07 0.00 ---- ----
 -------- 04:00 0.01 0.17 0.22 0.33 ---- 0.07 0.00 ---- ----
 -------- 05:00 0.01 0.13 0.22 0.37 ---- 0.08 0.00 ---- ----
 18.03.13 06:00 0.01 0.14 0.23 0.38 ---- 0.06 0.00 ---- ----
 -------- 07:00 0.01 0.10 0.23 0.43 ---- 0.08 0.00 ---- ----
 -------- 08:00 0.01 0.13 0.22 0.40 ---- 0.07 0.00 ---- ----
 -------- 09:00 0.01 0.16 0.27 0.40 ---- 0.08 0.00 ---- ----
 -------- 10:00 0.01 0.16 0.30 0.40 ---- 0.07 0.00 ---- ----
 18.03.13 11:00 0.01 0.19 0.31 0.39 ---- 0.06 0.00 ---- ----
 -------- 12:00 0.01 0.21 0.28 0.33 0.01 0.07 0.00 ---- ----
 -------- 13:00 0.01 0.24 0.30 0.31 0.02 0.08 0.00 ---- ----
 -------- 14:00 0.02 0.27 0.27 0.25 0.03 0.05 0.00 ---- ----
 -------- 15:00 0.02 0.27 0.25 0.24 0.03 0.10 0.00 1.69 ----
 18.03.13 16:00 0.01 0.23 0.26 0.26 0.02 0.06 0.00 0.96 ----
 -------- 17:00 0.01 0.19 0.30 0.26 0.02 0.08 0.00 1.14 ----
 -------- 18:00 0.01 0.23 0.29 0.22 ---- 0.08 0.00 1.48 ----
 -------- 19:00 0.01 0.21 0.30 0.24 0.02 0.07 0.00 1.44 ----
 -------- 20:00 0.01 0.23 0.29 0.22 0.03 0.07 0.00 1.39 ----
 18.03.13 21:00 0.01 0.22 0.32 0.22 ---- 0.08 0.00 1.20 ----
 -------- 22:00 0.01 0.22 0.28 0.22 0.03 0.08 0.00 1.10 ----
