 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 10.12.12 00:00 0.03 0.14 0.05 0.37 0.02 0.09 0.00 1.98 ----
 -------- 01:00 0.02 0.13 0.03 0.38 0.01 0.09 0.00 2.04 ----
 -------- 02:00 0.03 0.13 0.04 0.41 0.01 0.15 0.00 1.77 ----
 -------- 03:00 0.04 0.13 0.06 0.43 ---- 0.16 0.00 1.99 ----
 -------- 04:00 0.11 0.15 0.03 0.40 0.02 0.44 0.00 1.72 ----
 10.12.12 05:00 0.12 0.16 0.02 0.37 0.03 0.61 0.00 1.95 ----
 -------- 06:00 0.05 0.14 0.02 0.33 0.01 0.50 0.00 2.11 ----
 -------- 07:00 0.03 0.13 0.04 0.33 0.01 0.19 0.00 2.11 ----
 -------- 08:00 0.09 0.16 0.02 0.32 0.01 0.38 0.00 2.06 ----
 -------- 09:00 0.04 0.12 ---- 0.28 0.00 0.10 0.00 1.86 ----
 10.12.12 10:00 0.07 0.15 0.02 0.30 0.00 0.14 0.00 2.11 ----
 -------- 11:00 0.06 0.14 0.04 0.29 0.01 0.14 0.00 1.81 ----
 -------- 12:00 0.04 0.15 0.04 0.28 0.00 0.19 0.00 1.86 ----
 -------- 13:00 0.04 0.15 0.02 0.26 0.00 0.07 0.00 1.72 ----
 -------- 14:00 0.02 0.14 0.03 0.28 0.01 0.21 0.00 1.85 ----
 10.12.12 15:00 0.04 0.13 0.01 0.29 0.02 0.16 0.00 1.32 ----
 -------- 16:00 0.03 0.14 ---- 0.29 0.01 0.10 0.00 1.78 ----
 -------- 17:00 0.02 0.14 ---- 0.29 ---- 0.09 0.00 1.61 ----
 -------- 18:00 0.02 0.13 ---- 0.27 ---- 0.18 0.00 1.89 ----
 -------- 19:00 0.03 0.12 ---- 0.24 ---- 0.13 0.00 1.40 ----
 10.12.12 20:00 0.04 0.13 ---- 0.25 0.02 0.12 0.00 1.67 ----
 -------- 21:00 0.01 0.18 ---- 0.23 0.01 0.09 0.00 1.16 ----
 -------- 22:00 0.01 0.20 ---- 0.22 0.01 0.14 0.00 1.76 ----
 -------- 23:00 0.01 0.20 ---- 0.23 0.01 0.09 0.00 0.77 ----
 -------- 00:00 0.01 0.21 ---- 0.22 0.01 0.17 0.00 1.41 ----
 11.12.12 01:00 0.01 0.24 ---- 0.16 0.00 0.17 0.00 1.41 ----
 -------- 02:00 0.01 0.22 ---- 0.22 0.01 0.10 0.00 1.61 ----
 -------- 03:00 0.01 0.22 ---- 0.20 0.01 0.21 0.00 1.50 ----
 -------- 04:00 0.01 0.25 ---- 0.18 0.02 0.16 0.00 1.71 ----
 -------- 05:00 0.01 0.25 ---- 0.20 0.01 0.09 0.00 1.74 ----
 11.12.12 06:00 0.01 0.21 ---- 0.25 0.02 0.17 0.00 1.88 ----
 -------- 07:00 0.01 0.21 ---- 0.24 0.01 0.09 0.00 1.68 ----
 -------- 08:00 0.01 0.22 ---- 0.23 0.01 0.17 0.00 1.99 ----
 -------- 09:00 0.01 0.22 ---- 0.28 0.01 0.16 0.00 2.14 ----
 -------- 10:00 0.01 0.20 ---- 0.27 0.01 0.20 0.00 1.96 ----
 11.12.12 11:00 0.01 0.20 ---- 0.29 0.01 0.13 0.00 2.05 ----
 -------- 12:00 0.01 0.18 ---- 0.30 0.01 0.13 0.00 1.89 ----
 -------- 13:00 0.01 0.19 ---- 0.28 0.00 0.18 0.00 2.21 ----
 -------- 14:00 0.01 0.22 ---- 0.22 0.01 0.08 0.00 2.06 ----
 -------- 15:00 0.01 0.20 ---- 0.28 0.01 0.16 0.00 2.09 ----
 11.12.12 16:00 0.02 0.14 ---- 0.40 0.01 0.09 0.00 1.68 ----
 -------- 17:00 0.02 0.17 ---- 0.34 0.00 0.11 0.00 1.92 ----
 -------- 18:00 0.01 0.18 ---- 0.32 0.01 0.09 0.00 1.65 ----
 -------- 19:00 0.01 0.21 ---- 0.26 0.01 0.12 0.00 1.94 ----
 -------- 20:00 0.02 0.19 ---- 0.27 0.01 0.08 0.00 1.81 ----
 11.12.12 21:00 0.02 0.16 ---- 0.29 0.01 0.09 0.00 2.07 ----
 -------- 22:00 0.03 0.16 ---- 0.31 0.00 0.12 0.00 1.87 ----
