 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 20.03.13 00:00 0.01 0.16 0.26 0.41 0.01 0.07 0.00 ---- ----
 -------- 01:00 0.01 0.20 0.24 0.33 ---- 0.08 0.00 ---- ----
 -------- 02:00 0.01 0.18 0.26 0.34 ---- 0.08 0.00 ---- ----
 -------- 03:00 0.01 0.16 0.23 0.36 ---- 0.07 0.00 ---- ----
 -------- 04:00 0.01 0.12 0.24 0.42 ---- 0.08 0.00 ---- ----
 20.03.13 05:00 0.01 0.15 0.23 0.38 ---- 0.09 0.00 ---- ----
 -------- 06:00 0.01 0.16 0.24 0.36 ---- 0.08 0.00 ---- ----
 -------- 07:00 0.01 0.12 0.27 0.41 ---- 0.09 0.00 ---- ----
 -------- 08:00 0.02 0.11 0.27 0.44 ---- 0.08 0.00 ---- ----
 -------- 09:00 0.01 0.14 0.30 0.46 ---- 0.09 0.00 ---- ----
 20.03.13 10:00 0.01 0.20 0.30 0.38 ---- 0.05 0.00 ---- ----
 -------- 11:00 0.01 0.23 0.32 0.32 0.02 0.06 0.00 ---- ----
 -------- 12:00 0.01 0.23 0.32 0.34 0.01 0.07 0.00 ---- ----
 -------- 13:00 0.01 0.23 0.33 0.32 0.01 0.08 0.00 ---- ----
 -------- 14:00 0.01 0.25 0.31 0.29 0.02 0.10 0.00 ---- 0.00
 20.03.13 15:00 0.01 0.27 0.32 0.27 0.03 0.08 0.00 ---- ----
 -------- 16:00 0.01 0.27 0.28 0.24 0.02 0.18 0.00 ---- ----
 -------- 17:00 0.01 0.28 0.27 0.23 0.02 0.14 0.00 ---- ----
 -------- 18:00 0.01 0.28 0.28 0.22 0.03 0.09 0.00 ---- ----
 -------- 19:00 0.01 0.27 0.30 0.24 0.03 0.09 0.00 ---- ----
 20.03.13 20:00 0.01 0.26 0.30 0.27 ---- 0.09 0.00 ---- ----
 -------- 21:00 0.01 0.21 0.29 0.30 ---- 0.11 0.00 ---- ----
 -------- 22:00 0.01 0.22 0.27 0.28 ---- 0.07 0.00 ---- ----
 -------- 23:00 0.01 0.23 0.29 0.28 ---- 0.08 0.00 ---- ----
 -------- 00:00 0.01 0.21 0.24 0.26 ---- 0.06 0.00 ---- ----
 21.03.13 01:00 0.01 0.22 0.28 0.28 0.03 0.08 0.00 ---- ----
 -------- 02:00 0.01 0.21 0.24 0.26 ---- 0.06 0.00 ---- ----
 -------- 03:00 0.01 0.20 0.26 0.27 ---- 0.10 0.00 ---- ----
 -------- 04:00 0.01 0.20 0.24 0.27 ---- 0.04 0.00 ---- ----
 -------- 05:00 0.01 0.20 0.23 0.27 0.02 0.08 0.00 ---- ----
 21.03.13 06:00 0.01 0.18 0.22 0.33 0.02 0.07 0.00 ---- ----
 -------- 07:00 0.01 0.16 0.22 0.35 ---- 0.07 0.00 ---- ----
 -------- 08:00 0.01 0.16 0.23 0.34 0.02 0.07 0.00 ---- 0.00
 -------- 09:00 0.01 0.17 0.25 0.38 ---- 0.07 0.00 ---- ----
 -------- 10:00 0.01 0.21 0.23 0.34 0.03 0.11 0.00 ---- ----
 21.03.13 11:00 0.01 0.25 0.22 0.28 0.03 0.06 0.00 ---- ----
 -------- 12:00 0.01 0.26 0.26 0.27 0.03 0.06 0.00 1.25 ----
 -------- 13:00 0.01 0.27 0.23 0.25 0.04 0.10 0.00 1.40 ----
 -------- 14:00 0.01 0.29 0.38 0.28 0.03 0.05 0.00 1.57 ----
 -------- 15:00 0.01 0.28 0.40 0.25 0.04 0.05 0.00 0.66 ----
 21.03.13 16:00 0.01 0.27 0.36 0.27 0.03 0.06 0.00 1.45 ----
 -------- 17:00 0.01 0.28 0.24 0.26 0.03 0.06 0.00 0.79 ----
 -------- 18:00 0.01 0.25 0.22 0.29 0.03 0.15 0.00 1.74 ----
 -------- 19:00 0.01 0.25 0.26 0.32 0.03 0.06 0.00 1.10 ----
 -------- 20:00 0.01 0.25 0.25 0.32 0.03 0.07 0.00 1.82 ----
 21.03.13 21:00 0.01 0.23 0.22 0.35 0.03 0.06 0.00 1.51 ----
 -------- 22:00 0.01 0.25 0.22 0.32 0.03 0.06 0.00 1.56 ----
 -------- 23:00 0.02 0.23 0.23 0.34 0.02 0.05 0.00 1.05 ----
