 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 10.11.12 16:00 0.01 0.18 ---- 0.29 0.01 0.19 0.00 1.75 ----
 -------- 17:00 0.01 0.17 ---- 0.30 0.01 0.11 0.00 1.97 ----
 -------- 18:00 0.01 0.14 ---- 0.33 0.01 0.16 0.00 1.85 ----
 -------- 19:00 0.01 0.12 0.03 0.35 0.01 0.17 0.00 2.39 ----
 -------- 20:00 0.01 0.12 0.01 0.36 0.00 0.12 0.00 2.08 ----
 10.11.12 21:00 0.01 0.11 0.04 0.38 0.01 0.12 0.00 2.29 ----
 -------- 22:00 0.01 0.11 0.03 0.38 0.00 0.11 0.00 2.26 ----
 -------- 23:00 0.01 0.12 0.04 0.39 ---- 0.12 0.00 2.09 ----
 -------- 00:00 0.01 0.11 0.04 0.39 ---- 0.15 0.00 2.16 ----
 -------- 01:00 0.02 0.12 0.05 0.42 ---- 0.14 0.00 1.99 ----
 11.11.12 02:00 0.02 0.12 0.04 0.41 ---- 0.22 0.00 2.17 ----
 -------- 03:00 0.01 0.11 0.05 0.42 ---- 0.16 0.00 1.90 ----
 -------- 04:00 0.01 0.11 0.04 0.38 ---- 0.12 0.00 2.16 ----
 -------- 05:00 0.01 0.11 ---- 0.37 ---- 0.16 0.00 1.96 ----
 -------- 06:00 0.02 0.11 0.02 0.35 0.00 0.16 0.00 1.84 ----
 11.11.12 07:00 0.01 0.10 ---- 0.33 0.01 0.10 0.00 1.93 ----
 -------- 08:00 0.01 0.11 ---- 0.33 0.01 0.10 0.00 1.79 ----
 -------- 09:00 0.01 0.12 ---- 0.34 ---- 0.11 0.00 2.18 ----
 -------- 10:00 0.01 0.13 ---- 0.32 0.01 0.10 0.00 1.87 ----
 -------- 11:00 0.01 0.17 ---- 0.25 0.01 0.30 0.00 2.11 ----
 11.11.12 12:00 0.01 0.21 ---- 0.21 0.00 0.18 0.00 2.11 ----
 -------- 13:00 0.01 0.23 ---- 0.20 0.00 0.12 0.00 1.99 ----
 -------- 14:00 0.01 0.22 ---- 0.20 0.01 0.17 0.00 2.13 ----
 -------- 15:00 0.01 0.20 ---- 0.23 0.01 0.15 0.00 1.83 ----
 -------- 16:00 0.01 0.16 ---- 0.26 0.01 0.17 0.00 2.27 ----
 11.11.12 17:00 0.01 0.16 ---- 0.26 0.01 0.12 0.00 2.02 ----
 -------- 18:00 0.01 0.15 ---- 0.29 0.01 0.12 0.00 2.12 ----
 -------- 19:00 0.01 0.12 ---- 0.32 0.01 0.12 0.00 2.28 ----
 -------- 20:00 0.01 0.12 ---- 0.30 0.00 0.12 0.00 2.11 ----
 -------- 21:00 0.01 0.13 ---- 0.29 0.01 0.17 0.00 2.23 ----
 11.11.12 22:00 0.01 0.17 ---- 0.22 0.00 0.11 0.00 2.02 ----
 -------- 23:00 0.01 0.20 ---- 0.18 0.01 0.15 0.00 2.14 ----
 -------- 00:00 0.01 0.21 ---- 0.17 0.01 0.10 0.00 1.87 ----
 -------- 01:00 0.01 0.21 ---- 0.14 0.01 0.12 0.00 1.93 ----
 -------- 02:00 0.01 0.23 ---- 0.12 0.02 0.14 0.00 2.07 ----
 12.11.12 03:00 0.01 0.23 ---- 0.11 0.01 0.11 0.00 1.71 ----
 -------- 04:00 0.01 0.23 ---- 0.12 0.01 0.11 0.00 2.21 ----
 -------- 05:00 0.01 0.22 ---- 0.11 0.02 0.10 0.00 1.84 ----
 -------- 06:00 0.01 0.20 ---- 0.14 0.00 0.11 0.00 2.07 ----
 -------- 07:00 0.01 0.16 ---- 0.17 0.01 0.11 0.00 2.01 ----
 12.11.12 08:00 0.01 0.17 ---- 0.19 0.00 0.12 0.00 1.99 ----
 -------- 09:00 0.01 0.15 ---- 0.20 0.01 0.11 0.00 2.19 ----
 -------- 10:00 0.01 0.15 ---- 0.20 0.01 0.12 0.00 1.98 ----
 -------- 11:00 0.01 0.15 ---- 0.21 0.01 0.17 0.00 2.19 ----
 -------- 12:00 0.01 0.14 ---- 0.20 0.01 0.17 0.00 1.78 ----
 12.11.12 13:00 0.01 0.10 ---- 0.21 0.01 0.18 0.00 2.09 ----
 -------- 14:00 0.01 0.09 ---- 0.21 0.01 0.19 0.00 2.04 ----
 -------- 15:00 0.01 0.11 ---- 0.19 0.01 0.17 0.00 1.91 ----
