 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 15.11.12 00:00 0.00 0.12 0.15 0.20 0.01 0.18 0.00 2.38 ----
 -------- 01:00 0.00 0.12 0.14 0.18 0.01 0.15 0.00 2.16 ----
 -------- 02:00 0.00 0.14 0.15 0.16 0.01 0.11 0.00 2.13 ----
 -------- 03:00 0.00 0.14 0.14 0.16 0.01 0.20 0.00 2.31 ----
 -------- 04:00 0.00 0.13 0.11 0.17 0.01 0.18 0.00 1.94 ----
 15.11.12 05:00 0.00 0.13 0.15 0.16 0.01 0.22 0.00 2.42 ----
 -------- 06:00 0.00 0.08 0.13 0.19 0.01 0.15 0.00 2.03 ----
 -------- 07:00 0.00 0.06 0.15 0.22 0.01 0.13 0.00 2.18 ----
 -------- 08:00 0.00 0.07 0.16 0.20 0.01 0.12 0.00 2.24 ----
 -------- 09:00 0.00 0.06 0.17 0.23 0.01 0.17 0.00 1.94 ----
 15.11.12 10:00 0.01 0.07 0.18 0.26 ---- 0.13 0.00 2.25 ----
 -------- 11:00 0.00 0.06 0.18 0.24 0.00 0.16 0.00 2.10 ----
 -------- 12:00 0.00 0.07 0.18 0.21 0.01 0.17 0.00 2.32 ----
 -------- 13:00 0.00 0.08 0.19 0.20 0.00 0.12 0.00 2.17 ----
 -------- 14:00 0.00 0.08 0.30 0.19 0.01 0.18 0.00 2.33 ----
 15.11.12 15:00 0.00 0.07 0.21 0.22 ---- 0.18 0.00 2.44 ----
 -------- 16:00 0.00 0.09 0.20 0.20 0.01 0.17 0.00 2.06 ----
 -------- 17:00 0.00 0.07 0.17 0.23 0.01 0.45 0.00 2.49 ----
 -------- 18:00 0.00 0.10 0.19 0.22 0.01 0.17 0.00 2.08 ----
 -------- 19:00 0.00 0.11 0.19 0.21 0.01 0.17 0.00 2.33 ----
 15.11.12 20:00 0.00 0.09 0.17 0.20 0.01 0.11 0.00 2.25 ----
 -------- 21:00 0.00 0.10 0.19 0.19 0.01 0.12 0.00 2.18 ----
 -------- 22:00 0.00 0.10 0.17 0.20 0.02 0.18 0.00 2.29 ----
 -------- 23:00 0.00 0.11 0.16 0.18 0.01 0.20 0.00 2.20 ----
 -------- 00:00 0.00 0.13 0.16 0.14 0.02 0.16 0.00 2.49 ----
 16.11.12 01:00 0.00 0.13 0.14 0.13 0.01 0.19 0.00 2.09 ----
 -------- 02:00 0.00 0.14 0.16 0.12 0.02 0.17 0.00 2.41 ----
 -------- 03:00 0.00 0.17 0.16 0.10 0.01 0.15 0.00 2.35 ----
 -------- 04:00 0.00 0.21 0.15 0.10 0.03 0.34 0.00 2.06 ----
 -------- 05:00 0.00 0.25 0.15 0.13 0.03 0.44 0.00 2.28 ----
 16.11.12 06:00 0.00 0.23 0.15 0.15 0.03 0.59 ---- 2.00 ----
 -------- 07:00 0.00 0.20 0.15 0.19 0.03 0.47 ---- 2.35 ----
 -------- 08:00 0.00 0.19 0.14 0.18 0.02 0.60 ---- 2.11 ----
 -------- 09:00 0.00 0.18 0.15 0.21 0.02 0.46 0.00 2.17 ----
 -------- 10:00 0.00 0.17 0.18 0.23 0.02 0.19 0.00 2.17 ----
 16.11.12 11:00 0.00 0.17 0.17 0.21 0.02 0.37 0.00 2.17 ----
 -------- 12:00 0.00 0.16 0.18 0.20 0.02 0.31 0.00 2.46 ----
 -------- 13:00 0.00 0.19 0.14 0.21 0.01 0.15 0.00 1.95 ----
 -------- 14:00 0.00 0.19 0.12 0.21 0.02 0.61 ---- 2.40 ----
 -------- 15:00 0.00 0.20 0.16 0.19 0.02 0.24 0.00 2.16 ----
 16.11.12 16:00 0.00 0.18 0.17 0.20 0.02 0.28 0.00 2.14 ----
 -------- 17:00 0.00 0.18 0.16 0.20 0.02 0.45 0.00 2.30 ----
 -------- 18:00 0.00 0.17 0.17 0.21 0.02 0.29 0.00 2.08 ----
 -------- 19:00 0.00 0.18 0.16 0.20 0.02 0.52 0.00 2.35 ----
 -------- 20:00 0.00 0.14 0.17 0.24 0.01 0.26 0.00 2.13 ----
 16.11.12 21:00 0.00 0.13 0.18 0.25 0.01 0.12 0.00 2.35 ----
 -------- 22:00 0.00 0.13 0.14 0.24 0.01 0.17 0.00 2.23 ----
 -------- 23:00 0.00 0.13 0.14 0.25 0.01 0.22 0.00 2.25 ----
