 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 11.10.12 00:00 0.00 0.15 0.36 0.18 0.01 ---- 0.00 0.86 0.00
 -------- 01:00 0.00 0.18 0.35 0.16 0.02 0.05 0.00 0.71 0.02
 -------- 02:00 0.00 0.21 0.32 0.12 0.03 0.22 0.00 0.53 0.03
 -------- 03:00 0.00 0.22 0.31 0.11 0.02 ---- 0.00 0.60 0.03
 -------- 04:00 0.00 0.18 0.32 0.13 0.02 0.24 0.00 0.39 0.04
 11.10.12 05:00 0.00 0.18 0.31 0.13 0.01 ---- 0.00 0.62 0.02
 -------- 06:00 0.01 0.17 0.30 0.14 0.01 0.05 0.00 0.22 0.05
 -------- 07:00 0.01 0.14 0.30 0.17 0.01 ---- 0.00 0.54 0.02
 -------- 08:00 0.01 0.10 0.31 0.20 0.00 ---- 0.00 0.43 0.04
 -------- 09:00 0.00 0.11 0.33 0.23 ---- ---- 0.00 0.33 0.04
 11.10.12 10:00 0.01 0.12 0.35 0.19 0.01 ---- 0.00 0.75 0.01
 -------- 11:00 0.01 0.14 0.36 0.17 0.00 0.11 0.00 0.26 0.04
 -------- 12:00 0.01 0.13 0.41 0.17 0.00 ---- 0.00 0.40 0.04
 -------- 13:00 0.00 0.16 0.40 0.17 0.01 0.10 0.00 0.29 0.04
 -------- 14:00 0.00 0.17 0.44 0.16 0.02 0.10 0.00 0.61 0.03
 11.10.12 15:00 0.01 0.17 0.44 0.17 0.01 0.25 0.00 0.60 0.04
 -------- 16:00 0.01 0.18 0.43 0.20 0.01 ---- 0.00 0.52 0.02
 -------- 17:00 0.01 0.17 0.42 0.21 0.01 ---- 0.00 0.79 0.01
 -------- 18:00 0.01 0.14 0.41 0.29 0.01 ---- 0.00 0.33 0.04
 -------- 19:00 0.01 0.10 0.44 0.30 0.02 ---- 0.00 0.96 ----
 11.10.12 20:00 0.01 0.11 0.43 0.30 ---- ---- 0.00 0.73 0.01
 -------- 21:00 0.01 0.11 0.40 0.32 ---- ---- 0.00 0.78 0.01
 -------- 22:00 0.01 0.10 0.39 0.30 ---- ---- 0.00 0.83 0.04
 -------- 23:00 0.01 0.11 0.46 0.28 0.00 ---- 0.00 0.65 0.03
 -------- 00:00 0.01 0.10 0.43 0.28 ---- ---- 0.00 0.89 0.01
 12.10.12 01:00 0.01 0.14 0.40 0.23 0.01 ---- 0.00 0.61 0.02
 -------- 02:00 0.01 0.12 0.40 0.27 ---- ---- 0.00 0.78 0.03
 -------- 03:00 0.01 0.12 0.41 0.27 0.00 ---- 0.00 0.45 0.03
 -------- 04:00 0.01 0.13 0.44 0.28 ---- ---- 0.00 0.63 0.02
 -------- 05:00 0.01 0.12 0.45 0.29 ---- ---- 0.00 0.79 0.01
 12.10.12 06:00 0.01 0.11 0.42 0.28 ---- ---- 0.00 0.32 0.04
 -------- 07:00 0.01 0.11 0.40 0.30 ---- ---- 0.00 0.80 0.01
 -------- 08:00 0.02 0.12 0.40 0.36 ---- ---- 0.01 0.44 0.04
 -------- 09:00 0.02 0.13 0.46 0.43 ---- ---- 0.01 0.64 0.02
 -------- 10:00 0.01 0.12 0.42 0.38 ---- ---- 0.01 0.67 0.03
 12.10.12 11:00 0.02 0.14 0.49 0.42 ---- 0.15 0.01 0.40 0.04
 -------- 12:00 0.03 0.14 0.52 0.45 ---- 0.20 0.01 0.36 0.04
 -------- 13:00 0.02 0.13 0.53 0.40 ---- 0.20 0.00 0.23 0.06
 -------- 14:00 0.05 0.15 0.58 0.39 ---- 0.20 0.01 0.35 0.05
 -------- 15:00 0.14 0.15 0.55 0.45 0.04 0.27 0.00 0.11 0.06
 12.10.12 16:00 0.03 0.14 0.50 0.39 ---- ---- 0.00 0.53 0.02
 -------- 17:00 0.02 0.12 0.42 0.35 ---- 0.15 0.00 0.59 0.02
 -------- 18:00 0.02 0.12 0.43 0.33 ---- ---- 0.01 0.43 0.03
 -------- 19:00 0.01 0.12 0.42 0.30 ---- ---- 0.00 0.76 0.04
 -------- 20:00 0.01 0.11 0.38 0.28 ---- ---- 0.01 0.46 0.02
 12.10.12 21:00 0.01 0.10 0.39 0.29 ---- ---- 0.00 0.72 0.01
 -------- 22:00 0.01 0.11 0.37 0.28 ---- ---- 0.00 0.50 0.02
 -------- 23:00 0.01 0.12 0.33 0.29 0.01 ---- 0.00 0.58 0.02
