 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 01.03.13 12:00 0.00 0.16 0.65 0.21 0.01 0.06 0.00 1.24 ----
 -------- 13:00 0.00 0.20 0.58 0.22 0.02 0.11 0.00 1.71 ----
 -------- 14:00 0.00 0.20 0.60 0.20 0.02 0.07 0.00 1.92 ----
 -------- 15:00 0.00 0.20 0.62 0.20 0.02 0.07 0.00 1.53 ----
 -------- 16:00 0.00 0.21 0.64 0.19 0.02 0.06 0.00 1.77 ----
 01.03.13 17:00 0.00 0.22 0.62 0.18 ---- 0.10 0.00 1.81 ----
 -------- 18:00 0.00 0.22 0.58 0.20 ---- 0.06 0.00 1.63 ----
 -------- 19:00 0.00 0.20 0.58 0.18 ---- 0.11 0.00 1.45 ----
 -------- 20:00 0.00 0.18 0.56 0.20 ---- 0.07 0.00 1.56 ----
 -------- 21:00 0.00 0.19 0.52 0.21 ---- 0.07 0.00 1.92 ----
 01.03.13 22:00 0.00 0.18 0.53 0.21 ---- 0.07 0.00 1.18 ----
 -------- 23:00 0.00 0.19 0.43 0.20 0.02 0.08 0.00 2.09 ----
 -------- 00:00 0.01 0.14 0.44 0.25 0.01 0.09 0.00 1.75 ----
 -------- 01:00 0.01 0.16 0.41 0.24 0.02 0.10 0.00 1.93 ----
 -------- 02:00 0.01 0.18 0.34 0.23 0.02 0.09 0.00 1.69 ----
 02.03.13 03:00 0.00 0.19 0.30 0.22 0.02 0.16 0.00 2.00 ----
 -------- 04:00 0.01 0.24 0.24 0.19 0.03 0.08 0.00 2.01 ----
 -------- 05:00 0.01 0.22 0.25 0.19 0.03 0.07 0.00 1.63 ----
 -------- 06:00 0.01 0.23 0.22 0.19 0.02 0.08 0.00 1.90 ----
 -------- 07:00 0.01 0.22 0.20 0.24 0.03 0.07 0.00 1.83 ----
 02.03.13 08:00 0.01 0.22 0.20 0.25 ---- 0.10 0.00 1.76 ----
 -------- 09:00 0.01 0.23 0.18 0.25 0.02 0.11 0.00 1.22 ----
 -------- 10:00 0.01 0.25 0.16 0.19 ---- 0.09 0.00 0.94 ----
 -------- 11:00 0.01 0.26 0.16 0.24 0.04 0.09 0.00 1.13 ----
 -------- 12:00 0.01 0.30 0.10 0.20 0.04 0.21 0.00 1.87 ----
 02.03.13 13:00 0.01 0.28 0.16 0.23 0.03 0.06 0.00 0.92 ----
 -------- 14:00 0.01 0.29 0.13 0.24 0.03 0.07 0.00 1.61 ----
 -------- 15:00 0.01 0.28 0.12 0.25 0.03 0.05 0.00 0.35 ----
 -------- 16:00 0.01 0.29 0.11 0.23 0.02 0.14 0.00 1.62 ----
 -------- 17:00 0.01 0.30 0.12 0.24 0.03 0.14 0.00 0.84 ----
 02.03.13 18:00 0.01 0.29 0.13 0.27 0.03 0.10 0.00 1.41 ----
 -------- 19:00 0.01 0.22 0.13 0.36 0.01 0.08 0.00 1.08 ----
 -------- 20:00 0.01 0.21 0.16 0.36 0.03 0.08 0.00 1.67 ----
 -------- 21:00 0.01 0.23 0.14 0.34 0.01 0.07 0.00 1.03 ----
 -------- 22:00 0.01 0.19 0.17 0.37 0.02 0.08 0.00 1.63 ----
 02.03.13 23:00 0.01 0.15 0.17 0.43 ---- 0.08 0.00 1.54 ----
 -------- 00:00 0.01 0.12 0.24 0.51 ---- 0.08 0.00 1.35 ----
 -------- 01:00 0.01 0.11 0.25 0.56 ---- 0.08 0.00 1.59 ----
 -------- 02:00 0.01 0.10 0.21 0.54 ---- 0.08 0.00 0.97 ----
 -------- 03:00 0.01 0.10 0.24 0.53 ---- 0.08 0.00 1.26 ----
 03.03.13 04:00 0.01 0.12 0.24 0.57 ---- 0.08 0.00 1.36 ----
 -------- 05:00 0.01 0.12 0.21 0.55 ---- 0.09 0.00 1.63 ----
 -------- 06:00 0.01 0.12 0.21 0.56 ---- 0.07 0.00 0.89 ----
 -------- 07:00 0.02 0.12 0.18 0.52 ---- 0.07 0.00 1.53 ----
 -------- 08:00 0.02 0.14 0.19 0.49 ---- 0.08 0.00 0.99 ----
 03.03.13 09:00 0.03 0.20 0.15 0.37 ---- 0.10 0.00 1.41 ----
 -------- 10:00 0.04 0.25 0.11 0.31 ---- 0.07 0.00 1.20 ----
 -------- 11:00 0.02 0.25 0.14 0.33 ---- 0.07 0.00 1.27 ----
