 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 25.01.13 12:00 0.01 0.21 0.15 0.27 ---- 0.07 0.00 ---- ----
 -------- 13:00 0.01 0.22 0.13 0.26 0.01 0.08 0.00 1.67 ----
 -------- 14:00 0.01 0.23 0.12 0.25 0.01 0.06 0.00 1.12 ----
 -------- 15:00 0.01 0.23 0.22 0.25 0.02 0.07 0.00 1.97 ----
 -------- 16:00 0.01 0.21 0.14 0.24 0.01 0.07 0.00 1.12 ----
 25.01.13 17:00 0.01 0.16 0.14 0.30 0.00 0.08 0.00 1.91 ----
 -------- 18:00 0.01 0.13 0.15 0.37 ---- 0.08 0.00 1.85 ----
 -------- 19:00 0.01 0.15 0.16 0.34 ---- 0.09 0.00 1.48 ----
 -------- 20:00 0.01 0.15 0.21 0.38 ---- 0.08 0.00 1.17 ----
 -------- 21:00 0.01 0.16 0.19 0.31 ---- 0.07 0.00 1.38 ----
 25.01.13 22:00 0.01 0.17 0.20 0.32 ---- 0.06 0.00 1.09 ----
 -------- 23:00 0.01 0.16 0.18 0.33 ---- 0.07 0.00 1.19 ----
 -------- 00:00 0.01 0.16 0.16 0.34 ---- 0.07 0.00 1.10 ----
 -------- 01:00 0.01 0.14 0.19 0.36 ---- 0.07 0.00 0.48 ----
 -------- 02:00 0.01 0.11 0.21 0.40 ---- 0.06 0.00 0.68 ----
 26.01.13 03:00 0.01 0.13 0.21 0.35 ---- 0.07 0.00 1.32 ----
 -------- 04:00 0.01 0.17 0.14 0.32 ---- 0.06 0.00 1.06 ----
 -------- 05:00 0.01 0.20 0.17 0.24 ---- 0.04 0.00 ---- ----
 -------- 06:00 0.01 0.20 0.16 0.22 ---- 0.06 0.00 1.72 ----
 -------- 07:00 0.01 0.17 0.15 0.30 ---- 0.05 0.00 0.65 ----
 26.01.13 08:00 0.01 0.13 0.28 0.34 ---- 0.07 0.00 0.90 ----
 -------- 09:00 0.02 0.14 0.24 0.39 ---- 0.06 0.00 0.99 ----
 -------- 10:00 0.02 0.15 0.21 0.36 ---- 0.07 0.00 1.49 ----
 -------- 11:00 0.02 0.16 0.22 0.39 ---- 0.05 0.00 1.00 ----
 -------- 12:00 0.02 0.18 0.22 0.35 ---- 0.07 0.00 1.64 ----
 26.01.13 13:00 0.02 0.20 0.16 0.34 0.01 0.07 0.00 1.32 ----
 -------- 14:00 0.02 0.20 0.27 0.32 ---- 0.07 0.00 1.07 ----
 -------- 15:00 0.01 0.18 0.17 0.33 ---- 0.06 0.00 0.48 ----
 -------- 16:00 0.01 0.16 0.16 0.31 ---- 0.08 0.00 0.92 ----
 -------- 17:00 0.01 0.14 0.21 0.36 ---- 0.08 0.00 1.14 ----
 26.01.13 18:00 0.01 0.13 0.18 0.39 0.01 0.09 0.00 1.71 ----
 -------- 19:00 0.01 0.12 0.19 0.40 ---- 0.09 0.00 1.65 ----
 -------- 20:00 0.01 0.13 0.20 0.39 ---- 0.08 0.00 1.45 ----
 -------- 21:00 0.01 0.14 0.21 0.37 ---- 0.08 0.00 1.40 ----
 -------- 22:00 0.01 0.14 0.19 0.37 ---- 0.07 0.00 1.65 ----
 26.01.13 23:00 0.01 0.13 0.20 0.37 ---- 0.09 0.00 1.15 ----
 -------- 00:00 0.01 0.14 0.17 0.36 ---- 0.07 0.00 1.48 ----
 -------- 01:00 0.01 0.19 0.21 0.32 ---- 0.07 0.00 0.91 ----
 -------- 02:00 0.01 0.15 0.18 0.36 ---- 0.05 0.00 0.90 ----
 -------- 03:00 0.01 0.17 0.16 0.29 ---- 0.06 0.00 1.14 ----
 27.01.13 04:00 0.01 0.22 0.17 0.25 ---- 0.06 0.00 0.88 ----
 -------- 05:00 0.01 0.18 0.19 0.34 ---- 0.07 0.00 1.04 ----
 -------- 06:00 0.01 0.18 0.17 0.32 ---- 0.05 0.00 0.79 ----
 -------- 07:00 0.01 0.20 0.21 0.33 ---- 0.07 0.00 1.30 ----
 -------- 08:00 0.01 0.16 0.18 0.38 ---- 0.06 0.00 0.63 ----
 27.01.13 09:00 0.01 0.12 0.24 0.45 ---- 0.06 0.00 1.24 ----
 -------- 10:00 0.01 0.14 0.22 0.41 ---- 0.06 0.00 0.89 ----
 -------- 11:00 0.01 0.16 0.23 0.39 ---- 0.07 0.00 1.17 ----
