 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 01.01.13 00:00 0.01 0.11 0.10 0.24 0.02 0.10 0.00 1.90 ----
 -------- 01:00 0.02 0.13 0.07 0.24 0.01 0.10 0.00 1.18 ----
 -------- 02:00 0.02 0.11 0.13 0.24 ---- 0.11 0.00 1.72 ----
 -------- 03:00 0.01 0.12 0.04 0.25 ---- 0.10 0.00 1.31 ----
 -------- 04:00 0.01 0.12 0.05 0.24 0.00 0.10 0.00 1.91 ----
 01.01.13 05:00 0.01 0.12 0.01 0.23 0.01 0.11 0.00 1.76 ----
 -------- 06:00 0.01 0.13 0.00 0.22 0.01 0.11 0.00 1.80 ----
 -------- 07:00 0.01 0.14 0.03 0.22 0.01 0.10 0.00 0.85 ----
 -------- 08:00 0.01 0.15 0.02 0.18 0.01 0.11 0.00 1.72 ----
 -------- 09:00 0.01 0.14 0.01 0.20 0.00 0.10 0.00 1.46 ----
 01.01.13 10:00 0.01 0.15 0.11 0.18 0.02 0.11 0.00 1.38 ----
 -------- 11:00 0.02 0.17 0.04 0.19 0.02 0.11 0.00 1.61 ----
 -------- 12:00 0.01 0.18 ---- 0.17 0.01 0.11 0.00 1.55 ----
 -------- 13:00 0.01 0.21 0.08 0.13 0.03 0.10 0.00 1.83 ----
 -------- 14:00 0.01 0.23 ---- 0.15 0.02 0.17 0.00 1.51 ----
 01.01.13 15:00 0.01 0.24 0.02 0.12 0.02 0.10 0.00 1.88 ----
 -------- 16:00 0.01 0.21 ---- 0.16 0.00 0.10 0.00 1.73 ----
 -------- 17:00 0.01 0.18 0.01 0.23 0.01 0.11 0.00 2.23 ----
 -------- 18:00 0.01 0.13 0.02 0.27 0.01 0.11 0.00 1.44 ----
 -------- 19:00 0.01 0.14 ---- 0.23 ---- 0.11 0.00 1.96 ----
 01.01.13 20:00 0.01 0.13 ---- 0.25 ---- 0.11 0.00 1.43 ----
 -------- 21:00 0.01 0.13 0.05 0.25 ---- 0.11 0.00 1.96 ----
 -------- 22:00 0.01 0.12 ---- 0.25 ---- 0.12 0.00 1.51 ----
 -------- 23:00 0.01 0.12 ---- 0.26 0.01 0.12 0.00 1.97 ----
 -------- 00:00 0.01 0.12 ---- 0.25 0.01 0.12 0.00 1.62 ----
 02.01.13 01:00 0.01 0.17 ---- 0.17 0.01 0.12 0.00 1.85 ----
 -------- 02:00 0.01 0.18 ---- 0.13 0.02 0.11 0.00 1.43 ----
 -------- 03:00 0.01 0.20 ---- 0.09 0.03 0.11 0.00 1.62 ----
 -------- 04:00 0.01 0.20 ---- 0.08 0.02 0.11 0.00 1.38 ----
 -------- 05:00 0.01 0.21 ---- 0.10 0.02 0.11 0.00 1.42 ----
 02.01.13 06:00 0.01 0.22 ---- 0.10 0.02 0.12 0.00 1.81 ----
 -------- 07:00 0.01 0.23 ---- 0.09 0.03 0.11 0.00 1.42 ----
 -------- 08:00 0.01 0.22 ---- 0.10 0.03 0.11 0.00 2.06 ----
 -------- 09:00 0.01 0.21 ---- 0.10 0.03 0.12 0.00 1.66 ----
 -------- 10:00 0.01 0.21 ---- 0.15 0.03 0.12 0.00 1.93 ----
 02.01.13 11:00 0.02 0.22 ---- 0.14 0.03 0.11 0.00 1.75 ----
 -------- 12:00 0.02 0.20 ---- 0.15 0.01 0.15 0.00 1.83 ----
 -------- 13:00 0.01 0.20 ---- 0.16 0.02 0.18 0.00 1.99 ----
 -------- 14:00 0.01 0.20 ---- 0.16 0.02 0.14 0.00 1.78 ----
 -------- 15:00 0.01 0.20 0.03 0.17 0.03 0.10 0.00 2.10 ----
 02.01.13 16:00 0.01 0.20 ---- 0.19 0.02 0.10 0.00 1.74 ----
 -------- 17:00 0.01 0.19 0.02 0.21 0.02 0.11 0.00 1.96 ----
 -------- 18:00 0.01 0.19 0.05 0.24 0.01 0.22 0.00 2.11 ----
 -------- 19:00 0.01 0.16 0.04 0.23 0.01 0.11 0.00 1.79 ----
 -------- 20:00 0.01 0.18 0.07 0.22 0.01 0.11 0.00 2.34 ----
 02.01.13 21:00 0.01 0.20 0.08 0.20 0.02 0.10 0.00 1.95 ----
 -------- 22:00 0.01 0.21 0.08 0.18 0.02 0.10 0.00 2.24 ----
 -------- 23:00 0.01 0.24 0.08 0.14 0.03 0.09 0.00 1.74 ----
