 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 04.01.13 00:00 0.00 0.17 ---- 0.11 0.02 0.13 0.00 1.98 ----
 -------- 01:00 0.00 0.16 0.00 0.11 0.02 0.13 0.00 1.78 ----
 -------- 02:00 0.00 0.16 0.02 0.11 0.01 0.12 0.00 1.84 ----
 -------- 03:00 0.00 0.15 ---- 0.14 0.01 0.12 0.00 1.88 ----
 -------- 04:00 0.00 0.15 ---- 0.14 0.02 0.12 0.00 1.76 ----
 04.01.13 05:00 0.00 0.14 ---- 0.16 0.01 0.13 0.00 2.22 ----
 -------- 06:00 0.00 0.13 ---- 0.18 0.01 0.11 0.00 1.57 ----
 -------- 07:00 0.00 0.13 ---- 0.18 0.01 0.13 0.00 2.02 ----
 -------- 08:00 0.00 0.13 ---- 0.19 0.01 0.13 0.00 1.83 ----
 -------- 09:00 0.01 0.08 ---- 0.25 0.00 0.12 0.00 1.69 ----
 04.01.13 10:00 0.01 0.08 0.00 0.29 0.01 0.12 0.00 1.98 ----
 -------- 11:00 0.01 0.08 ---- 0.25 ---- 0.12 0.00 1.48 ----
 -------- 12:00 0.00 0.08 ---- 0.24 0.00 0.13 0.00 2.01 ----
 -------- 13:00 0.00 0.10 0.19 0.23 0.01 0.12 0.00 1.86 ----
 -------- 14:00 0.00 0.13 ---- 0.22 0.00 0.13 0.00 1.99 ----
 04.01.13 15:00 0.00 0.13 ---- 0.22 0.01 0.12 0.00 2.00 ----
 -------- 16:00 0.00 0.10 ---- 0.24 0.01 0.12 0.00 1.89 ----
 -------- 17:00 0.01 0.10 0.14 0.28 0.00 0.12 0.00 2.21 ----
 -------- 18:00 0.01 0.08 0.03 0.29 ---- 0.12 0.00 1.73 ----
 -------- 19:00 0.01 0.10 0.03 0.28 ---- 0.12 0.00 2.21 ----
 04.01.13 20:00 0.01 0.09 0.03 0.28 ---- 0.13 0.00 1.85 ----
 -------- 21:00 0.01 0.09 0.05 0.28 ---- 0.13 0.00 1.97 ----
 -------- 22:00 0.01 0.09 0.06 0.28 ---- 0.21 0.00 2.04 ----
 -------- 23:00 0.01 0.11 0.06 0.24 ---- 0.12 0.00 1.91 ----
 -------- 00:00 0.01 0.10 0.06 0.26 ---- 0.12 0.00 2.16 ----
 05.01.13 01:00 0.01 0.11 0.04 0.25 ---- 0.12 0.00 1.81 ----
 -------- 02:00 0.01 0.08 0.04 0.25 ---- 0.12 0.00 2.28 ----
 -------- 03:00 0.01 0.08 0.03 0.25 ---- 0.11 0.00 1.93 ----
 -------- 04:00 0.01 0.07 0.02 0.24 0.00 0.12 0.00 2.15 ----
 -------- 05:00 0.01 0.09 0.03 0.22 ---- 0.12 0.00 1.76 ----
 05.01.13 06:00 0.01 0.11 0.04 0.28 ---- 0.13 0.00 2.05 ----
 -------- 07:00 0.01 0.10 0.05 0.28 ---- 0.13 0.00 1.79 ----
 -------- 08:00 0.00 0.09 0.05 0.23 ---- 0.12 0.00 2.08 ----
 -------- 09:00 0.00 0.09 0.03 0.24 ---- 0.12 0.00 1.50 ----
 -------- 10:00 0.01 0.10 0.04 0.25 ---- 0.12 0.00 2.21 ----
 05.01.13 11:00 0.01 0.14 0.01 0.25 ---- 0.12 0.00 1.92 ----
 -------- 12:00 0.01 0.13 0.05 0.28 ---- 0.12 0.00 2.12 ----
 -------- 13:00 0.01 0.12 0.03 0.27 ---- 0.12 0.00 1.28 ----
 -------- 14:00 0.01 0.12 0.02 0.26 0.01 0.11 0.00 2.18 ----
 -------- 15:00 0.01 0.11 0.06 0.27 ---- 0.12 0.00 1.92 ----
 05.01.13 16:00 0.01 0.11 0.06 0.25 0.00 0.12 0.00 1.99 ----
 -------- 17:00 0.01 0.12 0.07 0.24 ---- 0.12 0.00 1.79 ----
 -------- 18:00 0.01 0.10 0.08 0.27 ---- 0.13 0.00 1.99 ----
 -------- 19:00 0.01 0.10 0.07 0.27 ---- 0.12 0.00 2.06 ----
 -------- 20:00 0.01 0.09 0.10 0.28 ---- 0.11 0.00 1.98 ----
 05.01.13 21:00 0.01 0.11 0.12 0.26 ---- 0.11 0.00 1.98 ----
 -------- 22:00 0.01 0.11 0.11 0.25 ---- 0.11 0.00 2.07 ----
 -------- 23:00 0.01 0.10 0.10 0.25 0.00 0.11 0.00 2.05 ----
