 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 26.11.12 00:00 0.01 0.13 0.03 0.23 0.01 0.09 0.00 1.76 ----
 -------- 01:00 0.01 0.13 0.01 0.21 0.01 0.09 0.00 2.07 ----
 -------- 02:00 0.01 0.13 ---- 0.21 0.00 0.09 0.00 1.46 ----
 -------- 03:00 0.01 0.14 ---- 0.21 0.01 0.08 0.00 1.78 ----
 -------- 04:00 0.01 0.13 0.09 0.19 0.01 0.08 0.00 1.39 ----
 26.11.12 05:00 0.01 0.13 ---- 0.19 0.01 0.10 0.00 1.93 ----
 -------- 06:00 0.01 0.13 ---- 0.18 0.01 0.09 0.00 1.30 ----
 -------- 07:00 0.01 0.11 ---- 0.21 0.01 0.10 0.00 1.87 ----
 -------- 08:00 0.01 0.11 ---- 0.21 0.01 0.10 0.00 1.73 ----
 -------- 09:00 0.01 0.11 0.01 0.23 0.01 0.11 0.00 1.99 ----
 26.11.12 10:00 0.01 0.10 ---- 0.23 0.01 0.11 0.00 1.87 ----
 -------- 11:00 0.01 0.13 0.02 0.22 0.00 0.28 0.00 1.87 ----
 -------- 12:00 0.01 0.11 0.04 0.22 0.01 0.62 0.00 2.26 ----
 -------- 13:00 0.01 0.10 ---- 0.21 0.00 0.39 0.00 1.72 ----
 -------- 14:00 0.01 0.13 0.06 0.22 0.01 0.48 0.00 2.11 ----
 26.11.12 15:00 0.01 0.13 0.07 0.22 0.01 0.54 0.00 1.91 ----
 -------- 16:00 0.01 0.11 0.01 0.21 0.01 0.13 0.00 1.89 ----
 -------- 17:00 0.01 0.09 ---- 0.21 0.01 0.16 0.00 1.88 ----
 -------- 18:00 0.00 0.08 ---- 0.19 0.01 0.12 0.00 1.74 ----
 -------- 19:00 0.01 0.09 0.01 0.19 0.00 0.12 0.00 1.95 ----
 26.11.12 20:00 0.00 0.07 ---- 0.16 0.01 0.13 0.00 1.75 ----
 -------- 21:00 0.00 0.10 ---- 0.15 ---- 0.13 0.00 2.01 ----
 -------- 22:00 0.00 0.07 ---- 0.15 0.01 0.13 0.00 1.75 ----
 -------- 23:00 0.00 0.08 ---- 0.14 0.01 0.13 0.00 1.99 ----
 -------- 00:00 0.01 0.09 ---- 0.14 0.01 0.12 0.00 2.16 ----
 27.11.12 01:00 0.00 0.09 ---- 0.14 0.01 0.12 0.00 1.82 ----
 -------- 02:00 0.00 0.10 ---- 0.13 0.01 0.12 0.00 2.09 ----
 -------- 03:00 0.00 0.09 ---- 0.13 0.01 0.12 0.00 1.84 ----
 -------- 04:00 0.00 0.08 ---- 0.13 0.01 0.13 0.00 2.01 ----
 -------- 05:00 0.00 0.09 ---- 0.13 0.01 0.12 0.00 1.79 ----
 27.11.12 06:00 0.01 0.08 ---- 0.15 0.01 0.13 0.00 1.83 ----
 -------- 07:00 0.01 0.10 ---- 0.17 0.01 0.12 0.00 1.78 ----
 -------- 08:00 0.00 0.07 ---- 0.18 0.01 0.17 0.00 1.80 ----
 -------- 09:00 0.01 0.09 ---- 0.21 ---- 0.13 0.00 2.19 ----
 -------- 10:00 0.01 0.07 ---- 0.22 0.01 0.16 0.00 1.79 ----
 27.11.12 11:00 0.01 0.07 ---- 0.20 0.00 0.17 0.00 2.08 ----
 -------- 12:00 0.01 0.10 0.04 0.20 ---- 0.13 0.00 2.26 ----
 -------- 13:00 0.01 0.10 ---- 0.19 0.01 0.15 0.00 1.27 ----
 -------- 14:00 0.00 0.08 ---- 0.19 0.01 0.16 0.00 1.87 ----
 -------- 15:00 0.00 0.10 ---- 0.20 0.01 0.13 0.00 1.79 ----
 27.11.12 16:00 0.00 0.08 ---- 0.20 0.01 0.14 0.00 1.97 ----
 -------- 17:00 0.01 0.08 ---- 0.21 0.01 0.17 0.00 1.69 ----
 -------- 18:00 0.00 0.08 ---- 0.20 0.01 0.17 0.00 1.96 ----
 -------- 19:00 0.00 0.09 ---- 0.20 0.00 0.12 0.00 1.91 ----
 -------- 20:00 0.00 0.10 ---- 0.21 0.01 0.17 0.00 1.86 ----
 27.11.12 21:00 0.00 0.08 ---- 0.22 0.01 0.13 0.00 2.18 ----
 -------- 22:00 0.00 0.09 ---- 0.21 0.01 0.12 0.00 1.77 ----
 -------- 23:00 0.00 0.09 ---- 0.20 0.01 0.17 0.00 2.09 ----
