 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 28.11.12 12:00 0.02 0.12 0.00 0.25 ---- 0.12 0.00 1.81 ----
 -------- 13:00 0.02 0.12 0.02 0.22 ---- 0.19 0.00 1.98 ----
 -------- 14:00 0.02 0.11 ---- 0.23 0.01 0.24 0.00 1.58 ----
 -------- 15:00 0.02 0.12 0.03 0.23 ---- 0.18 0.00 1.97 ----
 -------- 16:00 0.03 0.12 0.03 0.26 0.01 0.19 0.00 1.87 ----
 28.11.12 17:00 0.04 0.14 0.04 0.27 ---- 0.21 0.00 1.86 ----
 -------- 18:00 0.04 0.10 0.05 0.27 ---- 0.18 0.00 1.66 ----
 -------- 19:00 0.04 0.12 0.08 0.26 ---- 0.18 0.00 1.98 ----
 -------- 20:00 0.03 0.11 0.07 0.26 ---- 0.15 0.00 1.76 ----
 -------- 21:00 0.03 0.11 0.07 0.25 ---- 0.15 0.00 1.59 ----
 28.11.12 22:00 0.02 0.11 0.04 0.23 ---- 0.13 0.00 1.72 ----
 -------- 23:00 0.02 0.11 0.06 0.22 ---- 0.29 0.00 1.86 ----
 -------- 00:00 0.02 0.12 0.06 0.20 ---- 0.15 0.00 1.30 ----
 -------- 01:00 0.02 0.09 0.04 0.21 ---- 0.18 0.00 1.14 ----
 -------- 02:00 0.02 0.13 0.02 0.19 ---- 0.19 0.00 1.06 ----
 29.11.12 03:00 0.02 0.12 0.02 0.19 0.01 0.13 0.00 1.38 ----
 -------- 04:00 0.01 0.14 0.02 0.19 0.00 0.08 0.00 1.22 ----
 -------- 05:00 0.01 0.12 0.03 0.19 ---- 0.12 0.00 1.58 ----
 -------- 06:00 0.01 0.15 0.04 0.21 ---- 0.18 0.00 0.79 ----
 -------- 07:00 0.01 0.12 0.04 0.23 ---- 0.10 0.00 0.81 ----
 29.11.12 08:00 0.01 0.10 0.06 0.24 ---- 0.25 0.00 1.16 ----
 -------- 09:00 0.01 0.12 0.06 0.24 ---- 0.15 0.00 0.87 ----
 -------- 10:00 0.01 0.12 0.07 0.27 ---- 0.11 0.00 1.57 ----
 -------- 11:00 0.01 0.13 0.05 0.23 ---- 0.11 0.00 1.12 ----
 -------- 12:00 0.01 0.15 0.06 0.24 ---- 0.11 0.00 2.06 ----
 29.11.12 13:00 0.01 0.15 0.07 0.24 ---- 0.14 0.00 1.13 ----
 -------- 14:00 0.01 0.15 0.06 0.26 ---- 0.16 0.00 2.00 ----
 -------- 15:00 0.02 0.15 0.06 0.26 ---- 0.08 0.00 1.70 ----
 -------- 16:00 0.02 0.14 0.09 0.26 ---- 0.18 0.00 1.65 ----
 -------- 17:00 0.02 0.13 0.12 0.27 ---- 0.08 0.00 ---- ----
 29.11.12 18:00 0.01 0.13 0.10 0.26 ---- 0.12 0.00 1.53 ----
 -------- 19:00 0.01 0.13 0.08 0.24 ---- 0.10 0.00 1.18 ----
 -------- 20:00 0.01 0.14 0.09 0.24 ---- 0.16 0.00 1.60 ----
 -------- 21:00 0.01 0.13 0.07 0.23 ---- 0.08 0.00 1.40 ----
 -------- 22:00 0.01 0.15 0.04 0.21 0.00 0.10 0.00 1.69 ----
 29.11.12 23:00 0.01 0.13 0.04 0.22 0.00 0.08 0.00 1.45 ----
 -------- 00:00 0.01 0.14 0.02 0.20 0.00 0.10 0.00 1.89 ----
 -------- 01:00 0.01 0.13 0.02 0.23 0.00 0.13 0.00 1.17 ----
 -------- 02:00 0.01 0.14 0.02 0.21 0.01 0.10 0.00 1.20 ----
 -------- 03:00 0.01 0.14 ---- 0.20 0.01 0.08 0.00 0.60 ----
 30.11.12 04:00 0.01 0.15 0.02 0.19 0.01 0.10 0.00 1.39 ----
 -------- 05:00 0.01 0.13 0.03 0.18 ---- 0.09 0.00 0.74 ----
 -------- 06:00 0.01 0.14 0.02 0.20 0.02 0.09 0.00 1.55 ----
 -------- 07:00 0.02 0.13 0.01 0.21 0.00 0.09 0.00 1.13 ----
 -------- 08:00 0.01 0.12 0.06 0.21 0.00 0.13 0.00 1.53 ----
 30.11.12 09:00 0.01 0.12 0.03 0.22 ---- 0.10 0.00 1.23 ----
 -------- 10:00 0.02 0.13 0.03 0.23 ---- 0.20 0.00 1.51 ----
 -------- 11:00 0.02 0.13 0.09 0.22 ---- 0.14 0.00 0.20 ----
