 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 03.03.13 12:00 0.02 0.24 0.15 0.36 0.03 0.07 0.00 0.62 ----
 -------- 13:00 0.01 0.29 0.11 0.28 ---- 0.10 0.00 1.75 ----
 -------- 14:00 0.03 0.28 0.11 0.31 0.02 0.09 0.00 0.57 0.00
 -------- 15:00 0.04 0.33 0.11 0.23 0.04 0.21 0.00 1.43 ----
 -------- 16:00 0.02 0.32 0.08 0.24 ---- 0.17 0.00 0.79 ----
 03.03.13 17:00 0.09 0.25 0.13 0.32 ---- 0.40 0.00 1.78 ----
 -------- 18:00 0.10 0.26 0.15 0.36 ---- 0.23 0.00 1.40 ----
 -------- 19:00 0.06 0.27 0.15 0.31 ---- 0.18 0.00 1.62 ----
 -------- 20:00 0.02 0.29 0.10 0.26 ---- 0.23 0.00 0.14 ----
 -------- 21:00 0.04 0.29 0.08 0.27 ---- 0.07 0.00 0.53 ----
 03.03.13 22:00 0.06 0.27 0.10 0.28 ---- 0.18 0.00 0.57 ----
 -------- 23:00 0.01 0.28 0.03 0.29 ---- 0.09 0.00 1.04 ----
 -------- 00:00 0.01 0.33 0.03 0.22 ---- 0.31 0.00 0.97 ----
 -------- 01:00 0.01 0.27 0.06 0.25 ---- 0.11 0.00 0.56 ----
 -------- 02:00 0.01 0.27 0.04 0.29 ---- 0.08 0.00 1.30 ----
 04.03.13 03:00 0.01 0.26 0.05 0.29 ---- 0.06 0.00 0.45 ----
 -------- 04:00 0.01 0.28 0.03 0.25 ---- 0.06 0.00 1.44 ----
 -------- 05:00 0.01 0.33 0.01 0.19 ---- 0.15 0.00 1.34 ----
 -------- 06:00 0.01 0.30 0.05 0.20 ---- 0.13 0.00 0.91 ----
 -------- 07:00 0.01 0.28 0.08 0.27 ---- 0.04 0.00 0.14 ----
 04.03.13 08:00 0.01 0.28 0.08 0.30 ---- 0.12 0.00 1.01 ----
 -------- 09:00 0.01 0.29 0.09 0.29 ---- 0.06 0.00 1.25 ----
 -------- 10:00 0.01 0.30 0.06 0.28 ---- 0.06 0.00 1.26 ----
 -------- 11:00 0.01 0.31 0.04 0.24 ---- 0.14 0.00 0.59 ----
 -------- 12:00 0.01 0.33 0.03 0.24 ---- 0.09 0.00 1.47 ----
 04.03.13 13:00 0.01 0.33 0.01 0.25 ---- 0.13 0.00 0.74 ----
 -------- 14:00 0.01 0.36 0.02 0.21 ---- 0.34 0.00 0.63 ----
 -------- 15:00 0.01 0.37 ---- 0.17 ---- 0.38 0.00 1.60 ----
 -------- 16:00 0.01 0.36 0.01 0.19 0.01 0.39 0.00 0.45 ----
 -------- 17:00 0.01 0.33 ---- 0.20 0.02 0.32 0.00 0.93 ----
 04.03.13 18:00 0.01 0.31 ---- 0.22 0.02 0.22 0.00 1.13 ----
 -------- 19:00 0.01 0.29 0.04 0.24 0.03 0.12 0.00 1.30 ----
 -------- 20:00 0.01 0.32 0.05 0.26 ---- 0.21 0.00 1.07 ----
 -------- 21:00 0.01 0.26 0.03 0.28 ---- 0.06 0.00 1.07 ----
 -------- 22:00 0.02 0.24 0.05 0.31 ---- 0.07 0.00 1.38 ----
 04.03.13 23:00 0.02 0.22 0.07 0.34 ---- 0.06 0.00 1.22 ----
 -------- 00:00 0.03 0.22 0.06 0.32 ---- 0.05 0.00 1.23 ----
 -------- 01:00 0.04 0.18 0.10 0.37 ---- 0.05 0.00 1.29 ----
 -------- 02:00 0.03 0.20 0.09 0.32 ---- 0.05 0.00 0.79 ----
 -------- 03:00 0.02 0.19 0.11 0.36 ---- 0.06 0.00 0.83 ----
 05.03.13 04:00 0.01 0.14 0.11 0.42 ---- 0.07 0.00 0.35 ----
 -------- 05:00 0.02 0.11 0.16 0.47 ---- 0.08 0.00 1.40 ----
 -------- 06:00 0.01 0.10 0.13 0.48 ---- 0.06 0.00 0.85 ----
 -------- 07:00 0.01 0.11 0.15 0.49 ---- 0.07 0.00 1.60 ----
 -------- 08:00 0.01 0.13 0.15 0.52 ---- 0.06 0.00 1.07 ----
 05.03.13 09:00 0.01 0.14 0.18 0.51 ---- 0.07 0.00 1.27 ----
 -------- 10:00 0.01 0.15 0.20 0.50 ---- 0.06 0.00 1.21 ----
 -------- 11:00 0.01 0.19 0.22 0.48 ---- 0.06 0.00 1.55 ----
