 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 04.11.12 00:00 0.00 0.09 0.19 0.15 0.00 0.12 0.00 2.41 ----
 -------- 01:00 0.00 0.09 0.18 0.13 0.00 0.10 0.00 0.96 ----
 -------- 02:00 0.00 0.08 0.20 0.14 0.00 0.12 0.00 2.11 ----
 -------- 03:00 0.00 0.10 0.21 0.14 0.01 0.11 0.00 1.61 ----
 -------- 04:00 0.00 0.09 0.24 0.15 0.01 0.10 0.00 0.77 ----
 04.11.12 05:00 0.00 0.11 0.24 0.13 0.01 0.12 0.00 1.82 ----
 -------- 06:00 0.00 0.14 0.22 0.12 0.01 0.16 0.00 0.92 ----
 -------- 07:00 0.00 0.14 0.22 0.11 0.02 0.11 0.00 1.98 ----
 -------- 08:00 0.00 0.15 0.23 0.11 0.02 0.10 0.00 1.37 ----
 -------- 09:00 0.00 0.15 0.26 0.13 0.02 0.15 0.00 1.94 ----
 04.11.12 10:00 0.00 0.14 0.29 0.13 0.02 0.16 0.00 2.10 ----
 -------- 11:00 0.00 0.15 0.36 0.13 0.02 0.14 0.00 1.68 ----
 -------- 12:00 0.00 0.15 0.38 0.13 0.02 0.58 ---- 2.35 ----
 -------- 13:00 0.00 0.16 0.40 0.13 0.02 0.23 0.00 0.68 ----
 -------- 14:00 0.00 0.19 0.43 0.12 0.02 0.15 0.00 2.25 ----
 04.11.12 15:00 0.00 0.17 0.44 0.13 0.02 0.28 0.00 1.56 ----
 -------- 16:00 0.00 0.17 0.47 0.12 0.02 0.14 0.00 1.29 ----
 -------- 17:00 0.00 0.17 0.45 0.12 0.02 0.25 0.00 1.39 ----
 -------- 18:00 0.00 0.15 0.44 0.13 0.02 0.49 ---- 1.36 ----
 -------- 19:00 0.00 0.17 0.45 0.13 0.02 0.23 0.00 2.28 ----
 04.11.12 20:00 0.00 0.16 0.47 0.13 0.02 0.10 0.00 1.14 ----
 -------- 21:00 0.00 0.14 0.46 0.14 0.02 0.36 0.00 2.30 ----
 -------- 22:00 0.00 0.15 0.47 0.12 0.02 0.14 0.00 1.53 ----
 -------- 23:00 0.00 0.16 0.46 0.11 0.02 0.14 0.00 1.92 ----
 -------- 00:00 0.00 0.11 0.46 0.15 0.01 0.14 0.00 2.25 ----
 05.11.12 01:00 0.00 0.11 0.45 0.16 0.01 0.19 0.00 0.91 ----
 -------- 02:00 0.00 0.17 0.42 0.11 0.02 0.10 0.00 2.16 ----
 -------- 03:00 0.00 0.18 0.37 0.12 0.03 0.38 0.00 1.47 ----
 -------- 04:00 0.00 0.21 0.36 0.11 0.03 0.55 ---- 1.67 ----
 -------- 05:00 0.00 0.19 0.34 0.14 0.03 0.20 0.00 1.59 ----
 05.11.12 06:00 0.00 0.17 0.34 0.13 0.03 0.28 0.00 1.73 ----
 -------- 07:00 0.00 0.15 0.33 0.19 0.01 0.11 0.00 2.49 ----
 -------- 08:00 0.00 0.11 0.34 0.23 0.00 0.10 0.00 1.69 ----
 -------- 09:00 0.01 0.10 0.34 0.25 0.00 0.11 0.00 2.47 ----
 -------- 10:00 0.01 0.12 0.38 0.24 0.01 0.09 0.00 1.89 ----
 05.11.12 11:00 0.01 0.16 0.41 0.21 0.01 0.15 0.00 2.25 ----
 -------- 12:00 0.01 0.15 0.43 0.24 0.01 0.14 0.00 1.77 ----
 -------- 13:00 0.01 0.17 0.47 0.21 0.01 0.08 0.00 1.34 ----
 -------- 14:00 0.01 0.14 0.46 0.27 0.01 0.09 0.00 2.17 ----
 -------- 15:00 0.01 0.11 0.46 0.29 0.00 0.15 0.00 1.28 ----
 05.11.12 16:00 0.01 0.13 0.43 0.25 0.00 0.10 0.00 2.06 ----
 -------- 17:00 0.01 0.12 0.43 0.25 ---- 0.10 0.00 1.75 ----
 -------- 18:00 0.01 0.10 0.44 0.25 0.00 0.11 0.00 2.10 ----
 -------- 19:00 0.01 0.09 0.44 0.25 ---- 0.15 0.00 2.42 ----
 -------- 20:00 0.01 0.09 0.47 0.23 ---- 0.15 0.00 1.62 ----
 05.11.12 21:00 0.01 0.09 0.45 0.24 ---- 0.15 0.00 2.51 ----
 -------- 22:00 0.01 0.12 0.43 0.22 0.00 0.10 0.00 2.13 ----
 -------- 23:00 0.01 0.18 0.42 0.14 0.03 0.10 0.00 2.28 ----
