 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 11.11.12 12:00 0.01 0.21 ---- 0.21 0.00 0.10 0.00 1.94 ----
 -------- 13:00 0.01 0.23 ---- 0.20 0.00 0.12 0.00 1.99 ----
 -------- 14:00 0.01 0.22 ---- 0.20 0.01 0.17 0.00 2.13 ----
 -------- 15:00 0.01 0.20 ---- 0.23 0.01 0.15 0.00 1.83 ----
 -------- 16:00 0.01 0.16 ---- 0.26 0.01 0.17 0.00 2.27 ----
 11.11.12 17:00 0.01 0.16 ---- 0.26 0.01 0.12 0.00 2.02 ----
 -------- 18:00 0.01 0.15 ---- 0.29 0.01 0.12 0.00 2.12 ----
 -------- 19:00 0.01 0.12 ---- 0.32 0.01 0.12 0.00 2.28 ----
 -------- 20:00 0.01 0.12 ---- 0.30 0.00 0.12 0.00 2.11 ----
 -------- 21:00 0.01 0.13 ---- 0.29 0.01 0.17 0.00 2.23 ----
 11.11.12 22:00 0.01 0.17 ---- 0.22 0.00 0.11 0.00 2.02 ----
 -------- 23:00 0.01 0.20 ---- 0.18 0.01 0.15 0.00 2.14 ----
 -------- 00:00 0.01 0.21 ---- 0.17 0.01 0.10 0.00 1.87 ----
 -------- 01:00 0.01 0.21 ---- 0.14 0.01 0.12 0.00 1.93 ----
 -------- 02:00 0.01 0.23 ---- 0.12 0.02 0.14 0.00 2.07 ----
 12.11.12 03:00 0.01 0.23 ---- 0.11 0.01 0.11 0.00 1.71 ----
 -------- 04:00 0.01 0.23 ---- 0.12 0.01 0.11 0.00 2.21 ----
 -------- 05:00 0.01 0.22 ---- 0.11 0.02 0.10 0.00 1.84 ----
 -------- 06:00 0.01 0.20 ---- 0.14 0.00 0.11 0.00 2.07 ----
 -------- 07:00 0.01 0.16 ---- 0.17 0.01 0.11 0.00 2.01 ----
 12.11.12 08:00 0.01 0.17 ---- 0.19 0.00 0.12 0.00 1.99 ----
 -------- 09:00 0.01 0.15 ---- 0.20 0.01 0.11 0.00 2.19 ----
 -------- 10:00 0.01 0.15 ---- 0.20 0.01 0.12 0.00 1.98 ----
 -------- 11:00 0.01 0.15 ---- 0.21 0.01 0.17 0.00 2.19 ----
 -------- 12:00 0.01 0.14 ---- 0.20 0.01 0.17 0.00 1.78 ----
 12.11.12 13:00 0.01 0.10 ---- 0.21 0.01 0.18 0.00 2.09 ----
 -------- 14:00 0.01 0.09 ---- 0.21 0.01 0.19 0.00 2.04 ----
 -------- 15:00 0.01 0.11 ---- 0.19 0.01 0.17 0.00 1.91 ----
 -------- 16:00 0.01 0.07 ---- 0.21 0.01 0.14 0.00 2.20 ----
 -------- 17:00 0.00 0.07 ---- 0.22 0.00 0.14 0.00 1.96 ----
 12.11.12 18:00 0.00 0.07 ---- 0.22 0.00 0.18 0.00 2.27 ----
 -------- 19:00 0.01 0.10 ---- 0.19 0.01 0.13 0.00 2.08 ----
 -------- 20:00 0.00 0.09 ---- 0.19 0.01 0.18 0.00 2.18 ----
 -------- 21:00 0.00 0.07 ---- 0.21 0.01 0.17 0.00 2.10 ----
 -------- 22:00 0.00 0.11 ---- 0.18 0.01 0.13 0.00 2.00 ----
 12.11.12 23:00 0.00 0.06 ---- 0.22 0.01 0.18 0.00 2.21 ----
 -------- 00:00 0.00 0.08 ---- 0.21 0.01 0.17 0.00 1.77 ----
 -------- 01:00 0.01 0.10 ---- 0.20 0.01 0.18 0.00 2.23 ----
 -------- 02:00 0.00 0.11 ---- 0.18 0.01 0.22 0.00 2.04 ----
 -------- 03:00 0.00 0.12 ---- 0.17 0.01 0.18 0.00 2.12 ----
 13.11.12 04:00 0.00 0.13 ---- 0.16 0.01 0.18 0.00 2.22 ----
 -------- 05:00 0.00 0.15 ---- 0.14 0.00 0.16 0.00 2.07 ----
 -------- 06:00 0.00 0.14 ---- 0.19 0.01 0.17 0.00 2.32 ----
 -------- 07:00 0.00 0.12 ---- 0.20 0.01 0.24 0.00 2.07 ----
 -------- 08:00 0.00 0.12 ---- 0.22 0.01 0.47 ---- 2.27 ----
 13.11.12 09:00 0.01 0.12 0.02 0.30 0.01 0.17 0.00 2.00 ----
 -------- 10:00 0.01 0.10 0.01 0.29 0.01 0.37 0.00 2.15 ----
 -------- 11:00 0.00 0.12 0.03 0.25 0.02 0.18 0.00 2.25 ----
