 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 24.01.13 12:00 0.01 0.19 0.13 0.32 ---- 0.09 0.00 1.88 ----
 -------- 13:00 0.01 0.18 0.14 0.33 ---- 0.09 0.00 1.07 ----
 -------- 14:00 0.01 0.17 0.14 0.29 ---- 0.08 0.00 1.73 ----
 -------- 15:00 0.01 0.21 0.15 0.29 ---- 0.09 0.00 1.20 ----
 -------- 16:00 0.01 0.18 0.16 0.29 ---- 0.08 0.00 1.46 ----
 24.01.13 17:00 0.01 0.18 0.15 0.30 ---- 0.08 0.00 0.82 ----
 -------- 18:00 0.00 0.22 0.14 0.24 ---- 0.08 0.00 0.95 ----
 -------- 19:00 0.00 0.23 0.17 0.21 ---- 0.07 0.00 0.79 ----
 -------- 20:00 0.00 0.21 0.11 0.25 ---- 0.08 0.00 1.42 ----
 -------- 21:00 0.00 0.17 0.14 0.28 ---- 0.07 0.00 0.73 ----
 24.01.13 22:00 0.01 0.18 0.19 0.28 ---- 0.08 0.00 1.93 ----
 -------- 23:00 0.00 0.20 0.12 0.22 ---- 0.07 0.00 0.81 ----
 -------- 00:00 0.01 0.24 0.26 0.21 ---- 0.11 0.00 1.53 ----
 -------- 01:00 0.01 0.22 0.12 0.28 ---- 0.07 0.00 0.85 ----
 -------- 02:00 0.01 0.19 0.14 0.30 ---- 0.08 0.00 1.46 ----
 25.01.13 03:00 0.01 0.18 0.12 0.28 ---- 0.07 0.00 0.99 ----
 -------- 04:00 0.01 0.20 0.10 0.25 0.02 0.11 0.00 1.51 ----
 -------- 05:00 0.01 0.21 0.14 0.24 ---- 0.08 0.00 1.08 ----
 -------- 06:00 0.01 0.21 0.12 0.26 ---- 0.09 0.00 1.20 ----
 -------- 07:00 0.01 0.17 0.13 0.29 ---- 0.07 0.00 0.66 ----
 25.01.13 08:00 0.01 0.14 0.13 0.35 ---- 0.08 0.00 2.00 ----
 -------- 09:00 0.01 0.17 0.16 0.33 ---- 0.11 0.00 1.14 ----
 -------- 10:00 0.01 0.20 0.16 0.32 ---- 0.07 0.00 1.05 ----
 -------- 11:00 0.01 0.20 0.17 0.31 ---- 0.07 0.00 0.66 ----
 -------- 12:00 0.01 0.21 0.16 0.29 ---- 0.07 0.00 1.47 ----
 25.01.13 13:00 0.01 0.22 0.13 0.26 0.01 0.08 0.00 1.67 ----
 -------- 14:00 0.01 0.23 0.12 0.25 0.01 0.06 0.00 1.12 ----
 -------- 15:00 0.01 0.23 0.22 0.25 0.02 0.07 0.00 1.97 ----
 -------- 16:00 0.01 0.21 0.14 0.24 0.01 0.07 0.00 1.12 ----
 -------- 17:00 0.01 0.16 0.14 0.30 0.00 0.08 0.00 1.91 ----
 25.01.13 18:00 0.01 0.13 0.15 0.37 ---- 0.08 0.00 1.85 ----
 -------- 19:00 0.01 0.15 0.16 0.34 ---- 0.09 0.00 1.48 ----
 -------- 20:00 0.01 0.15 0.21 0.38 ---- 0.08 0.00 1.17 ----
 -------- 21:00 0.01 0.16 0.19 0.31 ---- 0.07 0.00 1.38 ----
 -------- 22:00 0.01 0.17 0.20 0.32 ---- 0.06 0.00 1.09 ----
 25.01.13 23:00 0.01 0.16 0.18 0.33 ---- 0.07 0.00 1.19 ----
 -------- 00:00 0.01 0.16 0.16 0.34 ---- 0.07 0.00 1.10 ----
 -------- 01:00 0.01 0.14 0.19 0.36 ---- 0.07 0.00 0.48 ----
 -------- 02:00 0.01 0.11 0.21 0.40 ---- 0.06 0.00 0.68 ----
 -------- 03:00 0.01 0.13 0.21 0.35 ---- 0.07 0.00 1.32 ----
 26.01.13 04:00 0.01 0.17 0.14 0.32 ---- 0.06 0.00 1.06 ----
 -------- 05:00 0.01 0.20 0.17 0.24 ---- 0.04 0.00 ---- ----
 -------- 06:00 0.01 0.20 0.16 0.22 ---- 0.06 0.00 1.72 ----
 -------- 07:00 0.01 0.17 0.15 0.30 ---- 0.05 0.00 0.65 ----
 -------- 08:00 0.01 0.13 0.28 0.34 ---- 0.07 0.00 0.90 ----
 26.01.13 09:00 0.02 0.14 0.24 0.39 ---- 0.06 0.00 0.99 ----
 -------- 10:00 0.02 0.15 0.21 0.36 ---- 0.07 0.00 1.49 ----
 -------- 11:00 0.02 0.16 0.22 0.39 ---- 0.05 0.00 1.00 ----
