 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 05.12.12 12:00 0.01 0.18 ---- 0.33 0.00 0.18 0.00 2.13 ----
 -------- 13:00 0.01 0.18 ---- 0.27 0.01 0.13 0.00 1.59 ----
 -------- 14:00 0.01 0.18 ---- 0.26 0.01 0.10 0.00 2.17 ----
 -------- 15:00 0.01 0.19 ---- 0.31 0.01 0.10 0.00 1.69 ----
 -------- 16:00 0.01 0.18 ---- 0.32 0.01 0.22 0.00 1.92 ----
 05.12.12 17:00 0.01 0.16 ---- 0.38 0.00 0.15 0.00 1.92 ----
 -------- 18:00 0.01 0.12 ---- 0.41 0.01 0.10 0.00 1.98 ----
 -------- 19:00 0.01 0.12 ---- 0.42 0.01 0.11 0.00 2.08 ----
 -------- 20:00 0.01 0.14 ---- 0.41 0.01 0.15 0.00 1.83 ----
 -------- 21:00 0.01 0.16 0.01 0.36 0.00 0.12 0.00 2.18 ----
 05.12.12 22:00 0.02 0.13 ---- 0.39 0.01 0.13 0.00 1.52 ----
 -------- 23:00 0.01 0.15 ---- 0.34 0.00 0.11 0.00 2.12 ----
 -------- 00:00 0.01 0.13 ---- 0.33 0.00 0.10 0.00 1.92 ----
 -------- 01:00 0.01 0.12 ---- 0.39 0.00 0.10 0.00 2.23 ----
 -------- 02:00 0.02 0.12 ---- 0.36 0.01 0.09 0.00 1.79 ----
 06.12.12 03:00 0.02 0.13 ---- 0.34 0.01 0.10 0.00 2.15 ----
 -------- 04:00 0.01 0.11 ---- 0.35 0.00 0.09 0.00 1.86 ----
 -------- 05:00 0.02 0.12 ---- 0.35 ---- 0.10 0.00 2.04 ----
 -------- 06:00 0.03 0.14 ---- 0.34 0.00 0.12 0.00 1.82 ----
 -------- 07:00 0.03 0.11 ---- 0.35 0.01 0.12 0.00 1.94 ----
 06.12.12 08:00 0.02 0.13 0.01 0.35 0.01 0.19 0.00 1.79 ----
 -------- 09:00 0.02 0.12 ---- 0.34 0.01 0.09 0.00 1.88 ----
 -------- 10:00 0.01 0.13 ---- 0.30 0.00 0.10 0.00 2.09 ----
 -------- 11:00 0.01 0.14 0.01 0.33 0.01 0.09 0.00 2.00 ----
 -------- 12:00 0.01 0.14 0.04 0.32 ---- 0.09 0.00 1.98 ----
 06.12.12 13:00 0.02 0.14 0.03 0.34 0.02 0.16 0.00 1.70 ----
 -------- 14:00 0.02 0.13 ---- 0.35 0.01 0.09 0.00 1.97 ----
 -------- 15:00 0.03 0.13 0.03 0.35 0.01 0.30 0.00 1.70 ----
 -------- 16:00 0.02 0.13 ---- 0.33 0.01 0.09 0.00 2.06 ----
 -------- 17:00 0.02 0.14 ---- 0.30 0.01 0.09 0.00 1.61 ----
 06.12.12 18:00 0.02 0.15 ---- 0.27 0.01 0.14 0.00 2.03 ----
 -------- 19:00 0.02 0.13 ---- 0.28 0.01 0.09 0.00 1.69 ----
 -------- 20:00 0.03 0.12 ---- 0.32 0.01 0.09 0.00 2.19 ----
 -------- 21:00 0.04 0.12 ---- 0.32 0.02 0.11 0.00 1.69 ----
 -------- 22:00 0.08 0.14 ---- 0.31 0.02 0.17 0.00 2.10 ----
 06.12.12 23:00 0.09 0.14 ---- 0.30 0.03 0.48 0.00 1.75 ----
 -------- 00:00 0.03 0.14 ---- 0.27 0.00 0.14 0.00 2.09 ----
 -------- 01:00 0.01 0.14 ---- 0.26 0.00 0.10 0.00 1.68 ----
 -------- 02:00 0.01 0.13 ---- 0.25 0.01 0.14 0.00 1.91 ----
 -------- 03:00 0.01 0.16 ---- 0.22 0.01 0.09 0.00 1.72 ----
 07.12.12 04:00 0.01 0.16 ---- 0.23 0.01 0.10 0.00 1.72 ----
 -------- 05:00 0.02 0.17 ---- 0.21 0.02 0.09 0.00 1.88 ----
 -------- 06:00 0.02 0.16 ---- 0.24 0.00 0.08 0.00 1.82 ----
 -------- 07:00 0.02 0.17 ---- 0.25 0.00 0.10 0.00 1.78 ----
 -------- 08:00 0.04 0.17 0.01 0.26 0.02 0.12 0.00 1.87 ----
 07.12.12 09:00 0.06 0.12 0.03 0.30 0.02 0.23 0.00 2.01 ----
 -------- 10:00 0.05 0.13 ---- 0.31 0.02 0.06 0.00 1.40 ----
