 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 22.11.12 12:00 0.01 0.11 0.13 0.31 0.01 0.11 0.00 2.11 ----
 -------- 13:00 0.01 0.13 0.14 0.31 0.02 0.26 0.00 2.16 ----
 -------- 14:00 0.01 0.19 0.15 0.28 0.01 0.24 0.00 2.33 ----
 -------- 15:00 0.01 0.17 0.09 0.31 0.01 0.62 ---- 2.01 ----
 -------- 16:00 0.01 0.17 0.10 0.26 0.01 0.42 0.00 2.38 ----
 22.11.12 17:00 0.01 0.21 0.09 0.25 0.02 0.13 0.00 1.96 ----
 -------- 18:00 0.01 0.23 0.03 0.27 0.01 0.59 ---- 2.09 ----
 -------- 19:00 0.01 0.26 0.08 0.22 0.02 0.36 0.00 2.25 ----
 -------- 20:00 0.01 0.24 0.04 0.22 0.02 0.26 0.00 1.95 ----
 -------- 21:00 0.00 0.23 0.05 0.21 0.02 0.58 ---- 2.32 ----
 22.11.12 22:00 0.01 0.25 0.04 0.19 0.03 0.29 0.00 2.09 ----
 -------- 23:00 0.01 0.23 0.04 0.20 0.02 0.42 0.00 2.29 ----
 -------- 00:00 0.01 0.21 0.05 0.23 0.01 0.30 0.00 2.13 ----
 -------- 01:00 0.01 0.20 0.06 0.22 0.01 0.19 0.00 2.19 ----
 -------- 02:00 0.01 0.18 0.05 0.23 0.01 0.19 0.00 2.31 ----
 23.11.12 03:00 0.01 0.20 0.05 0.20 0.02 0.14 0.00 1.92 ----
 -------- 04:00 0.01 0.22 0.04 0.17 0.02 0.48 0.00 2.37 ----
 -------- 05:00 0.01 0.22 0.03 0.14 0.01 0.13 0.00 1.80 ----
 -------- 06:00 0.01 0.20 0.04 0.17 0.01 0.15 0.00 2.10 ----
 -------- 07:00 0.01 0.14 0.05 0.21 0.01 0.18 0.00 2.14 ----
 23.11.12 08:00 0.01 0.17 0.07 0.23 0.01 0.16 0.00 2.01 ----
 -------- 09:00 0.01 0.17 0.04 0.24 0.01 0.25 0.00 2.23 ----
 -------- 10:00 0.01 0.18 0.02 0.25 0.01 0.15 0.00 2.04 ----
 -------- 11:00 0.01 0.16 0.06 0.23 0.01 0.15 0.00 2.34 ----
 -------- 12:00 0.01 0.18 0.01 0.24 0.01 0.16 0.00 2.00 ----
 23.11.12 13:00 0.01 0.17 0.05 0.25 0.01 0.17 0.00 2.23 ----
 -------- 14:00 0.01 0.15 0.06 0.28 0.01 0.14 0.00 2.00 ----
 -------- 15:00 0.01 0.15 0.06 0.30 0.01 0.15 0.00 1.83 ----
 -------- 16:00 0.01 0.15 0.10 0.31 0.01 0.11 0.00 2.25 ----
 -------- 17:00 0.01 0.12 0.09 0.34 0.01 0.16 0.00 1.89 ----
 23.11.12 18:00 0.01 0.11 0.12 0.37 ---- 0.11 0.00 2.32 ----
 -------- 19:00 0.01 0.12 0.12 0.34 0.00 0.10 0.00 2.26 ----
 -------- 20:00 0.01 0.12 0.08 0.31 0.01 0.14 0.00 2.19 ----
 -------- 21:00 0.01 0.13 0.05 0.27 0.01 0.12 0.00 2.23 ----
 -------- 22:00 0.01 0.11 0.04 0.30 0.01 0.20 0.00 2.05 ----
 23.11.12 23:00 0.01 0.11 0.02 0.25 0.01 0.15 0.00 2.27 ----
 -------- 00:00 0.01 0.14 ---- 0.25 0.01 0.10 0.00 1.93 ----
 -------- 01:00 0.01 0.14 0.01 0.22 0.01 0.16 0.00 2.12 ----
 -------- 02:00 0.01 0.14 0.01 0.22 0.01 0.10 0.00 1.86 ----
 -------- 03:00 0.01 0.13 ---- 0.21 0.00 0.10 0.00 1.86 ----
 24.11.12 04:00 0.01 0.12 0.01 0.21 0.01 0.10 0.00 2.14 ----
 -------- 05:00 0.01 0.12 0.00 0.20 0.00 0.16 0.00 1.72 ----
 -------- 06:00 0.01 0.10 ---- 0.22 0.00 0.11 0.00 2.08 ----
 -------- 07:00 0.01 0.10 0.00 0.24 0.01 0.11 0.00 1.82 ----
 -------- 08:00 0.01 0.10 0.02 0.25 0.01 0.10 0.00 1.82 ----
 24.11.12 09:00 0.01 0.08 0.01 0.27 0.01 0.10 0.00 1.79 ----
 -------- 10:00 0.01 0.08 0.00 0.26 0.01 0.11 0.00 1.99 ----
 -------- 11:00 0.01 0.08 0.00 0.26 0.01 0.11 0.00 2.22 ----
