 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 29.01.13 12:00 0.02 0.14 0.18 0.38 ---- 0.20 0.00 0.70 ----
 -------- 13:00 0.01 0.17 0.14 0.36 ---- 0.22 0.00 1.56 ----
 -------- 14:00 0.03 0.18 0.15 0.31 ---- 0.12 0.00 1.36 ----
 -------- 15:00 0.02 0.15 0.22 0.38 ---- 0.36 0.00 1.72 ----
 -------- 16:00 0.02 0.16 0.17 0.37 ---- 0.15 0.00 1.51 ----
 29.01.13 17:00 0.02 0.14 0.19 0.37 ---- 0.09 0.00 1.34 ----
 -------- 18:00 0.02 0.11 0.19 0.43 ---- 0.08 0.00 1.47 ----
 -------- 19:00 0.02 0.11 0.23 0.37 ---- 0.08 0.00 0.08 ----
 -------- 20:00 0.01 0.15 0.20 0.33 ---- 0.17 0.00 1.21 ----
 -------- 21:00 0.01 0.17 0.14 0.30 ---- 0.10 0.00 1.48 ----
 29.01.13 22:00 0.01 0.14 0.14 0.34 ---- 0.09 0.00 1.15 ----
 -------- 23:00 0.01 0.14 0.18 0.30 ---- 0.08 0.00 1.01 ----
 -------- 00:00 0.01 0.14 0.13 0.37 ---- 0.10 0.00 1.64 ----
 -------- 01:00 0.01 0.12 0.12 0.37 ---- 0.10 0.00 1.02 ----
 -------- 02:00 0.01 0.14 0.07 0.29 ---- 0.09 0.00 1.48 ----
 30.01.13 03:00 0.01 0.11 0.12 0.35 ---- 0.12 0.00 ---- ----
 -------- 04:00 0.01 0.12 0.14 0.34 ---- 0.09 0.00 ---- ----
 -------- 05:00 0.01 0.12 0.13 0.34 ---- 0.09 0.00 ---- ----
 -------- 06:00 0.02 0.13 0.21 0.37 ---- 0.11 0.00 ---- ----
 -------- 07:00 0.03 0.13 0.17 0.37 ---- 0.10 0.00 ---- ----
 30.01.13 08:00 0.03 0.12 0.17 0.39 ---- 0.29 0.00 ---- ----
 -------- 09:00 0.03 0.12 0.21 0.39 ---- 0.11 0.00 ---- ----
 -------- 10:00 0.03 0.13 0.34 0.39 ---- 0.14 0.00 1.17 ----
 -------- 11:00 0.02 0.12 0.20 0.39 ---- 0.12 0.00 0.71 ----
 -------- 12:00 0.03 0.15 0.18 0.36 ---- 0.15 0.00 0.93 ----
 30.01.13 13:00 0.02 0.14 0.17 0.36 ---- 0.11 0.00 1.63 ----
 -------- 14:00 0.02 0.13 0.13 0.35 ---- 0.13 0.00 0.65 ----
 -------- 15:00 0.01 0.13 0.08 0.35 ---- 0.14 0.00 1.74 ----
 -------- 16:00 0.01 0.13 0.13 0.33 ---- 0.11 0.00 0.82 ----
 -------- 17:00 0.01 0.13 0.07 0.34 ---- 0.11 0.00 1.82 ----
 30.01.13 18:00 0.01 0.11 0.06 0.36 ---- 0.11 0.00 1.49 ----
 -------- 19:00 0.01 0.12 0.10 0.35 ---- 0.11 0.00 1.92 ----
 -------- 20:00 0.01 0.11 0.06 0.34 ---- 0.11 0.00 1.49 ----
 -------- 21:00 0.01 0.15 0.02 0.28 0.01 0.11 0.00 1.93 ----
 -------- 22:00 0.01 0.16 0.04 0.27 ---- 0.10 0.00 1.11 ----
 30.01.13 23:00 0.01 0.15 0.06 0.31 ---- 0.11 0.00 1.67 ----
 -------- 00:00 0.01 0.19 0.02 0.23 ---- 0.09 0.00 1.17 ----
 -------- 01:00 0.02 0.22 0.03 0.17 ---- 0.09 0.00 1.75 ----
 -------- 02:00 0.02 0.23 0.00 0.19 0.01 0.08 0.00 1.34 ----
 -------- 03:00 0.01 0.22 0.03 0.19 ---- 0.09 0.00 1.73 ----
 31.01.13 04:00 0.01 0.20 0.03 0.19 ---- 0.10 0.00 0.91 ----
 -------- 05:00 0.01 0.17 0.06 0.23 ---- 0.10 0.00 1.88 ----
 -------- 06:00 0.01 0.17 0.04 0.24 ---- 0.11 0.00 1.43 ----
 -------- 07:00 0.02 0.17 0.04 0.25 ---- 0.10 0.00 1.91 ----
 -------- 08:00 0.02 0.16 0.07 0.26 ---- 0.10 0.00 1.74 ----
 31.01.13 09:00 0.02 0.14 0.06 0.29 ---- 0.10 0.00 1.65 ----
 -------- 10:00 0.02 0.15 0.04 0.25 ---- 0.11 0.00 1.94 ----
 -------- 11:00 0.02 0.16 0.05 0.25 0.00 0.10 0.00 2.01 ----
