 Date Time CO NO2 NO
 21.03.13 00:00 0.06 0.18 0.01
 -------- 01:00 0.06 0.15 0.01
 -------- 02:00 0.05 0.15 0.01
 -------- 03:00 0.04 0.13 0.01
 -------- 04:00 0.04 0.14 0.01
 21.03.13 05:00 0.04 0.14 0.01
 -------- 06:00 0.04 0.19 0.01
 -------- 07:00 0.05 0.18 0.01
 -------- 08:00 0.06 0.19 0.02
 -------- 09:00 0.06 0.18 0.02
 21.03.13 10:00 0.06 0.14 0.03
 -------- 11:00 0.06 0.12 0.03
 -------- 12:00 0.06 0.12 0.03
 -------- 13:00 0.06 0.11 0.03
 -------- 14:00 0.06 0.09 0.02
 21.03.13 15:00 0.06 0.10 0.02
 -------- 16:00 0.06 0.11 0.02
 -------- 17:00 0.06 0.14 0.03
 -------- 18:00 0.06 0.13 0.02
 -------- 19:00 0.07 0.18 0.01
 21.03.13 20:00 0.07 0.17 0.01
 -------- 21:00 0.07 0.21 0.01
 -------- 22:00 0.08 0.26 0.01
 -------- 23:00 0.11 0.42 0.08
 -------- 00:00 0.13 0.47 0.15
 22.03.13 01:00 0.12 0.46 0.12
 -------- 02:00 0.10 0.43 0.06
 -------- 03:00 0.10 0.39 0.03
 -------- 04:00 0.08 0.41 0.06
 -------- 05:00 0.08 0.42 0.06
 22.03.13 06:00 0.09 0.43 0.14
 -------- 07:00 0.13 0.45 0.24
 -------- 08:00 0.18 0.45 0.29
 -------- 09:00 0.15 0.37 0.18
 -------- 10:00 0.13 0.31 0.14
 22.03.13 11:00 0.14 0.32 0.19
 -------- 12:00 0.10 0.22 0.10
 -------- 13:00 0.07 0.15 0.05
 -------- 14:00 0.06 0.11 0.03
 -------- 15:00 0.04 0.09 0.02
 22.03.13 16:00 0.04 0.09 0.02
 -------- 17:00 0.05 0.10 0.02
 -------- 18:00 0.05 0.12 0.02
 -------- 19:00 0.06 0.17 0.02
 -------- 20:00 0.05 0.18 0.02
 22.03.13 21:00 0.04 0.17 0.01
 -------- 22:00 0.06 0.25 0.02
 -------- 23:00 0.06 0.24 0.03
 -------- 00:00 0.06 0.23 0.03
