 Date Time CO NO2 NO
 14.03.13 12:00 0.12 0.48 0.16
 -------- 13:00 0.12 0.44 0.14
 -------- 14:00 0.13 0.43 0.13
 -------- 15:00 0.14 0.43 0.12
 -------- 16:00 0.15 0.50 0.15
 14.03.13 17:00 0.19 0.51 0.14
 -------- 18:00 0.11 0.36 0.03
 -------- 19:00 0.08 0.25 0.01
 -------- 20:00 0.08 0.29 0.01
 -------- 21:00 0.08 0.30 0.01
 14.03.13 22:00 0.06 0.24 0.01
 -------- 23:00 0.06 0.22 0.01
 -------- 00:00 0.06 0.23 0.01
 -------- 01:00 0.07 0.19 0.01
 -------- 02:00 0.08 0.18 0.01
 15.03.13 03:00 0.08 0.21 0.01
 -------- 04:00 0.09 0.27 0.01
 -------- 05:00 0.10 0.36 0.02
 -------- 06:00 0.11 0.38 0.08
 -------- 07:00 0.13 0.38 0.12
 15.03.13 08:00 0.17 0.42 0.19
 -------- 09:00 0.21 0.50 0.30
 -------- 10:00 0.19 0.45 0.20
 -------- 11:00 0.17 0.39 0.17
 -------- 12:00 0.15 0.39 0.15
 15.03.13 13:00 0.12 0.32 0.11
 -------- 14:00 0.10 0.29 0.07
 -------- 15:00 0.09 0.30 0.09
 -------- 16:00 0.09 0.27 0.05
 -------- 17:00 0.08 0.27 0.04
 15.03.13 18:00 0.08 0.26 0.03
 -------- 19:00 0.07 0.24 0.02
 -------- 20:00 0.08 0.26 0.02
 -------- 21:00 0.09 0.30 0.04
 -------- 22:00 0.11 0.30 0.03
 15.03.13 23:00 0.11 0.34 0.05
 -------- 00:00 0.13 0.36 0.09
 -------- 01:00 0.16 0.37 0.15
 -------- 02:00 0.21 0.38 0.29
 -------- 03:00 0.22 0.38 0.33
 16.03.13 04:00 0.21 0.37 0.31
 -------- 05:00 0.20 0.38 0.28
 -------- 06:00 0.16 0.38 0.16
 -------- 07:00 0.15 0.36 0.19
 -------- 08:00 0.11 0.37 0.13
 16.03.13 09:00 0.10 0.33 0.09
 -------- 10:00 0.10 0.33 0.11
 -------- 11:00 0.10 0.32 0.10
