 Date Time CO NO2 NO
 01.11.12 00:00 0.04 0.07 0.01
 -------- 01:00 0.04 0.08 0.01
 -------- 02:00 0.04 0.06 0.01
 -------- 03:00 0.04 0.05 0.01
 -------- 04:00 0.04 0.04 0.00
 01.11.12 05:00 0.03 0.05 0.01
 -------- 06:00 0.04 0.06 0.01
 -------- 07:00 0.04 0.12 0.01
 -------- 08:00 0.05 0.13 0.01
 -------- 09:00 0.05 0.13 0.01
 01.11.12 10:00 0.06 0.13 0.02
 -------- 11:00 0.05 0.11 0.02
 -------- 12:00 0.05 0.10 0.02
 -------- 13:00 0.05 0.14 0.05
 -------- 14:00 0.05 0.11 0.02
 01.11.12 15:00 0.04 0.11 0.01
 -------- 16:00 0.05 0.14 0.01
 -------- 17:00 0.06 0.22 0.04
 -------- 18:00 0.06 0.24 0.05
 -------- 19:00 0.08 0.25 0.08
 01.11.12 20:00 0.08 0.22 0.04
 -------- 21:00 0.09 0.23 0.08
 -------- 22:00 0.08 0.18 0.05
 -------- 23:00 0.06 0.17 0.02
 -------- 00:00 0.06 0.19 0.07
 02.11.12 01:00 0.06 0.15 0.04
 -------- 02:00 0.05 0.14 0.03
 -------- 03:00 0.04 0.12 0.03
 -------- 04:00 0.04 0.18 0.06
 -------- 05:00 0.04 0.14 0.04
 02.11.12 06:00 0.05 0.13 0.04
 -------- 07:00 0.06 0.18 0.04
 -------- 08:00 0.07 0.25 0.07
 -------- 09:00 0.08 0.26 0.09
 -------- 10:00 0.09 0.23 0.06
 02.11.12 11:00 0.09 0.20 0.05
 -------- 12:00 0.08 0.17 0.03
 -------- 13:00 0.08 0.18 0.04
 -------- 14:00 0.08 0.19 0.05
 -------- 15:00 0.08 0.19 0.03
 02.11.12 16:00 0.09 0.19 0.03
 -------- 17:00 0.08 0.17 0.02
 -------- 18:00 0.08 0.25 0.03
 -------- 19:00 0.07 0.24 0.03
 -------- 20:00 0.08 0.23 0.02
 02.11.12 21:00 0.08 0.22 0.02
 -------- 22:00 0.08 0.20 0.02
 -------- 23:00 0.08 0.20 0.02
 -------- 00:00 0.06 0.21 0.01
