 Date Time CO NO2 NO
 26.11.12 12:00 0.10 0.15 0.08
 -------- 13:00 0.10 0.14 0.08
 -------- 14:00 0.10 0.14 0.09
 -------- 15:00 0.10 0.14 0.08
 -------- 16:00 0.09 0.15 0.07
 26.11.12 17:00 0.08 0.14 0.07
 -------- 18:00 0.08 0.13 0.07
 -------- 19:00 0.09 0.13 0.08
 -------- 20:00 0.10 0.13 0.09
 -------- 21:00 0.09 0.11 0.06
 26.11.12 22:00 0.08 0.11 0.06
 -------- 23:00 0.08 0.11 0.05
 -------- 00:00 0.08 0.10 0.05
 -------- 01:00 0.07 0.10 0.04
 -------- 02:00 0.06 0.10 0.03
 27.11.12 03:00 0.06 0.10 0.03
 -------- 04:00 0.06 0.09 0.02
 -------- 05:00 0.06 0.09 0.03
 -------- 06:00 0.06 0.07 0.02
 -------- 07:00 0.07 0.11 0.04
 27.11.12 08:00 0.08 0.10 0.05
 -------- 09:00 0.09 0.12 0.09
 -------- 10:00 0.08 0.11 0.07
 -------- 11:00 0.08 0.10 0.06
 -------- 12:00 0.08 0.11 0.07
 27.11.12 13:00 0.08 0.12 0.05
 -------- 14:00 0.08 0.11 0.03
 -------- 15:00 0.08 0.12 0.05
 -------- 16:00 0.07 0.11 0.04
 -------- 17:00 0.06 0.10 0.03
 27.11.12 18:00 0.06 0.10 0.02
 -------- 19:00 0.06 0.10 0.01
 -------- 20:00 0.06 0.11 0.02
 -------- 21:00 0.06 0.13 0.02
 -------- 22:00 0.07 0.15 0.04
 27.11.12 23:00 0.08 0.16 0.03
 -------- 00:00 0.08 0.16 0.04
 -------- 01:00 0.08 0.16 0.04
 -------- 02:00 0.08 0.15 0.04
 -------- 03:00 0.07 0.14 0.03
 28.11.12 04:00 0.06 0.14 0.03
 -------- 05:00 0.06 0.15 0.04
 -------- 06:00 0.08 0.15 0.07
 -------- 07:00 0.09 0.17 0.13
 -------- 08:00 0.12 0.17 0.15
 28.11.12 09:00 0.15 0.19 0.23
 -------- 10:00 0.17 0.21 0.26
 -------- 11:00 0.20 0.24 0.35
