 Date Time CO NO2 NO
 14.02.13 17:00 0.12 0.36 0.07
 -------- 18:00 0.13 0.42 0.08
 -------- 19:00 0.12 0.37 0.05
 -------- 20:00 0.10 0.27 0.01
 -------- 21:00 0.10 0.33 0.02
 14.02.13 22:00 0.13 0.39 0.06
 -------- 23:00 0.14 0.41 0.10
 -------- 00:00 0.15 0.40 0.11
 -------- 01:00 0.16 0.40 0.14
 -------- 02:00 0.15 0.40 0.12
 15.02.13 03:00 0.13 0.39 0.12
 -------- 04:00 0.12 0.37 0.10
 -------- 05:00 0.12 0.39 0.14
 -------- 06:00 0.12 0.38 0.12
 -------- 07:00 0.11 0.38 0.12
 15.02.13 08:00 0.11 0.38 0.12
 -------- 09:00 0.13 0.40 0.14
 -------- 10:00 0.14 0.41 0.16
 -------- 11:00 0.17 0.42 0.21
 -------- 12:00 0.15 0.39 0.18
 15.02.13 13:00 0.14 0.35 0.15
 -------- 14:00 0.17 0.41 0.23
 -------- 15:00 0.17 0.40 0.20
 -------- 16:00 0.15 0.40 0.17
 -------- 17:00 0.14 0.40 0.12
 15.02.13 18:00 0.14 0.42 0.12
 -------- 19:00 0.13 0.41 0.09
 -------- 20:00 0.15 0.43 0.14
 -------- 21:00 0.14 0.38 0.11
 -------- 22:00 0.14 0.38 0.13
 15.02.13 23:00 0.17 0.43 0.17
 -------- 00:00 0.18 0.43 0.15
 -------- 01:00 0.18 0.42 0.14
 -------- 02:00 0.20 0.43 0.26
 -------- 03:00 0.28 0.49 0.60
 16.02.13 04:00 0.27 0.48 0.55
 -------- 05:00 0.23 0.44 0.34
 -------- 06:00 0.22 0.45 0.39
 -------- 07:00 0.23 0.46 0.44
 -------- 08:00 0.28 0.48 0.60
 16.02.13 09:00 0.35 0.54 0.75
 -------- 10:00 0.45 0.60 0.87
 -------- 11:00 0.41 0.57 0.69
