 Date Time CO NO2 NO
 04.03.13 12:00 0.08 0.18 0.04
 -------- 13:00 0.07 0.16 0.04
 -------- 14:00 0.06 0.14 0.03
 -------- 15:00 0.06 0.12 0.02
 -------- 16:00 0.06 0.11 0.02
 04.03.13 17:00 0.06 0.11 0.02
 -------- 18:00 0.06 0.17 0.02
 -------- 19:00 0.06 0.20 0.01
 -------- 20:00 0.06 0.21 0.01
 -------- 21:00 0.06 0.26 0.01
 04.03.13 22:00 0.06 0.23 0.01
 -------- 23:00 0.06 0.24 0.02
 -------- 00:00 0.06 0.26 0.02
 -------- 01:00 0.06 0.30 0.02
 -------- 02:00 0.07 0.37 0.06
 05.03.13 03:00 0.08 0.38 0.04
 -------- 04:00 0.08 0.38 0.08
 -------- 05:00 0.08 0.40 0.15
 -------- 06:00 0.09 0.41 0.18
 -------- 07:00 0.14 0.42 0.22
 05.03.13 08:00 0.19 0.44 0.28
 -------- 09:00 0.25 0.48 0.41
 -------- 10:00 0.25 0.48 0.39
 -------- 11:00 0.21 0.44 0.31
 -------- 12:00 0.15 0.37 0.19
 05.03.13 13:00 0.08 0.21 0.07
 -------- 14:00 0.06 0.17 0.04
 -------- 15:00 0.06 0.24 0.06
 -------- 16:00 0.06 0.27 0.06
 -------- 17:00 0.05 0.23 0.04
 05.03.13 18:00 0.04 0.20 0.02
 -------- 19:00 0.05 0.27 0.02
 -------- 20:00 0.12 0.41 0.06
 -------- 21:00 0.13 0.42 0.09
 -------- 22:00 0.13 0.40 0.05
 05.03.13 23:00 0.14 0.40 0.08
 -------- 00:00 0.15 0.41 0.13
 -------- 01:00 0.19 0.45 0.25
 -------- 02:00 0.21 0.47 0.30
 -------- 03:00 0.27 0.58 0.56
 06.03.13 04:00 0.22 0.55 0.39
 -------- 05:00 0.16 0.54 0.18
 -------- 06:00 0.11 0.58 0.21
 -------- 07:00 0.09 0.43 0.05
 -------- 08:00 0.10 0.42 0.06
 06.03.13 09:00 0.10 0.39 0.07
 -------- 10:00 0.10 0.33 0.06
 -------- 11:00 0.11 0.27 0.06
 -------- 12:00 0.10 0.27 0.07
