 Date Time CO NO2 NO
 06.01.13 12:00 0.06 0.16 0.04
 -------- 13:00 0.06 0.17 0.04
 -------- 14:00 0.06 0.17 0.04
 -------- 15:00 0.06 0.17 0.04
 -------- 16:00 0.06 0.14 0.02
 06.01.13 17:00 0.06 0.13 0.01
 -------- 18:00 0.06 0.16 0.01
 -------- 19:00 0.06 0.17 0.02
 -------- 20:00 0.06 0.18 0.03
 -------- 21:00 0.06 0.18 0.03
 06.01.13 22:00 0.06 0.15 0.02
 -------- 23:00 0.04 0.13 0.02
 -------- 00:00 0.06 0.14 0.02
 -------- 01:00 0.04 0.11 0.01
 -------- 02:00 0.04 0.09 0.01
 07.01.13 03:00 0.04 0.09 0.01
 -------- 04:00 0.04 0.09 0.01
 -------- 05:00 0.04 0.08 0.01
 -------- 06:00 0.04 0.09 0.01
 -------- 07:00 0.04 0.09 0.01
 07.01.13 08:00 0.06 0.10 0.01
 -------- 09:00 0.06 0.12 0.01
 -------- 10:00 0.06 0.12 0.01
 -------- 11:00 0.06 0.12 0.02
 -------- 12:00 0.06 0.11 0.02
 07.01.13 13:00 0.06 0.10 0.02
 -------- 14:00 0.06 0.11 0.02
 -------- 15:00 0.06 0.10 0.02
 -------- 16:00 0.06 0.11 0.02
 -------- 17:00 0.06 0.10 0.02
 07.01.13 18:00 0.07 0.14 0.02
 -------- 19:00 0.06 0.13 0.01
 -------- 20:00 0.06 0.10 0.01
 -------- 21:00 0.06 0.12 0.01
 -------- 22:00 0.06 0.12 0.01
 07.01.13 23:00 0.06 0.10 0.01
 -------- 00:00 0.06 0.10 0.01
 -------- 01:00 0.06 0.08 0.01
 -------- 02:00 0.06 0.07 0.01
 -------- 03:00 0.06 0.07 0.01
 08.01.13 04:00 0.07 0.08 0.01
 -------- 05:00 0.06 0.09 0.01
 -------- 06:00 0.07 0.07 0.01
 -------- 07:00 0.08 0.10 0.01
 -------- 08:00 0.08 0.13 0.02
 08.01.13 09:00 0.09 0.16 0.03
 -------- 10:00 0.09 0.15 0.03
 -------- 11:00 0.08 0.13 0.03
