 Date Time CO NO2 NO
 30.01.13 00:00 0.09 0.33 0.04
 -------- 01:00 0.09 0.33 0.03
 -------- 02:00 0.08 0.33 0.02
 -------- 03:00 0.08 0.28 0.02
 -------- 04:00 0.08 0.32 0.03
 30.01.13 05:00 0.08 0.29 0.02
 -------- 06:00 0.08 0.29 0.02
 -------- 07:00 0.09 0.33 0.08
 -------- 08:00 0.12 0.33 0.12
 -------- 09:00 0.16 0.35 0.17
 30.01.13 10:00 0.18 0.37 0.24
 -------- 11:00 0.19 0.37 0.26
 -------- 12:00 0.17 0.32 0.17
 -------- 13:00 0.15 0.30 0.13
 -------- 14:00 0.16 0.30 0.15
 30.01.13 15:00 0.16 0.31 0.15
 -------- 16:00 0.13 0.29 0.09
 -------- 17:00 0.12 0.29 0.08
 -------- 18:00 0.13 0.32 0.11
 -------- 19:00 0.12 0.32 0.09
 30.01.13 20:00 0.12 0.34 0.09
 -------- 21:00 0.11 0.29 0.03
 -------- 22:00 0.10 0.29 0.02
 -------- 23:00 0.08 0.23 0.01
 -------- 00:00 0.07 0.20 0.01
 31.01.13 01:00 0.06 0.15 0.01
 -------- 02:00 0.05 0.12 0.01
 -------- 03:00 0.06 0.11 0.01
 -------- 04:00 0.06 0.11 0.01
 -------- 05:00 0.06 0.12 0.00
 31.01.13 06:00 0.06 0.14 0.01
 -------- 07:00 0.06 0.18 0.01
 -------- 08:00 0.08 0.24 0.02
 -------- 09:00 0.08 0.22 0.02
 -------- 10:00 0.08 0.22 0.02
 31.01.13 11:00 0.08 0.19 0.02
 -------- 12:00 0.08 0.18 0.02
 -------- 13:00 0.08 0.15 0.03
 -------- 14:00 0.07 0.15 0.02
 -------- 15:00 0.07 0.16 0.02
 31.01.13 16:00 0.07 0.16 0.01
 -------- 17:00 0.08 0.17 0.01
 -------- 18:00 0.08 0.19 0.01
 -------- 19:00 0.08 0.21 0.02
 -------- 20:00 0.08 0.18 0.01
 31.01.13 21:00 0.08 0.18 0.01
 -------- 22:00 0.08 0.17 0.01
