 Date Time CO NO2 NO
 01.10.12 12:00 0.03 0.05 0.01
 -------- 13:00 0.04 0.05 0.01
 -------- 14:00 0.03 0.05 0.01
 -------- 15:00 0.04 0.06 0.01
 -------- 16:00 0.04 0.07 0.01
 01.10.12 17:00 0.04 0.08 0.01
 -------- 18:00 0.04 0.09 0.01
 -------- 07:00 0.12 0.23 0.22
 -------- 08:00 0.11 0.16 0.13
 -------- 09:00 0.12 0.18 0.13
 02.10.12 10:00 0.11 0.22 0.12
 -------- 11:00 0.10 0.18 0.08
 -------- 12:00 0.08 0.13 0.04
 -------- 13:00 0.06 0.09 0.02
 -------- 14:00 0.04 0.06 0.01
 02.10.12 15:00 0.03 0.06 0.01
 -------- 16:00 0.05 0.14 0.02
 -------- 17:00 0.06 0.19 0.02
 -------- 18:00 0.07 0.21 0.02
 -------- 19:00 0.09 0.26 0.05
 02.10.12 20:00 0.12 0.26 0.08
 -------- 21:00 0.11 0.25 0.09
 -------- 22:00 0.11 0.25 0.10
 -------- 23:00 0.10 0.28 0.07
 -------- 00:00 0.12 0.27 0.08
 03.10.12 01:00 0.10 0.25 0.11
 -------- 02:00 0.10 0.20 0.14
 -------- 03:00 0.08 0.20 0.03
 -------- 04:00 0.07 0.15 0.02
 -------- 05:00 0.06 0.13 0.01
 03.10.12 06:00 0.06 0.13 0.01
 -------- 07:00 0.06 0.17 0.01
 -------- 08:00 0.07 0.23 0.05
 -------- 09:00 0.09 0.22 0.06
 -------- 10:00 0.09 0.21 0.06
 03.10.12 11:00 0.09 0.19 0.04
