 Date Time CO NO2 NO
 08.02.13 12:00 0.08 0.27 0.09
 -------- 13:00 0.08 0.24 0.07
 -------- 14:00 0.09 0.23 0.06
 -------- 15:00 0.08 0.25 0.08
 -------- 16:00 0.08 0.25 0.07
 08.02.13 17:00 0.09 0.28 0.08
 -------- 18:00 0.08 0.28 0.06
 -------- 19:00 0.08 0.30 0.06
 -------- 20:00 0.11 0.32 0.05
 -------- 21:00 0.09 0.31 0.03
 08.02.13 22:00 0.06 0.29 0.03
 -------- 23:00 0.06 0.28 0.02
 -------- 00:00 0.06 0.28 0.03
 -------- 01:00 0.06 0.21 0.01
 -------- 02:00 0.06 0.23 0.01
 09.02.13 03:00 0.04 0.20 0.01
 -------- 04:00 0.04 0.17 0.01
 -------- 05:00 0.04 0.12 0.00
 -------- 06:00 0.04 0.11 0.00
 -------- 07:00 0.05 0.12 0.00
 09.02.13 08:00 0.07 0.22 0.02
 -------- 09:00 0.07 0.28 0.05
 -------- 10:00 0.06 0.23 0.03
 -------- 11:00 0.06 0.20 0.03
 -------- 12:00 0.06 0.15 0.02
 09.02.13 13:00 0.07 0.20 0.04
 -------- 14:00 0.08 0.24 0.05
 -------- 15:00 0.09 0.24 0.04
 -------- 16:00 0.08 0.26 0.04
 -------- 17:00 0.08 0.29 0.04
 09.02.13 18:00 0.07 0.28 0.03
 -------- 19:00 0.08 0.31 0.02
 -------- 20:00 0.06 0.25 0.01
 -------- 21:00 0.06 0.23 0.01
 -------- 22:00 0.05 0.19 0.01
 09.02.13 23:00 0.07 0.18 0.01
 -------- 00:00 0.05 0.12 0.01
 -------- 01:00 0.04 0.10 0.01
 -------- 02:00 0.04 0.08 0.00
 -------- 03:00 0.05 0.11 0.01
 10.02.13 04:00 0.04 0.08 0.00
 -------- 05:00 0.04 0.08 0.00
 -------- 06:00 0.04 0.09 0.01
 -------- 07:00 0.04 0.12 0.01
 -------- 08:00 0.04 0.11 0.01
 10.02.13 09:00 0.05 0.15 0.01
 -------- 10:00 0.06 0.23 0.04
 -------- 11:00 0.06 0.24 0.06
