 Date Time CO NO2 NO
 01.10.12 00:00 0.06 0.05 0.01
 -------- 01:00 0.04 0.04 0.01
 -------- 02:00 0.04 0.03 0.01
 -------- 03:00 0.04 0.03 0.01
 -------- 04:00 0.04 0.02 0.01
 01.10.12 05:00 0.04 0.02 0.01
 -------- 06:00 0.04 0.04 0.01
 -------- 07:00 0.04 0.05 0.01
 -------- 08:00 0.04 0.06 0.01
 -------- 09:00 0.04 0.07 0.01
 01.10.12 10:00 0.04 0.06 0.01
 -------- 11:00 0.04 0.05 0.01
 -------- 12:00 0.03 0.05 0.01
 -------- 13:00 0.04 0.05 0.01
 -------- 14:00 0.03 0.05 0.01
 01.10.12 15:00 0.04 0.06 0.01
 -------- 16:00 0.04 0.07 0.01
 -------- 17:00 0.04 0.08 0.01
 -------- 18:00 0.04 0.09 0.01
 -------- 07:00 0.12 0.23 0.22
 02.10.12 08:00 0.11 0.16 0.13
 -------- 09:00 0.12 0.18 0.13
 -------- 10:00 0.11 0.22 0.12
 -------- 11:00 0.10 0.18 0.08
 -------- 12:00 0.08 0.13 0.04
 02.10.12 13:00 0.06 0.09 0.02
 -------- 14:00 0.04 0.06 0.01
 -------- 15:00 0.04 0.06 0.01
