 Date Time CO NO2 NO
 04.12.12 12:00 0.10 0.19 0.10
 -------- 13:00 0.14 0.21 0.20
 -------- 14:00 0.15 0.22 0.20
 -------- 15:00 0.11 0.19 0.11
 -------- 16:00 0.10 0.14 0.07
 04.12.12 17:00 0.09 0.14 0.06
 -------- 18:00 0.06 0.14 0.03
 -------- 19:00 0.04 0.10 0.01
 -------- 20:00 0.04 0.09 0.01
 -------- 21:00 0.04 0.09 0.01
 04.12.12 22:00 0.04 0.09 0.01
 -------- 23:00 0.04 0.08 0.01
 -------- 00:00 0.04 0.08 0.01
 -------- 01:00 0.04 0.07 0.01
 -------- 02:00 0.04 0.07 0.01
 05.12.12 03:00 0.04 0.08 0.01
 -------- 04:00 0.04 0.07 0.01
 -------- 05:00 0.04 0.08 0.01
 -------- 06:00 0.04 0.11 0.01
 -------- 07:00 0.04 0.12 0.01
 05.12.12 08:00 0.06 0.14 0.01
 -------- 09:00 0.06 0.19 0.01
 -------- 10:00 0.05 0.19 0.01
 -------- 11:00 0.05 0.15 0.02
 -------- 12:00 0.06 0.18 0.03
 05.12.12 13:00 0.05 0.12 0.02
 -------- 14:00 0.05 0.11 0.02
 -------- 15:00 0.05 0.13 0.02
 -------- 16:00 0.07 0.19 0.02
 -------- 17:00 0.08 0.29 0.04
 05.12.12 18:00 0.09 0.31 0.05
 -------- 19:00 0.09 0.34 0.07
 -------- 20:00 0.08 0.30 0.03
 -------- 21:00 0.07 0.30 0.03
 -------- 22:00 0.07 0.30 0.03
 05.12.12 23:00 0.06 0.25 0.01
 -------- 00:00 0.06 0.30 0.03
 -------- 01:00 0.05 0.28 0.02
 -------- 02:00 0.06 0.30 0.04
 -------- 03:00 0.06 0.28 0.01
 06.12.12 04:00 0.05 0.27 0.01
 -------- 05:00 0.05 0.21 0.01
 -------- 06:00 0.06 0.27 0.02
 -------- 07:00 0.06 0.27 0.04
 -------- 08:00 0.09 0.34 0.10
 06.12.12 09:00 0.07 0.22 0.02
 -------- 10:00 0.07 0.23 0.04
 -------- 11:00 0.08 0.22 0.05
