 Date Time CO NO2 NO
 14.12.12 12:00 0.07 0.21 0.04
 -------- 13:00 0.06 0.21 0.04
 -------- 14:00 0.09 0.26 0.07
 -------- 15:00 0.09 0.25 0.05
 -------- 16:00 0.07 0.25 0.04
 14.12.12 17:00 0.06 0.28 0.03
 -------- 18:00 0.06 0.27 0.01
 -------- 19:00 0.06 0.32 0.03
 -------- 20:00 0.06 0.33 0.03
 -------- 21:00 0.08 0.34 0.03
 14.12.12 22:00 0.08 0.34 0.03
 -------- 23:00 0.07 0.33 0.05
 -------- 00:00 0.06 0.33 0.06
 -------- 01:00 0.06 0.29 0.04
 -------- 02:00 0.06 0.29 0.05
 15.12.12 03:00 0.06 0.29 0.04
 -------- 04:00 0.08 0.29 0.05
 -------- 05:00 0.08 0.29 0.04
 -------- 06:00 0.07 0.28 0.05
 -------- 07:00 0.08 0.28 0.07
 15.12.12 08:00 0.07 0.30 0.11
 -------- 09:00 0.08 0.32 0.13
 -------- 10:00 0.09 0.30 0.12
 -------- 11:00 0.11 0.28 0.14
 -------- 12:00 0.12 0.26 0.15
 15.12.12 13:00 0.13 0.28 0.16
 -------- 14:00 0.14 0.30 0.18
 -------- 15:00 0.14 0.32 0.16
 -------- 16:00 0.14 0.32 0.13
 -------- 17:00 0.13 0.35 0.13
 15.12.12 18:00 0.15 0.37 0.15
 -------- 19:00 0.13 0.34 0.13
 -------- 20:00 0.10 0.33 0.12
 -------- 21:00 0.09 0.34 0.08
 -------- 22:00 0.06 0.32 0.08
 15.12.12 23:00 0.06 0.29 0.06
 -------- 00:00 0.06 0.29 0.07
 -------- 01:00 0.06 0.27 0.05
 -------- 02:00 0.06 0.26 0.03
 -------- 03:00 0.06 0.30 0.06
 16.12.12 04:00 0.06 0.26 0.04
 -------- 05:00 0.07 0.27 0.07
 -------- 06:00 0.06 0.25 0.05
 -------- 07:00 0.06 0.25 0.05
 -------- 08:00 0.06 0.28 0.08
 16.12.12 09:00 0.09 0.30 0.09
 -------- 10:00 0.09 0.30 0.12
 -------- 11:00 0.09 0.26 0.12
