 Date Time CO NO2 NO
 27.09.12 23:00 0.09 0.25 0.02
 -------- 00:00 0.09 0.21 0.02
 -------- 01:00 0.07 0.17 0.01
 -------- 02:00 0.08 0.22 0.03
 -------- 03:00 0.06 0.24 0.05
 28.09.12 04:00 0.06 0.18 0.02
 -------- 05:00 0.06 0.19 0.02
 -------- 06:00 0.06 0.20 0.02
 -------- 07:00 0.06 0.18 0.02
 -------- 08:00 0.08 0.21 0.02
 28.09.12 09:00 0.07 0.18 0.02
 -------- 10:00 0.08 0.23 0.03
 -------- 11:00 0.08 0.21 0.03
 -------- 12:00 0.08 0.15 0.02
 -------- 13:00 0.07 0.09 0.01
 28.09.12 14:00 0.07 0.09 0.01
 -------- 15:00 0.06 0.10 0.01
 -------- 16:00 0.08 0.18 0.01
 -------- 17:00 0.08 0.17 0.01
 -------- 18:00 0.09 0.20 0.01
 28.09.12 19:00 0.10 0.21 0.01
 -------- 20:00 0.08 0.17 0.01
 -------- 21:00 0.07 0.12 0.01
 -------- 22:00 0.06 0.07 0.01
 -------- 23:00 0.06 0.07 0.01
 29.09.12 00:00 0.05 0.07 0.00
 -------- 01:00 0.05 0.06 0.01
 -------- 02:00 0.04 0.06 0.01
 -------- 03:00 0.04 0.06 0.01
 -------- 04:00 0.04 0.08 0.01
 29.09.12 05:00 0.05 0.09 0.01
 -------- 06:00 0.05 0.11 0.01
 -------- 07:00 0.06 0.10 0.01
 -------- 08:00 0.06 0.11 0.01
 -------- 09:00 0.06 0.10 0.01
 29.09.12 10:00 0.06 0.07 0.01
 -------- 11:00 0.06 0.07 0.01
 -------- 12:00 0.05 0.05 0.01
 -------- 13:00 0.06 0.06 0.01
 -------- 14:00 0.05 0.04 0.01
 29.09.12 15:00 0.06 0.05 0.01
 -------- 16:00 0.04 0.05 0.01
 -------- 17:00 0.05 0.05 0.01
 -------- 18:00 0.05 0.08 0.01
 -------- 19:00 0.06 0.12 0.01
 29.09.12 20:00 0.08 0.13 0.01
 -------- 21:00 0.10 0.27 0.02
 -------- 22:00 0.11 0.24 0.02
 -------- 23:00 0.12 0.24 0.02
