 Date Time CO NO2 NO
 07.12.12 12:00 0.06 0.23 0.07
 -------- 13:00 0.06 0.21 0.05
 -------- 14:00 0.07 0.20 0.04
 -------- 15:00 0.08 0.25 0.10
 -------- 16:00 0.08 0.24 0.07
 07.12.12 17:00 0.10 0.26 0.10
 -------- 18:00 0.10 0.26 0.12
 -------- 19:00 0.11 0.25 0.09
 -------- 20:00 0.11 0.25 0.12
 -------- 21:00 0.11 0.22 0.10
 07.12.12 22:00 0.12 0.21 0.10
 -------- 23:00 0.11 0.20 0.12
 -------- 00:00 0.10 0.19 0.10
 -------- 01:00 0.10 0.19 0.08
 -------- 02:00 0.08 0.18 0.05
 08.12.12 03:00 0.08 0.18 0.04
 -------- 04:00 0.07 0.17 0.04
 -------- 05:00 0.07 0.16 0.03
 -------- 06:00 0.08 0.18 0.06
 -------- 07:00 0.09 0.18 0.10
 08.12.12 08:00 0.10 0.22 0.16
 -------- 09:00 0.13 0.24 0.20
