 Date Time CO NO2 NO
 13.03.13 12:00 0.08 0.28 0.08
 -------- 13:00 0.06 0.25 0.07
 -------- 14:00 0.06 0.22 0.04
 -------- 15:00 0.06 0.26 0.04
 -------- 16:00 0.06 0.36 0.08
 13.03.13 17:00 0.07 0.33 0.05
 -------- 18:00 0.07 0.38 0.05
 -------- 19:00 0.08 0.43 0.03
 -------- 20:00 0.10 0.48 0.03
 -------- 21:00 0.10 0.57 0.07
 13.03.13 22:00 0.10 0.58 0.09
 -------- 23:00 0.11 0.47 0.02
 -------- 00:00 0.13 0.49 0.03
 -------- 01:00 0.16 0.50 0.06
 -------- 02:00 0.16 0.50 0.05
 14.03.13 03:00 0.15 0.49 0.08
 -------- 04:00 0.15 0.49 0.08
 -------- 05:00 0.15 0.47 0.09
 -------- 06:00 0.11 0.48 0.06
 -------- 07:00 0.09 0.53 0.05
 14.03.13 08:00 0.10 0.51 0.07
 -------- 09:00 0.12 0.50 0.12
 -------- 10:00 0.13 0.52 0.18
 -------- 11:00 0.14 0.50 0.15
 -------- 12:00 0.12 0.48 0.15
 14.03.13 13:00 0.12 0.44 0.14
 -------- 14:00 0.13 0.43 0.13
 -------- 15:00 0.14 0.43 0.12
 -------- 16:00 0.15 0.50 0.15
 -------- 17:00 0.19 0.51 0.14
 14.03.13 18:00 0.11 0.36 0.03
 -------- 19:00 0.08 0.25 0.01
 -------- 20:00 0.08 0.29 0.01
 -------- 21:00 0.08 0.30 0.01
 -------- 22:00 0.06 0.24 0.01
 14.03.13 23:00 0.06 0.22 0.01
 -------- 00:00 0.06 0.23 0.01
 -------- 01:00 0.07 0.19 0.01
 -------- 02:00 0.08 0.18 0.01
 -------- 03:00 0.08 0.21 0.01
 15.03.13 04:00 0.09 0.27 0.01
 -------- 05:00 0.10 0.36 0.02
 -------- 06:00 0.11 0.38 0.08
 -------- 07:00 0.13 0.38 0.12
 -------- 08:00 0.17 0.42 0.19
 15.03.13 09:00 0.21 0.50 0.30
 -------- 10:00 0.19 0.45 0.20
 -------- 11:00 0.17 0.39 0.17
