 Date Time CO NO2 NO
 21.12.12 12:00 0.24 0.35 0.35
 -------- 13:00 0.24 0.36 0.36
 -------- 14:00 0.24 0.35 0.34
 -------- 15:00 0.25 0.37 0.35
 -------- 16:00 0.27 0.39 0.36
 21.12.12 17:00 0.26 0.39 0.33
 -------- 18:00 0.16 0.32 0.18
 -------- 19:00 0.12 0.30 0.14
 -------- 20:00 0.11 0.28 0.11
 -------- 21:00 0.12 0.30 0.14
 21.12.12 22:00 0.12 0.30 0.14
 -------- 23:00 0.12 0.30 0.12
 -------- 00:00 0.11 0.31 0.12
 -------- 01:00 0.10 0.29 0.08
 -------- 02:00 0.11 0.28 0.06
 22.12.12 03:00 0.10 0.28 0.06
 -------- 04:00 0.10 0.29 0.05
 -------- 05:00 0.10 0.29 0.04
 -------- 06:00 0.09 0.30 0.04
 -------- 07:00 0.11 0.34 0.07
 22.12.12 08:00 0.10 0.34 0.09
 -------- 09:00 0.10 0.34 0.10
 -------- 10:00 0.11 0.30 0.06
 -------- 11:00 0.10 0.28 0.06
 -------- 12:00 0.09 0.28 0.07
 22.12.12 13:00 0.10 0.30 0.09
 -------- 14:00 0.12 0.33 0.10
 -------- 15:00 0.15 0.38 0.13
 -------- 16:00 0.13 0.38 0.10
 -------- 17:00 0.13 0.39 0.07
 22.12.12 18:00 0.12 0.37 0.06
 -------- 19:00 0.10 0.36 0.04
 -------- 20:00 0.09 0.30 0.02
 -------- 21:00 0.09 0.26 0.02
 -------- 22:00 0.08 0.23 0.02
 22.12.12 23:00 0.08 0.24 0.01
 -------- 00:00 0.08 0.27 0.02
 -------- 01:00 0.09 0.28 0.02
 -------- 02:00 0.12 0.33 0.05
 -------- 03:00 0.12 0.33 0.08
 23.12.12 04:00 0.12 0.33 0.07
 -------- 05:00 0.11 0.31 0.05
 -------- 06:00 0.07 0.27 0.01
 -------- 07:00 0.07 0.25 0.01
 -------- 08:00 0.07 0.25 0.01
 23.12.12 09:00 0.07 0.29 0.05
 -------- 10:00 0.08 0.32 0.09
 -------- 11:00 0.10 0.26 0.05
