 Date Time CO NO2 NO
 16.12.12 12:00 0.14 0.33 0.19
 -------- 13:00 0.13 0.29 0.14
 -------- 14:00 0.12 0.29 0.13
 -------- 15:00 0.12 0.32 0.13
 -------- 16:00 0.13 0.34 0.13
 16.12.12 17:00 0.13 0.35 0.14
 -------- 18:00 0.13 0.42 0.24
 -------- 19:00 0.13 0.34 0.15
 -------- 20:00 0.14 0.34 0.15
 -------- 21:00 0.12 0.36 0.13
 16.12.12 22:00 0.10 0.39 0.12
 -------- 23:00 0.09 0.35 0.11
 -------- 00:00 0.08 0.34 0.10
 -------- 01:00 0.09 0.34 0.09
 -------- 02:00 0.11 0.34 0.14
 17.12.12 03:00 0.12 0.33 0.15
 -------- 04:00 0.12 0.33 0.15
 -------- 05:00 0.18 0.39 0.32
 -------- 06:00 0.19 0.40 0.35
 -------- 07:00 0.17 0.37 0.31
 17.12.12 08:00 0.17 0.38 0.30
 -------- 09:00 0.19 0.37 0.29
 -------- 10:00 0.20 0.40 0.32
 -------- 11:00 0.14 0.35 0.17
 -------- 12:00 0.10 0.34 0.11
 17.12.12 13:00 0.11 0.34 0.12
 -------- 14:00 0.13 0.40 0.17
 -------- 15:00 0.13 0.42 0.18
 -------- 16:00 0.19 0.47 0.25
 -------- 17:00 0.11 0.38 0.09
 17.12.12 18:00 0.09 0.36 0.06
 -------- 19:00 0.10 0.35 0.07
 -------- 20:00 0.10 0.34 0.10
 -------- 21:00 0.10 0.32 0.09
 -------- 22:00 0.10 0.29 0.07
 17.12.12 23:00 0.09 0.32 0.13
 -------- 00:00 0.08 0.30 0.13
 -------- 01:00 0.09 0.28 0.10
 -------- 02:00 0.08 0.27 0.08
 -------- 03:00 0.08 0.27 0.08
 18.12.12 04:00 0.08 0.27 0.09
 -------- 05:00 0.08 0.27 0.10
 -------- 06:00 0.09 0.27 0.12
 -------- 07:00 0.09 0.28 0.13
 -------- 08:00 0.09 0.35 0.16
 18.12.12 09:00 0.11 0.35 0.16
 -------- 10:00 0.14 0.32 0.16
 -------- 11:00 0.13 0.30 0.20
