 Date Time CO NO2 NO
 06.02.13 00:00 0.08 0.18 0.01
 -------- 01:00 0.07 0.18 0.01
 -------- 02:00 0.06 0.14 0.01
 -------- 03:00 0.06 0.13 0.01
 -------- 04:00 0.06 0.11 0.01
 06.02.13 05:00 0.06 0.10 0.00
 -------- 06:00 0.06 0.13 0.01
 -------- 07:00 0.06 0.18 0.01
 -------- 08:00 0.07 0.22 0.01
 -------- 09:00 0.07 0.22 0.01
 06.02.13 10:00 0.06 0.20 0.01
 -------- 11:00 0.06 0.17 0.01
 -------- 12:00 0.06 0.17 0.02
 -------- 13:00 0.06 0.14 0.02
 -------- 14:00 0.06 0.16 0.02
 06.02.13 15:00 0.07 0.20 0.03
 -------- 16:00 0.08 0.24 0.02
 -------- 17:00 0.08 0.22 0.01
 -------- 18:00 0.08 0.20 0.01
 -------- 19:00 0.08 0.19 0.01
 06.02.13 20:00 0.08 0.17 0.01
 -------- 21:00 0.08 0.19 0.01
 -------- 22:00 0.08 0.15 0.01
 -------- 23:00 0.08 0.15 0.01
 -------- 00:00 0.08 0.19 0.04
 07.02.13 01:00 0.08 0.17 0.01
 -------- 02:00 0.07 0.14 0.01
 -------- 03:00 0.06 0.07 0.01
 -------- 04:00 0.06 0.06 0.01
 -------- 05:00 0.06 0.07 0.01
 07.02.13 06:00 0.06 0.07 0.01
 -------- 07:00 0.07 0.13 0.01
 -------- 08:00 0.08 0.13 0.01
 -------- 09:00 0.08 0.19 0.03
 -------- 10:00 0.08 0.17 0.02
 07.02.13 11:00 0.08 0.17 0.02
 -------- 12:00 0.08 0.17 0.03
 -------- 13:00 0.08 0.15 0.02
 -------- 14:00 0.08 0.13 0.02
 -------- 15:00 0.08 0.18 0.03
 07.02.13 16:00 0.08 0.18 0.03
 -------- 17:00 0.08 0.21 0.03
 -------- 18:00 0.08 0.25 0.03
 -------- 19:00 0.06 0.21 0.01
 -------- 20:00 0.08 0.18 0.01
 07.02.13 21:00 0.08 0.17 0.01
 -------- 22:00 0.08 0.14 0.01
 -------- 23:00 0.08 0.20 0.03
 -------- 00:00 0.08 0.21 0.02
