 Date Time CO NO2 NO
 29.10.12 12:00 0.06 0.14 0.02
 -------- 13:00 0.06 0.14 0.02
 -------- 14:00 0.06 0.16 0.02
 -------- 15:00 0.05 0.16 0.02
 -------- 16:00 0.05 0.14 0.01
 29.10.12 17:00 0.04 0.11 0.01
 -------- 18:00 0.05 0.13 0.01
 -------- 19:00 0.05 0.14 0.01
 -------- 20:00 0.04 0.14 0.01
 -------- 21:00 0.06 0.17 0.01
 29.10.12 22:00 0.05 0.14 0.01
 -------- 23:00 0.04 0.13 0.01
 -------- 00:00 0.05 0.17 0.01
 -------- 01:00 0.04 0.13 0.01
 -------- 02:00 0.04 0.12 0.01
 30.10.12 03:00 0.03 0.07 0.01
 -------- 04:00 0.04 0.07 0.01
 -------- 05:00 0.04 0.10 0.01
 -------- 06:00 0.04 0.15 0.01
 -------- 07:00 0.05 0.20 0.04
 30.10.12 08:00 0.06 0.25 0.07
 -------- 09:00 0.06 0.22 0.07
 -------- 10:00 0.07 0.22 0.08
 -------- 11:00 0.07 0.22 0.07
 -------- 12:00 0.06 0.18 0.05
 30.10.12 13:00 0.06 0.17 0.03
 -------- 14:00 0.07 0.20 0.04
 -------- 15:00 0.06 0.19 0.02
 -------- 16:00 0.05 0.13 0.01
 -------- 17:00 0.04 0.11 0.01
 30.10.12 18:00 0.04 0.12 0.01
 -------- 19:00 0.04 0.13 0.01
 -------- 20:00 0.04 0.11 0.01
 -------- 21:00 0.05 0.13 0.01
 -------- 22:00 0.04 0.11 0.01
 30.10.12 23:00 0.04 0.12 0.01
 -------- 00:00 0.04 0.14 0.01
 -------- 01:00 0.04 0.14 0.01
 -------- 02:00 0.04 0.14 0.01
 -------- 03:00 0.04 0.14 0.01
 31.10.12 04:00 0.05 0.17 0.01
 -------- 05:00 0.06 0.20 0.03
 -------- 06:00 0.09 0.23 0.10
 -------- 07:00 0.11 0.25 0.15
 -------- 08:00 0.13 0.24 0.20
 31.10.12 09:00 0.15 0.25 0.23
 -------- 10:00 0.13 0.23 0.19
