 Date Time CO NO2 NO
 16.03.13 12:00 0.11 0.37 0.11
 -------- 13:00 0.09 0.21 0.04
 -------- 14:00 0.08 0.13 0.02
 -------- 15:00 0.08 0.14 0.02
 -------- 16:00 0.08 0.13 0.01
 16.03.13 17:00 0.07 0.13 0.01
 -------- 18:00 0.09 0.14 0.01
 -------- 19:00 0.08 0.13 0.01
 -------- 20:00 0.08 0.15 0.01
 -------- 21:00 0.08 0.15 0.01
 16.03.13 22:00 0.09 0.18 0.01
 -------- 23:00 0.07 0.12 0.01
 -------- 00:00 0.06 0.09 0.01
 -------- 01:00 0.06 0.08 0.01
 -------- 02:00 0.06 0.07 0.01
 17.03.13 03:00 0.06 0.07 0.01
 -------- 04:00 0.06 0.06 0.01
 -------- 05:00 0.04 0.06 0.01
 -------- 06:00 0.04 0.06 0.01
 -------- 07:00 0.04 0.06 0.01
 17.03.13 08:00 0.05 0.09 0.01
 -------- 09:00 0.06 0.08 0.01
 -------- 10:00 0.06 0.08 0.01
 -------- 11:00 0.06 0.07 0.01
 -------- 12:00 0.06 0.06 0.01
 17.03.13 13:00 0.06 0.06 0.01
 -------- 14:00 0.05 0.05 0.01
 -------- 15:00 0.04 0.06 0.01
 -------- 16:00 0.05 0.07 0.01
 -------- 17:00 0.06 0.07 0.01
 17.03.13 18:00 0.06 0.13 0.01
 -------- 19:00 0.07 0.19 0.01
 -------- 20:00 0.09 0.32 0.02
 -------- 21:00 0.08 0.28 0.01
 -------- 22:00 0.11 0.40 0.05
 17.03.13 23:00 0.11 0.42 0.14
 -------- 00:00 0.13 0.44 0.24
 -------- 01:00 0.13 0.44 0.24
 -------- 02:00 0.11 0.42 0.14
 -------- 03:00 0.10 0.41 0.12
 18.03.13 04:00 0.11 0.42 0.23
 -------- 05:00 0.12 0.42 0.25
 -------- 06:00 0.12 0.44 0.29
 -------- 07:00 0.17 0.45 0.37
 -------- 08:00 0.21 0.46 0.38
 18.03.13 09:00 0.25 0.48 0.41
 -------- 10:00 0.20 0.42 0.26
 -------- 11:00 0.15 0.37 0.16
