 Date Time CO NO2 NO
 29.01.13 12:00 0.13 0.30 0.13
 -------- 13:00 0.14 0.33 0.17
 -------- 14:00 0.15 0.34 0.17
 -------- 15:00 0.14 0.34 0.15
 -------- 16:00 0.13 0.35 0.15
 29.01.13 17:00 0.12 0.34 0.10
 -------- 18:00 0.12 0.33 0.06
 -------- 19:00 0.12 0.33 0.05
 -------- 20:00 0.13 0.37 0.12
 -------- 21:00 0.14 0.37 0.15
 29.01.13 22:00 0.12 0.35 0.08
 -------- 23:00 0.11 0.32 0.04
 -------- 00:00 0.09 0.32 0.03
 -------- 01:00 0.09 0.33 0.03
 -------- 02:00 0.08 0.33 0.02
 30.01.13 03:00 0.08 0.28 0.02
 -------- 04:00 0.08 0.32 0.03
 -------- 05:00 0.08 0.29 0.02
 -------- 06:00 0.08 0.29 0.02
 -------- 07:00 0.09 0.33 0.08
 30.01.13 08:00 0.12 0.33 0.12
 -------- 09:00 0.16 0.35 0.17
 -------- 10:00 0.18 0.37 0.24
 -------- 11:00 0.19 0.37 0.26
 -------- 12:00 0.17 0.32 0.17
 30.01.13 13:00 0.15 0.30 0.13
 -------- 14:00 0.16 0.30 0.15
 -------- 15:00 0.16 0.31 0.15
 -------- 16:00 0.13 0.29 0.09
 -------- 17:00 0.12 0.29 0.08
 30.01.13 18:00 0.13 0.32 0.11
 -------- 19:00 0.12 0.32 0.09
 -------- 20:00 0.12 0.34 0.09
 -------- 21:00 0.11 0.29 0.03
 -------- 22:00 0.10 0.29 0.02
 30.01.13 23:00 0.08 0.23 0.01
 -------- 00:00 0.07 0.20 0.01
 -------- 01:00 0.06 0.15 0.01
 -------- 02:00 0.05 0.12 0.01
 -------- 03:00 0.06 0.11 0.01
 31.01.13 04:00 0.06 0.11 0.01
 -------- 05:00 0.06 0.12 0.00
 -------- 06:00 0.06 0.14 0.01
 -------- 07:00 0.06 0.18 0.01
 -------- 08:00 0.08 0.24 0.02
 31.01.13 09:00 0.08 0.22 0.02
 -------- 10:00 0.08 0.22 0.02
 -------- 11:00 0.08 0.19 0.02
