 Date Time CO NO2 NO
 14.02.13 00:00 0.08 0.34 0.02
 -------- 01:00 0.08 0.34 0.02
 -------- 02:00 0.11 0.40 0.13
 -------- 03:00 0.10 0.39 0.09
 -------- 04:00 0.10 0.38 0.08
 14.02.13 05:00 0.10 0.37 0.08
 -------- 06:00 0.10 0.36 0.08
 -------- 07:00 0.10 0.35 0.08
 -------- 17:00 0.12 0.36 0.07
 -------- 18:00 0.13 0.42 0.08
 14.02.13 19:00 0.12 0.37 0.05
 -------- 20:00 0.10 0.27 0.01
 -------- 21:00 0.10 0.33 0.02
 -------- 22:00 0.13 0.39 0.06
 -------- 23:00 0.14 0.41 0.10
 15.02.13 00:00 0.15 0.40 0.11
 -------- 01:00 0.16 0.40 0.14
 -------- 02:00 0.15 0.40 0.12
 -------- 03:00 0.13 0.39 0.12
 -------- 04:00 0.12 0.37 0.10
 15.02.13 05:00 0.12 0.39 0.14
 -------- 06:00 0.12 0.38 0.12
 -------- 07:00 0.11 0.38 0.12
 -------- 08:00 0.11 0.38 0.12
 -------- 09:00 0.13 0.40 0.14
 15.02.13 10:00 0.14 0.41 0.16
 -------- 11:00 0.17 0.42 0.21
 -------- 12:00 0.15 0.39 0.18
 -------- 13:00 0.14 0.35 0.15
 -------- 14:00 0.17 0.41 0.23
 15.02.13 15:00 0.17 0.40 0.20
 -------- 16:00 0.15 0.40 0.17
 -------- 17:00 0.14 0.40 0.12
 -------- 18:00 0.14 0.42 0.12
 -------- 19:00 0.13 0.41 0.09
 15.02.13 20:00 0.15 0.43 0.14
 -------- 21:00 0.14 0.38 0.11
 -------- 22:00 0.14 0.38 0.13
 -------- 23:00 0.17 0.43 0.17
 -------- 00:00 0.18 0.43 0.15
