 Date Time CO NO2 NO
 03.02.13 12:00 0.06 0.19 0.02
 -------- 13:00 0.06 0.19 0.03
 -------- 14:00 0.06 0.17 0.02
 -------- 15:00 0.06 0.15 0.01
 -------- 16:00 0.06 0.14 0.01
 03.02.13 17:00 0.06 0.13 0.01
 -------- 18:00 0.08 0.14 0.01
 -------- 19:00 0.08 0.15 0.01
 -------- 20:00 0.08 0.15 0.01
 -------- 21:00 0.07 0.16 0.01
 03.02.13 22:00 0.07 0.16 0.01
 -------- 23:00 0.08 0.17 0.00
 -------- 00:00 0.07 0.15 0.01
 -------- 01:00 0.06 0.12 0.01
 -------- 02:00 0.06 0.12 0.01
 04.02.13 03:00 0.06 0.14 0.01
 -------- 04:00 0.06 0.18 0.01
 -------- 05:00 0.08 0.23 0.01
 -------- 06:00 0.09 0.23 0.02
 -------- 07:00 0.08 0.23 0.03
 04.02.13 08:00 0.10 0.24 0.03
 -------- 09:00 0.10 0.24 0.05
 -------- 10:00 0.16 0.30 0.23
 -------- 11:00 0.17 0.33 0.23
 -------- 12:00 0.17 0.30 0.19
 04.02.13 13:00 0.12 0.22 0.08
 -------- 14:00 0.08 0.18 0.04
 -------- 15:00 0.08 0.18 0.04
 -------- 16:00 0.08 0.19 0.04
 -------- 17:00 0.07 0.15 0.03
 04.02.13 18:00 0.06 0.16 0.02
 -------- 19:00 0.06 0.17 0.02
