 Date Time CO NO2 NO
 24.01.13 00:00 0.18 0.38 0.23
 -------- 01:00 0.19 0.38 0.27
 -------- 02:00 0.17 0.36 0.25
 -------- 03:00 0.16 0.36 0.24
 -------- 04:00 0.17 0.39 0.35
 24.01.13 05:00 0.18 0.37 0.31
 -------- 06:00 0.17 0.38 0.30
 -------- 07:00 0.18 0.38 0.30
 -------- 08:00 0.18 0.39 0.27
 -------- 09:00 0.16 0.37 0.22
 24.01.13 10:00 0.14 0.38 0.21
 -------- 11:00 0.12 0.34 0.13
 -------- 12:00 0.08 0.26 0.07
 -------- 13:00 0.06 0.20 0.04
 -------- 14:00 0.04 0.16 0.03
 24.01.13 15:00 0.04 0.14 0.02
 -------- 16:00 0.04 0.18 0.03
 -------- 17:00 0.04 0.14 0.01
 -------- 18:00 0.03 0.13 0.01
 -------- 19:00 0.02 0.11 0.01
 24.01.13 20:00 0.05 0.17 0.01
 -------- 21:00 0.07 0.26 0.01
 -------- 22:00 0.06 0.21 0.01
 -------- 23:00 0.07 0.21 0.01
 -------- 00:00 0.06 0.17 0.01
 25.01.13 01:00 0.06 0.18 0.01
 -------- 02:00 0.06 0.18 0.01
 -------- 03:00 0.06 0.17 0.01
 -------- 04:00 0.06 0.18 0.01
 -------- 05:00 0.06 0.16 0.01
 25.01.13 06:00 0.06 0.18 0.01
 -------- 07:00 0.06 0.20 0.01
 -------- 08:00 0.07 0.24 0.02
 -------- 09:00 0.08 0.25 0.03
 -------- 10:00 0.08 0.22 0.03
 25.01.13 11:00 0.08 0.16 0.03
 -------- 12:00 0.08 0.18 0.05
 -------- 13:00 0.08 0.16 0.04
 -------- 14:00 0.07 0.11 0.03
 -------- 15:00 0.06 0.12 0.03
 25.01.13 16:00 0.08 0.16 0.03
 -------- 17:00 0.08 0.22 0.03
 -------- 18:00 0.09 0.28 0.03
 -------- 19:00 0.10 0.30 0.02
 -------- 20:00 0.10 0.28 0.02
 25.01.13 21:00 0.10 0.30 0.03
 -------- 22:00 0.11 0.33 0.08
 -------- 23:00 0.12 0.33 0.09
