 Date Time CO NO2 NO
 30.04.13 12:00 0.06 0.16 0.01
 -------- 13:00 0.08 0.21 0.01
 -------- 14:00 0.08 0.24 0.02
 -------- 15:00 0.08 0.20 0.01
 -------- 16:00 0.08 0.15 0.01
 30.04.13 17:00 0.08 0.13 0.02
 -------- 18:00 0.06 0.10 0.02
 -------- 19:00 0.07 0.09 0.01
 -------- 20:00 0.06 0.12 0.01
 -------- 21:00 0.08 0.24 0.01
 30.04.13 22:00 0.10 0.28 0.01
 -------- 23:00 0.10 0.30 0.01
 -------- 00:00 0.11 0.31 0.05
 -------- 01:00 0.09 0.26 0.02
 -------- 02:00 0.08 0.20 0.01
 01.05.13 03:00 0.08 0.29 0.02
 -------- 04:00 0.08 0.28 0.02
 -------- 05:00 0.09 0.32 0.03
 -------- 06:00 0.08 0.25 0.01
 -------- 07:00 0.09 0.26 0.03
 01.05.13 08:00 0.08 0.18 0.03
 -------- 09:00 0.06 0.09 0.02
 -------- 10:00 0.04 0.05 0.01
 -------- 11:00 0.04 0.05 0.01
 -------- 12:00 0.04 0.05 0.01
 01.05.13 13:00 0.04 0.04 0.01
 -------- 14:00 0.04 0.03 0.01
 -------- 15:00 0.04 0.04 0.01
 -------- 16:00 0.04 0.04 0.01
 -------- 17:00 0.04 0.03 0.01
 01.05.13 18:00 0.04 0.04 0.01
 -------- 19:00 0.04 0.06 0.01
 -------- 20:00 0.05 0.12 0.01
 -------- 21:00 0.08 0.20 0.01
 -------- 22:00 0.12 0.38 0.02
 01.05.13 23:00 0.19 0.44 0.12
 -------- 00:00 0.18 0.35 0.09
 -------- 01:00 0.21 0.36 0.23
 -------- 02:00 0.19 0.32 0.21
 -------- 03:00 0.19 0.31 0.18
 02.05.13 04:00 0.16 0.30 0.14
 -------- 05:00 0.16 0.27 0.14
 -------- 06:00 0.16 0.24 0.14
 -------- 07:00 0.17 0.29 0.21
 -------- 08:00 0.15 0.27 0.13
 02.05.13 09:00 0.15 0.30 0.12
 -------- 10:00 0.17 0.30 0.09
 -------- 11:00 0.07 0.11 0.02
