 Date Time CO NO2 NO
 15.12.12 00:00 0.06 0.33 0.06
 -------- 01:00 0.06 0.29 0.04
 -------- 02:00 0.06 0.29 0.05
 -------- 03:00 0.06 0.29 0.04
 -------- 04:00 0.08 0.29 0.05
 15.12.12 05:00 0.08 0.29 0.04
 -------- 06:00 0.07 0.28 0.05
 -------- 07:00 0.08 0.28 0.07
 -------- 08:00 0.07 0.30 0.11
 -------- 09:00 0.08 0.32 0.13
 15.12.12 10:00 0.09 0.30 0.12
 -------- 11:00 0.11 0.28 0.14
 -------- 12:00 0.12 0.26 0.15
 -------- 13:00 0.13 0.28 0.16
 -------- 14:00 0.14 0.30 0.18
 15.12.12 15:00 0.14 0.32 0.16
 -------- 16:00 0.14 0.32 0.13
 -------- 17:00 0.13 0.35 0.13
 -------- 18:00 0.15 0.37 0.15
 -------- 19:00 0.13 0.34 0.13
 15.12.12 20:00 0.10 0.33 0.12
 -------- 21:00 0.09 0.34 0.08
 -------- 22:00 0.06 0.32 0.08
 -------- 23:00 0.06 0.29 0.06
 -------- 00:00 0.06 0.29 0.07
 16.12.12 01:00 0.06 0.27 0.05
 -------- 02:00 0.06 0.26 0.03
 -------- 03:00 0.06 0.30 0.06
 -------- 04:00 0.06 0.26 0.04
 -------- 05:00 0.07 0.27 0.07
 16.12.12 06:00 0.06 0.25 0.05
 -------- 07:00 0.06 0.25 0.05
 -------- 08:00 0.06 0.28 0.08
 -------- 09:00 0.09 0.30 0.09
 -------- 10:00 0.09 0.30 0.12
 16.12.12 11:00 0.09 0.26 0.12
 -------- 12:00 0.13 0.32 0.18
 -------- 13:00 0.13 0.29 0.14
 -------- 14:00 0.12 0.29 0.13
 -------- 15:00 0.12 0.32 0.13
 16.12.12 16:00 0.13 0.34 0.13
 -------- 17:00 0.13 0.35 0.14
 -------- 18:00 0.13 0.42 0.24
 -------- 19:00 0.13 0.34 0.15
 -------- 20:00 0.14 0.34 0.15
 16.12.12 21:00 0.12 0.36 0.13
 -------- 22:00 0.10 0.39 0.12
 -------- 23:00 0.10 0.36 0.12
