 Date Time CO NO2 NO
 28.12.12 12:00 0.08 0.19 0.03
 -------- 13:00 0.08 0.22 0.05
 -------- 14:00 0.08 0.19 0.03
 -------- 15:00 0.08 0.19 0.02
 -------- 16:00 0.08 0.18 0.02
 28.12.12 17:00 0.08 0.22 0.02
 -------- 18:00 0.08 0.20 0.01
 -------- 19:00 0.08 0.18 0.01
 -------- 20:00 0.08 0.18 0.01
 -------- 21:00 0.07 0.14 0.01
 28.12.12 22:00 0.05 0.09 0.01
 -------- 23:00 0.04 0.10 0.01
 -------- 00:00 0.04 0.10 0.01
 -------- 01:00 0.04 0.09 0.01
 -------- 02:00 0.04 0.05 0.01
 29.12.12 03:00 0.04 0.06 0.01
 -------- 04:00 0.04 0.07 0.01
 -------- 05:00 0.04 0.08 0.01
 -------- 06:00 0.04 0.08 0.01
 -------- 07:00 0.04 0.09 0.01
 29.12.12 08:00 0.04 0.10 0.01
 -------- 09:00 0.04 0.10 0.01
 -------- 10:00 0.06 0.11 0.01
 -------- 11:00 0.06 0.11 0.01
 -------- 12:00 0.06 0.10 0.01
 29.12.12 13:00 0.06 0.09 0.01
 -------- 14:00 0.05 0.09 0.01
 -------- 15:00 0.04 0.10 0.01
 -------- 16:00 0.05 0.10 0.01
 -------- 17:00 0.06 0.10 0.01
 29.12.12 18:00 0.05 0.10 0.01
 -------- 19:00 0.05 0.10 0.01
 -------- 20:00 0.05 0.10 0.01
 -------- 21:00 0.05 0.10 0.01
 -------- 22:00 0.04 0.08 0.01
 29.12.12 23:00 0.06 0.09 0.01
 -------- 00:00 0.05 0.09 0.01
 -------- 01:00 0.05 0.09 0.01
 -------- 02:00 0.04 0.06 0.01
 -------- 03:00 0.04 0.05 0.01
 30.12.12 04:00 0.05 0.05 0.01
 -------- 05:00 0.06 0.07 0.01
 -------- 06:00 0.06 0.09 0.01
 -------- 07:00 0.06 0.09 0.01
 -------- 08:00 0.06 0.10 0.01
 30.12.12 09:00 0.06 0.09 0.01
 -------- 10:00 0.06 0.08 0.01
 -------- 11:00 0.06 0.08 0.01
