 Date Time CO NO2 NO
 25.12.12 00:00 0.11 0.40 0.11
 -------- 01:00 0.10 0.38 0.08
 -------- 02:00 0.09 0.36 0.05
 -------- 03:00 0.08 0.37 0.04
 -------- 04:00 0.08 0.34 0.03
 25.12.12 05:00 0.09 0.38 0.05
 -------- 06:00 0.08 0.28 0.02
 -------- 07:00 0.08 0.28 0.01
 -------- 08:00 0.09 0.26 0.01
 -------- 09:00 0.08 0.23 0.01
 25.12.12 10:00 0.08 0.24 0.01
 -------- 11:00 0.08 0.24 0.03
 -------- 12:00 0.08 0.21 0.02
 -------- 13:00 0.08 0.20 0.02
 -------- 14:00 0.08 0.19 0.02
 25.12.12 15:00 0.08 0.19 0.02
 -------- 16:00 0.09 0.20 0.02
 -------- 17:00 0.08 0.22 0.01
 -------- 18:00 0.09 0.22 0.01
 -------- 19:00 0.10 0.23 0.01
 25.12.12 20:00 0.08 0.21 0.01
 -------- 21:00 0.08 0.21 0.01
 -------- 22:00 0.08 0.20 0.01
 -------- 23:00 0.08 0.20 0.03
 -------- 00:00 0.08 0.16 0.01
 26.12.12 01:00 0.08 0.13 0.01
 -------- 02:00 0.08 0.12 0.00
 -------- 03:00 0.08 0.12 0.00
 -------- 04:00 0.08 0.12 0.00
 -------- 05:00 0.08 0.11 0.00
 26.12.12 06:00 0.08 0.13 0.01
 -------- 07:00 0.08 0.17 0.01
 -------- 08:00 0.08 0.20 0.01
 -------- 09:00 0.09 0.20 0.01
 -------- 10:00 0.10 0.25 0.04
 26.12.12 11:00 0.10 0.21 0.04
 -------- 12:00 0.10 0.19 0.04
 -------- 13:00 0.10 0.17 0.03
 -------- 14:00 0.11 0.18 0.03
 -------- 15:00 0.10 0.18 0.03
 26.12.12 16:00 0.10 0.18 0.02
 -------- 17:00 0.10 0.20 0.02
 -------- 18:00 0.10 0.21 0.02
 -------- 19:00 0.10 0.19 0.02
 -------- 20:00 0.10 0.19 0.02
 26.12.12 21:00 0.10 0.18 0.01
 -------- 22:00 0.09 0.17 0.01
 -------- 23:00 0.10 0.20 0.01
 -------- 00:00 0.08 0.19 0.01
