 Date Time CO NO2 NO
 10.01.13 12:00 0.08 0.16 0.03
 -------- 13:00 0.08 0.16 0.04
 -------- 14:00 0.08 0.17 0.04
 -------- 15:00 0.08 0.18 0.04
 -------- 16:00 0.06 0.14 0.02
 10.01.13 17:00 0.06 0.19 0.02
 -------- 18:00 0.06 0.19 0.01
 -------- 19:00 0.07 0.23 0.02
 -------- 20:00 0.07 0.21 0.01
 -------- 21:00 0.06 0.19 0.01
 10.01.13 22:00 0.06 0.21 0.02
 -------- 23:00 0.06 0.21 0.03
 -------- 00:00 0.06 0.21 0.02
 -------- 01:00 0.06 0.19 0.02
 -------- 02:00 0.06 0.13 0.01
 11.01.13 03:00 0.06 0.14 0.01
 -------- 04:00 0.07 0.19 0.01
 -------- 05:00 0.06 0.15 0.02
 -------- 06:00 0.06 0.17 0.01
 -------- 07:00 0.08 0.27 0.03
 11.01.13 08:00 0.09 0.32 0.07
 -------- 09:00 0.10 0.29 0.04
 -------- 10:00 0.10 0.29 0.05
 -------- 11:00 0.12 0.28 0.08
 -------- 12:00 0.10 0.27 0.09
 11.01.13 13:00 0.11 0.29 0.10
 -------- 14:00 0.11 0.30 0.16
 -------- 15:00 0.13 0.31 0.18
 -------- 16:00 0.18 0.32 0.20
 -------- 17:00 0.15 0.30 0.12
 11.01.13 18:00 0.12 0.29 0.07
 -------- 19:00 0.13 0.30 0.09
 -------- 20:00 0.13 0.29 0.09
 -------- 21:00 0.13 0.27 0.08
 -------- 22:00 0.12 0.27 0.08
 11.01.13 23:00 0.10 0.25 0.07
 -------- 00:00 0.10 0.25 0.06
 -------- 01:00 0.10 0.25 0.06
 -------- 02:00 0.09 0.24 0.03
 -------- 03:00 0.08 0.21 0.02
 12.01.13 04:00 0.08 0.20 0.02
 -------- 05:00 0.07 0.18 0.01
 -------- 06:00 0.07 0.22 0.02
 -------- 07:00 0.06 0.20 0.01
 -------- 08:00 0.09 0.23 0.05
 12.01.13 09:00 0.11 0.25 0.09
 -------- 10:00 0.11 0.24 0.07
 -------- 11:00 0.11 0.19 0.05
