 Date Time CO NO2 NO
 27.11.12 12:00 0.08 0.11 0.07
 -------- 13:00 0.08 0.12 0.05
 -------- 14:00 0.08 0.11 0.03
 -------- 15:00 0.08 0.12 0.05
 -------- 16:00 0.07 0.11 0.04
 27.11.12 17:00 0.06 0.10 0.03
 -------- 18:00 0.06 0.10 0.02
 -------- 19:00 0.06 0.10 0.01
 -------- 20:00 0.06 0.11 0.02
 -------- 21:00 0.06 0.13 0.02
 27.11.12 22:00 0.07 0.15 0.04
 -------- 23:00 0.08 0.16 0.03
 -------- 00:00 0.08 0.16 0.04
 -------- 01:00 0.08 0.16 0.04
 -------- 02:00 0.08 0.15 0.04
 28.11.12 03:00 0.07 0.14 0.03
 -------- 04:00 0.06 0.14 0.03
 -------- 05:00 0.06 0.15 0.04
 -------- 06:00 0.08 0.15 0.07
 -------- 07:00 0.09 0.17 0.13
 28.11.12 08:00 0.12 0.17 0.15
 -------- 09:00 0.15 0.19 0.23
 -------- 10:00 0.17 0.21 0.26
 -------- 11:00 0.20 0.24 0.35
 -------- 12:00 0.15 0.22 0.22
 28.11.12 13:00 0.11 0.19 0.15
 -------- 14:00 0.11 0.18 0.15
 -------- 15:00 0.13 0.19 0.19
 -------- 16:00 0.11 0.18 0.15
 -------- 17:00 0.10 0.20 0.14
 28.11.12 18:00 0.11 0.20 0.14
 -------- 19:00 0.12 0.21 0.13
 -------- 20:00 0.10 0.20 0.08
 -------- 21:00 0.09 0.19 0.06
 -------- 22:00 0.08 0.19 0.04
 28.11.12 23:00 0.09 0.18 0.04
 -------- 00:00 0.07 0.17 0.03
 -------- 01:00 0.06 0.17 0.02
 -------- 02:00 0.06 0.16 0.02
 -------- 03:00 0.06 0.14 0.02
 29.11.12 04:00 0.06 0.13 0.02
 -------- 05:00 0.06 0.12 0.01
 -------- 06:00 0.06 0.15 0.02
 -------- 07:00 0.06 0.17 0.03
 -------- 08:00 0.08 0.23 0.07
 29.11.12 09:00 0.08 0.22 0.06
 -------- 10:00 0.08 0.22 0.08
 -------- 11:00 0.08 0.18 0.03
