 Date Time CO NO2 NO
 01.02.13 12:00 0.10 0.20 0.04
 -------- 13:00 0.11 0.20 0.05
 -------- 14:00 0.12 0.25 0.07
 -------- 15:00 0.12 0.27 0.07
 -------- 16:00 0.12 0.26 0.06
 01.02.13 17:00 0.11 0.23 0.02
 -------- 18:00 0.11 0.26 0.02
 -------- 19:00 0.11 0.28 0.02
 -------- 20:00 0.10 0.25 0.02
 -------- 21:00 0.10 0.24 0.01
 01.02.13 22:00 0.10 0.25 0.02
 -------- 23:00 0.10 0.25 0.02
 -------- 00:00 0.09 0.21 0.01
 -------- 01:00 0.08 0.18 0.01
 -------- 02:00 0.08 0.22 0.02
 02.02.13 03:00 0.08 0.18 0.01
 -------- 04:00 0.08 0.18 0.01
 -------- 05:00 0.08 0.17 0.01
 -------- 06:00 0.08 0.19 0.01
 -------- 07:00 0.08 0.19 0.01
 02.02.13 08:00 0.08 0.19 0.01
 -------- 09:00 0.08 0.21 0.01
 -------- 10:00 0.08 0.22 0.02
 -------- 11:00 0.08 0.20 0.03
 -------- 12:00 0.08 0.15 0.03
 02.02.13 13:00 0.08 0.15 0.02
 -------- 14:00 0.09 0.15 0.02
 -------- 15:00 0.08 0.17 0.03
 -------- 16:00 0.09 0.23 0.04
 -------- 17:00 0.11 0.27 0.06
 02.02.13 18:00 0.10 0.29 0.04
 -------- 19:00 0.09 0.25 0.01
 -------- 20:00 0.08 0.21 0.01
 -------- 21:00 0.09 0.26 0.02
 -------- 22:00 0.10 0.25 0.02
 02.02.13 23:00 0.12 0.29 0.11
 -------- 00:00 0.15 0.29 0.15
 -------- 01:00 0.13 0.28 0.16
 -------- 02:00 0.14 0.29 0.19
 -------- 03:00 0.13 0.27 0.11
 03.02.13 04:00 0.09 0.18 0.02
 -------- 05:00 0.08 0.10 0.01
 -------- 06:00 0.07 0.10 0.01
 -------- 07:00 0.06 0.10 0.01
 -------- 08:00 0.06 0.11 0.01
 03.02.13 09:00 0.06 0.16 0.01
 -------- 10:00 0.07 0.22 0.02
 -------- 11:00 0.07 0.22 0.03
 -------- 12:00 0.06 0.20 0.03
