 Date Time CO NO2 NO
 20.09.12 12:00 0.08 0.21 0.04
 -------- 13:00 0.07 0.19 0.04
 -------- 14:00 0.06 0.20 0.03
 -------- 15:00 0.05 0.20 0.03
 -------- 16:00 0.05 0.21 0.03
 20.09.12 17:00 0.06 0.25 0.04
 -------- 18:00 0.06 0.27 0.03
 -------- 19:00 0.09 0.30 0.02
 -------- 20:00 0.12 0.41 0.09
 -------- 21:00 0.16 0.40 0.14
 20.09.12 22:00 0.15 0.40 0.11
 -------- 23:00 0.07 0.26 0.02
 -------- 00:00 0.06 0.27 0.03
 -------- 01:00 0.05 0.32 0.07
 -------- 02:00 0.04 0.24 0.02
 21.09.12 03:00 0.04 0.20 0.02
 -------- 04:00 0.04 0.18 0.01
 -------- 05:00 0.04 0.20 0.02
 -------- 06:00 0.04 0.21 0.04
 -------- 07:00 0.07 0.28 0.05
 21.09.12 08:00 0.09 0.28 0.06
 -------- 09:00 0.11 0.28 0.11
 -------- 10:00 0.09 0.25 0.07
 -------- 11:00 0.09 0.24 0.06
 -------- 12:00 0.08 0.22 0.05
 21.09.12 13:00 0.07 0.18 0.03
 -------- 14:00 0.06 0.12 0.02
 -------- 15:00 0.05 0.11 0.01
 -------- 16:00 0.04 0.11 0.01
 -------- 17:00 0.06 0.10 0.01
 21.09.12 18:00 0.08 0.10 0.01
 -------- 19:00 0.08 0.10 0.01
 -------- 20:00 0.08 0.16 0.01
 -------- 21:00 0.09 0.18 0.02
 -------- 22:00 0.08 0.15 0.01
 21.09.12 23:00 0.08 0.16 0.01
 -------- 00:00 0.08 0.16 0.02
 -------- 01:00 0.08 0.14 0.01
 -------- 02:00 0.07 0.13 0.01
 -------- 03:00 0.07 0.12 0.01
 22.09.12 04:00 0.05 0.10 0.01
 -------- 05:00 0.06 0.12 0.01
 -------- 06:00 0.06 0.14 0.01
 -------- 07:00 0.06 0.15 0.01
 -------- 08:00 0.07 0.15 0.02
 22.09.12 09:00 0.08 0.16 0.03
 -------- 10:00 0.08 0.15 0.05
 -------- 11:00 0.08 0.19 0.09
