 Date Time CO NO2 NO
 05.02.13 00:00 0.04 0.10 0.01
 -------- 01:00 0.04 0.09 0.01
 -------- 02:00 0.04 0.07 0.01
 -------- 03:00 0.04 0.06 0.00
 -------- 04:00 0.04 0.06 0.00
 05.02.13 05:00 0.04 0.08 0.00
 -------- 06:00 0.04 0.08 0.01
 -------- 07:00 0.06 0.13 0.01
 -------- 08:00 0.06 0.13 0.01
 -------- 09:00 0.06 0.17 0.01
 05.02.13 10:00 0.07 0.21 0.02
 -------- 11:00 0.08 0.23 0.03
 -------- 12:00 0.08 0.20 0.04
 -------- 13:00 0.07 0.18 0.04
 -------- 14:00 0.08 0.23 0.07
 05.02.13 15:00 0.08 0.22 0.06
 -------- 16:00 0.08 0.20 0.04
 -------- 17:00 0.08 0.20 0.02
 -------- 18:00 0.08 0.24 0.02
 -------- 19:00 0.08 0.27 0.01
 05.02.13 20:00 0.08 0.26 0.01
 -------- 21:00 0.08 0.21 0.01
 -------- 22:00 0.08 0.24 0.01
 -------- 23:00 0.08 0.24 0.01
 -------- 00:00 0.08 0.20 0.01
 06.02.13 01:00 0.07 0.18 0.01
 -------- 02:00 0.06 0.14 0.01
 -------- 03:00 0.06 0.13 0.01
 -------- 04:00 0.06 0.11 0.01
 -------- 05:00 0.06 0.10 0.00
 06.02.13 06:00 0.06 0.13 0.01
 -------- 07:00 0.06 0.18 0.01
 -------- 08:00 0.07 0.22 0.01
 -------- 09:00 0.07 0.22 0.01
 -------- 10:00 0.06 0.20 0.01
 06.02.13 11:00 0.06 0.17 0.01
 -------- 12:00 0.06 0.17 0.02
 -------- 13:00 0.06 0.14 0.02
 -------- 14:00 0.06 0.16 0.02
 -------- 15:00 0.07 0.20 0.03
 06.02.13 16:00 0.08 0.24 0.02
 -------- 17:00 0.08 0.22 0.01
 -------- 18:00 0.08 0.20 0.01
 -------- 19:00 0.08 0.19 0.01
 -------- 20:00 0.08 0.17 0.01
 06.02.13 21:00 0.08 0.19 0.01
 -------- 22:00 0.08 0.15 0.01
 -------- 23:00 0.08 0.14 0.01
