 Date Time CO NO2 NO
 15.03.13 00:00 0.06 0.22 0.01
 -------- 01:00 0.07 0.19 0.01
 -------- 02:00 0.08 0.18 0.01
 -------- 03:00 0.08 0.21 0.01
 -------- 04:00 0.09 0.27 0.01
 15.03.13 05:00 0.10 0.36 0.02
 -------- 06:00 0.11 0.38 0.08
 -------- 07:00 0.13 0.38 0.12
 -------- 08:00 0.17 0.42 0.19
 -------- 09:00 0.21 0.50 0.30
 15.03.13 10:00 0.19 0.45 0.20
 -------- 11:00 0.17 0.39 0.17
 -------- 12:00 0.15 0.39 0.15
 -------- 13:00 0.12 0.32 0.11
 -------- 14:00 0.10 0.29 0.07
 15.03.13 15:00 0.09 0.30 0.09
 -------- 16:00 0.09 0.27 0.05
 -------- 17:00 0.08 0.27 0.04
 -------- 18:00 0.08 0.26 0.03
 -------- 19:00 0.07 0.24 0.02
 15.03.13 20:00 0.08 0.26 0.02
 -------- 21:00 0.09 0.30 0.04
 -------- 22:00 0.11 0.30 0.03
 -------- 23:00 0.11 0.34 0.05
 -------- 00:00 0.13 0.36 0.09
 16.03.13 01:00 0.16 0.37 0.15
 -------- 02:00 0.21 0.38 0.29
 -------- 03:00 0.22 0.38 0.33
 -------- 04:00 0.21 0.37 0.31
 -------- 05:00 0.20 0.38 0.28
 16.03.13 06:00 0.16 0.38 0.16
 -------- 07:00 0.15 0.36 0.19
 -------- 08:00 0.11 0.37 0.13
 -------- 09:00 0.10 0.33 0.09
 -------- 10:00 0.10 0.33 0.11
 16.03.13 11:00 0.10 0.32 0.10
 -------- 12:00 0.11 0.35 0.10
 -------- 13:00 0.09 0.21 0.04
 -------- 14:00 0.08 0.13 0.02
 -------- 15:00 0.08 0.14 0.02
 16.03.13 16:00 0.08 0.13 0.01
 -------- 17:00 0.07 0.13 0.01
 -------- 18:00 0.09 0.14 0.01
 -------- 19:00 0.08 0.13 0.01
 -------- 20:00 0.08 0.15 0.01
 16.03.13 21:00 0.08 0.15 0.01
 -------- 22:00 0.09 0.18 0.01
 -------- 23:00 0.08 0.13 0.01
